District,RevenueCircle,Number of centers,Date
Hojai,hojai,4,2022-05-19
Hojai,lanka,1,2022-05-19
Kamrup,rangia,0,2022-05-19
Karbi Anglong West,donkamokam,4,2022-05-19
Karimganj,badarpur,0,2022-05-19
Karimganj,karimganj,9,2022-05-19
Lakhimpur,nowboicha,1,2022-05-19
Lakhimpur,bihpuria,2,2022-05-19
Lakhimpur,north,2,2022-05-19
Nagaon,nagaon,2,2022-05-19
Nagaon,kampur,52,2022-05-19
Nagaon,raha,35,2022-05-19
Sonitpur,tezpur,4,2022-05-19
Udalguri,khairabari,2,2022-05-19
Udalguri,udalguri,2,2022-05-19
Udalguri,kalaigaon,6,2022-05-19
Dhemaji,dhemaji,1,2022-05-19
Hailakandi,algapur,0,2022-05-19
Karimganj,badarpur,1,2022-05-20
Karimganj,karimganj,9,2022-05-20
Biswanath,halem,1,2022-05-20
Cachar,udharbond,3,2022-05-20
Cachar,sonai,0,2022-05-20
Cachar,katigorah,30,2022-05-20
Cachar,silchar,8,2022-05-20
Cachar,lakhipur,24,2022-05-20
Darrang,patharighat,6,2022-05-20
Darrang,mangaldoi,11,2022-05-20
Dima-Hasao,haflong,2,2022-05-20
Hailakandi,algapur,2,2022-05-20
Hojai,hojai,2,2022-05-20
Hojai,doboka,12,2022-05-20
Karbi Anglong West,donkamokam,2,2022-05-20
Lakhimpur,bihpuria,1,2022-05-20
Morigaon,morigaon,0,2022-05-20
Nagaon,kampur,0,2022-05-20
Nagaon,nagaon,11,2022-05-20
Nagaon,raha,0,2022-05-20
Sonitpur,naduar,1,2022-05-20
Udalguri,udalguri,2,2022-05-20
Darrang,patharighat,5,2022-05-21
Darrang,mangaldoi,2,2022-05-21
Karbi Anglong West,donkamokam,3,2022-05-21
Dima-Hasao,haflong,0,2022-05-21
Cachar,silchar,10,2022-05-21
Cachar,katigorah,38,2022-05-21
Cachar,udharbond,6,2022-05-21
Cachar,sonai,1,2022-05-21
Cachar,lakhipur,40,2022-05-21
Hailakandi,algapur,0,2022-05-21
Hojai,hojai,0,2022-05-21
Hojai,doboka,0,2022-05-21
Hojai,lanka,1,2022-05-21
Udalguri,udalguri,1,2022-05-21
Karimganj,badarpur,2,2022-05-21
Karimganj,karimganj,10,2022-05-21
Lakhimpur,north,1,2022-05-21
Lakhimpur,narayanpur,3,2022-05-21
Lakhimpur,bihpuria,1,2022-05-21
Morigaon,morigaon,3,2022-05-21
Nagaon,nagaon,6,2022-05-21
Nagaon,raha,45,2022-05-21
Nagaon,kampur,27,2022-05-21
Nalbari,tihu,2,2022-05-21
Sonitpur,tezpur,6,2022-05-21
Kamrup,rangia,1,2022-05-21
Karimganj,badarpur,5,2022-05-22
Karimganj,karimganj,10,2022-05-22
Hojai,hojai,0,2022-05-22
Hojai,doboka,0,2022-05-22
Hailakandi,algapur,2,2022-05-22
Cachar,katigorah,38,2022-05-22
Cachar,sonai,1,2022-05-22
Cachar,udharbond,7,2022-05-22
Cachar,silchar,10,2022-05-22
Cachar,lakhipur,49,2022-05-22
Barpeta,sarthebari,5,2022-05-22
Morigaon,morigaon,13,2022-05-22
Darrang,mangaldoi,4,2022-05-22
Nagaon,nagaon,8,2022-05-22
Nagaon,raha,0,2022-05-22
Nagaon,kampur,0,2022-05-22
Morigaon,morigaon,18,2022-05-23
Karimganj,badarpur,0,2022-05-23
Karimganj,karimganj,9,2022-05-23
Dibrugarh,chabua,1,2022-05-23
Udalguri,udalguri,2,2022-05-23
Karbi Anglong West,donkamokam,2,2022-05-23
Cachar,udharbond,6,2022-05-23
Cachar,katigorah,92,2022-05-23
Cachar,silchar,9,2022-05-23
Cachar,sonai,1,2022-05-23
Cachar,lakhipur,23,2022-05-23
Hojai,doboka,0,2022-05-23
Hojai,hojai,0,2022-05-23
Kamrup,rangia,1,2022-05-23
Kamrup,kayan,1,2022-05-23
Kamrup,kamalpur,1,2022-05-23
Barpeta,sarthebari,3,2022-05-23
Nagaon,kampur,0,2022-05-23
Nagaon,raha,80,2022-05-23
Nagaon,nagaon,34,2022-05-23
Hailakandi,algapur,1,2022-05-23
Dima-Hasao,haflong,6,2022-05-23
Barpeta,sarthebari,1,2022-05-24
Nagaon,nagaon,13,2022-05-24
Nagaon,kampur,0,2022-05-24
Nagaon,raha,0,2022-05-24
Morigaon,morigaon,12,2022-05-24
Karimganj,badarpur,0,2022-05-24
Karimganj,karimganj,9,2022-05-24
Kamrup,kamalpur,1,2022-05-24
Karbi Anglong West,donkamokam,1,2022-05-24
Hailakandi,algapur,0,2022-05-24
Goalpara,balijana,1,2022-05-24
Goalpara,lakhipur,1,2022-05-24
Dima-Hasao,haflong,14,2022-05-24
Darrang,mangaldoi,3,2022-05-24
Darrang,dalgaon,3,2022-05-24
Cachar,katigorah,65,2022-05-24
Cachar,sonai,27,2022-05-24
Cachar,silchar,9,2022-05-24
Cachar,udharbond,6,2022-05-24
Cachar,lakhipur,16,2022-05-24
Hojai,hojai,0,2022-05-24
Hojai,doboka,0,2022-05-24
Karimganj,badarpur,0,2022-05-25
Karimganj,karimganj,3,2022-05-25
Nagaon,nagaon,15,2022-05-25
Nagaon,kampur,0,2022-05-25
Nagaon,raha,0,2022-05-25
Karbi Anglong West,donkamokam,2,2022-05-25
Morigaon,morigaon,17,2022-05-25
Hojai,hojai,0,2022-05-25
Hailakandi,algapur,0,2022-05-25
Dima-Hasao,haflong,4,2022-05-25
Cachar,sonai,27,2022-05-25
Cachar,silchar,14,2022-05-25
Cachar,katigorah,7,2022-05-25
Cachar,udharbond,6,2022-05-25
Cachar,lakhipur,16,2022-05-25
Kamrup,kamalpur,1,2022-05-25
Nagaon,nagaon,2,2022-05-26
Nagaon,kampur,0,2022-05-26
Nagaon,raha,0,2022-05-26
Morigaon,morigaon,7,2022-05-26
Cachar,sonai,27,2022-05-26
Cachar,silchar,1,2022-05-26
Cachar,katigorah,7,2022-05-26
Cachar,udharbond,6,2022-05-26
Cachar,lakhipur,16,2022-05-26
Hailakandi,algapur,0,2022-05-26
Karbi Anglong West,donkamokam,1,2022-05-26
Dima-Hasao,haflong,3,2022-05-26
Nagaon,nagaon,8,2022-05-27
Nagaon,kampur,0,2022-05-27
Nagaon,raha,93,2022-05-27
Morigaon,morigaon,2,2022-05-27
Dima-Hasao,haflong,1,2022-05-27
Cachar,sonai,0,2022-05-27
Cachar,silchar,2,2022-05-27
Cachar,katigorah,0,2022-05-27
Hailakandi,algapur,0,2022-05-27
Cachar,silchar,0,2022-05-28
Cachar,sonai,0,2022-05-28
Cachar,katigorah,0,2022-05-28
Dima-Hasao,haflong,4,2022-05-28
Morigaon,morigaon,0,2022-05-28
Nagaon,nagaon,0,2022-05-28
Nagaon,raha,0,2022-05-28
Nagaon,kampur,0,2022-05-28
Hojai,hojai,1,2022-05-28
Cachar,katigorah,0,2022-05-29
Cachar,silchar,0,2022-05-29
Cachar,sonai,0,2022-05-29
Dima-Hasao,haflong,2,2022-05-29
Morigaon,morigaon,0,2022-05-29
Nagaon,nagaon,0,2022-05-29
Nagaon,raha,0,2022-05-29
Nagaon,kampur,0,2022-05-29
Cachar,silchar,0,2022-01-06
Nagaon,nagaon,0,2022-01-06
Nagaon,kampur,0,2022-01-06
Dima-Hasao,haflong,5,2022-01-06
Morigaon,morigaon,0,2022-01-06
Cachar,silchar,0,2022-02-06
Dima-Hasao,haflong,3,2022-02-06
Morigaon,morigaon,0,2022-02-06
Cachar,silchar,0,2022-03-06
Dima-Hasao,haflong,4,2022-03-06
Morigaon,morigaon,0,2022-03-06
Nagaon,kampur,3,2022-04-06
Morigaon,morigaon,0,2022-04-06
Cachar,silchar,0,2022-04-06
Morigaon,morigaon,0,2022-05-06
Cachar,silchar,0,2022-05-06
Cachar,silchar,0,2022-06-06
Dima-Hasao,haflong,6,2022-07-06
Cachar,silchar,0,2022-07-06
Dima-Hasao,haflong,6,2022-08-06
Cachar,silchar,0,2022-08-06
Dhemaji,gogamukh,4,2022-09-06
Dima-Hasao,haflong,3,2022-09-06
Dhemaji,gogamukh,4,2022-06-13
Dima-Hasao,haflong,5,2022-06-13
Dima-Hasao,haflong,3,2022-06-15
Dhemaji,sissiborgaon,1,2022-06-15
Baksa,barama,0,2022-06-15
Bajali,bajali,0,2022-06-15
Kamrup (M),guwahati,0,2022-06-15
Kamrup (M),dispur,5,2022-06-15
Kokrajhar,kokrajhar,0,2022-06-15
Hojai,hojai,0,2022-06-16
Goalpara,balijana,0,2022-06-16
Goalpara,lakhipur,3,2022-06-16
Dima-Hasao,haflong,7,2022-06-16
Chirang,bijni,0,2022-06-16
Chirang,sidli,8,2022-06-16
Dhubri,chapar,0,2022-06-16
Dhubri,bilasipara,0,2022-06-16
Dhubri,athani,0,2022-06-16
Darrang,patharighat,1,2022-06-16
Bongaigaon,manikpur,0,2022-06-16
Bongaigaon,bongaigaon,0,2022-06-16
Bongaigaon,dangtol,0,2022-06-16
Dibrugarh,chabua,1,2022-06-16
Kamrup,rangia,0,2022-06-16
Kamrup,kayan,0,2022-06-16
Tamulpur,tamulpur,12,2022-06-16
Kokrajhar,bhawraguri,0,2022-06-16
Kokrajhar,gossaigaon,0,2022-06-16
Kokrajhar,kokrajhar,0,2022-06-16
Nalbari,ghograpar,0,2022-06-16
Nalbari,paschim,0,2022-06-16
Nalbari,nalbari,0,2022-06-16
Udalguri,udalguri,0,2022-06-16
Udalguri,kalaigaon,1,2022-06-16
Barpeta,barpeta,0,2022-06-16
Bajali,bajali,0,2022-06-16
Kamrup (M),guwahati,2,2022-06-16
Kamrup (M),dispur,10,2022-06-16
Baksa,baganpara,0,2022-06-16
Baksa,barama,1,2022-06-16
Baksa,baska,0,2022-06-16
Baksa,jalah,0,2022-06-16
Tamulpur,tamulpur,7,2022-06-17
Tamulpur,goreswar,7,2022-06-17
Tinsukia,doomdooma,0,2022-06-17
Tinsukia,tinsukia,3,2022-06-17
Udalguri,udalguri,0,2022-06-17
Udalguri,mazbat,0,2022-06-17
Udalguri,kalaigaon,9,2022-06-17
Udalguri,khairabari,3,2022-06-17
Udalguri,harisinga,7,2022-06-17
Dhemaji,jonai,2,2022-06-17
Dhemaji,dhemaji,2,2022-06-17
Nalbari,banekuchi,0,2022-06-17
Nalbari,paschim,0,2022-06-17
Nalbari,ghograpar,0,2022-06-17
Nalbari,barbhag,0,2022-06-17
Nalbari,nalbari,0,2022-06-17
Nalbari,tihu,0,2022-06-17
Chirang,bijni,7,2022-06-17
Chirang,sidli,10,2022-06-17
Chirang,bengtal,1,2022-06-17
Bongaigaon,manikpur,35,2022-06-17
Bongaigaon,bongaigaon,2,2022-06-17
Bongaigaon,boitamari,0,2022-06-17
Bongaigaon,dangtol,0,2022-06-17
Bongaigaon,srijangram,0,2022-06-17
Barpeta,barpeta,0,2022-06-17
Barpeta,sarthebari,0,2022-06-17
Barpeta,chenga,0,2022-06-17
Baksa,baska,0,2022-06-17
Baksa,barama,1,2022-06-17
Baksa,jalah,0,2022-06-17
Baksa,baganpara,2,2022-06-17
Bajali,bajali,0,2022-06-17
Bajali,sarupeta,1,2022-06-17
Dhubri,chapar,0,2022-06-17
Dhubri,athani,0,2022-06-17
Dhubri,bilasipara,0,2022-06-17
Dima-Hasao,haflong,0,2022-06-17
Goalpara,balijana,2,2022-06-17
Goalpara,matia,0,2022-06-17
Goalpara,lakhipur,10,2022-06-17
Hojai,hojai,0,2022-06-17
Hojai,doboka,6,2022-06-17
Hojai,lanka,5,2022-06-17
Kamrup,rangia,0,2022-06-17
Kamrup,kayan,0,2022-06-17
Kamrup,north,0,2022-06-17
Kamrup,hajo,0,2022-06-17
Kamrup (M),guwahati,12,2022-06-17
Kamrup (M),dispur,7,2022-06-17
Karbi Anglong West,donkamokam,4,2022-06-17
Kokrajhar,bagribari,0,2022-06-17
Kokrajhar,kokrajhar,27,2022-06-17
Kokrajhar,bhawraguri,16,2022-06-17
Kokrajhar,gossaigaon,0,2022-06-17
Kokrajhar,dotma,29,2022-06-17
Lakhimpur,north,2,2022-06-17
Lakhimpur,subansiri,3,2022-06-17
Lakhimpur,kadam,2,2022-06-17
Nagaon,kampur,0,2022-06-17
Sonitpur,chariduar,3,2022-06-17
Sonitpur,dhekiajuli,5,2022-06-17
Darrang,patharighat,0,2022-06-17
Darrang,mangaldoi,0,2022-06-17
Darrang,sipajhar,0,2022-06-17
Bajali,bajali,0,2022-06-18
Bajali,sarupeta,1,2022-06-18
Nalbari,ghograpar,3,2022-06-18
Nalbari,tihu,0,2022-06-18
Nalbari,nalbari,4,2022-06-18
Nalbari,banekuchi,0,2022-06-18
Nalbari,paschim,0,2022-06-18
Nalbari,barbhag,0,2022-06-18
Kamrup,rangia,1,2022-06-18
Kamrup,kamalpur,0,2022-06-18
Kamrup,north,2,2022-06-18
Kamrup,hajo,1,2022-06-18
Kamrup,kayan,6,2022-06-18
Hojai,hojai,0,2022-06-18
Hojai,doboka,4,2022-06-18
Hojai,lanka,6,2022-06-18
Goalpara,matia,1,2022-06-18
Goalpara,balijana,6,2022-06-18
Goalpara,lakhipur,21,2022-06-18
Karimganj,badarpur,0,2022-06-18
Karimganj,patherkandi,0,2022-06-18
Karimganj,karimganj,6,2022-06-18
Kokrajhar,bhawraguri,8,2022-06-18
Kokrajhar,gossaigaon,1,2022-06-18
Kokrajhar,dotma,0,2022-06-18
Kokrajhar,kokrajhar,0,2022-06-18
Kokrajhar,bagribari,0,2022-06-18
Lakhimpur,subansiri,10,2022-06-18
Lakhimpur,bihpuria,6,2022-06-18
Lakhimpur,dhakuakhana,6,2022-06-18
Lakhimpur,north,4,2022-06-18
Lakhimpur,kadam,1,2022-06-18
Lakhimpur,nowboicha,5,2022-06-18
Nagaon,raha,0,2022-06-18
Nagaon,kampur,0,2022-06-18
Nagaon,nagaon,0,2022-06-18
Baksa,baska,0,2022-06-18
Baksa,baganpara,1,2022-06-18
Baksa,barama,1,2022-06-18
Baksa,jalah,4,2022-06-18
Sonitpur,chariduar,21,2022-06-18
Sonitpur,dhekiajuli,11,2022-06-18
Sonitpur,thelamara,17,2022-06-18
Sonitpur,tezpur,1,2022-06-18
Tamulpur,goreswar,11,2022-06-18
Tamulpur,tamulpur,8,2022-06-18
Tinsukia,doomdooma,0,2022-06-18
Kamrup (M),guwahati,4,2022-06-18
Kamrup (M),dispur,5,2022-06-18
Dima-Hasao,haflong,1,2022-06-18
Dhemaji,dhemaji,2,2022-06-18
Dhemaji,gogamukh,13,2022-06-18
Dhemaji,sissiborgaon,4,2022-06-18
Dhemaji,jonai,4,2022-06-18
Darrang,dalgaon,20,2022-06-18
Darrang,patharighat,3,2022-06-18
Darrang,mangaldoi,0,2022-06-18
Darrang,sipajhar,4,2022-06-18
Chirang,bijni,4,2022-06-18
Chirang,bengtal,0,2022-06-18
Chirang,sidli,3,2022-06-18
Udalguri,udalguri,0,2022-06-18
Udalguri,mazbat,0,2022-06-18
Udalguri,kalaigaon,30,2022-06-18
Udalguri,harisinga,5,2022-06-18
Udalguri,khairabari,5,2022-06-18
Cachar,silchar,1,2022-06-18
Cachar,katigorah,0,2022-06-18
Bongaigaon,manikpur,5,2022-06-18
Bongaigaon,boitamari,0,2022-06-18
Bongaigaon,srijangram,0,2022-06-18
Barpeta,chenga,3,2022-06-18
Barpeta,barpeta,0,2022-06-18
Barpeta,sarthebari,3,2022-06-18
Dhubri,bilasipara,0,2022-06-18
Dhubri,golakganj,0,2022-06-18
Dhubri,athani,0,2022-06-18
Dhubri,chapar,0,2022-06-18
Karbi Anglong West,donkamokam,5,2022-06-18
Kamrup (M),guwahati,3,2022-06-20
Karbi Anglong West,donkamokam,4,2022-06-20
Karimganj,karimganj,0,2022-06-20
Karimganj,badarpur,12,2022-06-20
Karimganj,patherkandi,8,2022-06-20
Karimganj,rk,25,2022-06-20
Karimganj,nilambazar,13,2022-06-20
Lakhimpur,bihpuria,11,2022-06-20
Lakhimpur,dhakuakhana,1,2022-06-20
Lakhimpur,nowboicha,4,2022-06-20
Lakhimpur,subansiri,6,2022-06-20
Lakhimpur,north,5,2022-06-20
Morigaon,morigaon,5,2022-06-20
Morigaon,bhuragaon,15,2022-06-20
Hojai,doboka,19,2022-06-20
Hojai,hojai,6,2022-06-20
Hojai,lanka,5,2022-06-20
Nagaon,nagaon,25,2022-06-20
Nagaon,raha,39,2022-06-20
Nagaon,kampur,8,2022-06-20
Nagaon,samaguri,5,2022-06-20
Hailakandi,algapur,1,2022-06-20
Hailakandi,katlicherra,3,2022-06-20
Hailakandi,lala,13,2022-06-20
Hailakandi,hailakandi,8,2022-06-20
Golaghat,bokakhat,9,2022-06-20
Goalpara,balijana,11,2022-06-20
Goalpara,matia,0,2022-06-20
Goalpara,lakhipur,30,2022-06-20
Dima-Hasao,haflong,5,2022-06-20
Dhubri,chapar,0,2022-06-20
Dhubri,athani,0,2022-06-20
Dhubri,dhubri,0,2022-06-20
Dhubri,golakganj,0,2022-06-20
Dhubri,bilasipara,0,2022-06-20
Dhemaji,jonai,4,2022-06-20
Dhemaji,gogamukh,2,2022-06-20
Darrang,mangaldoi,55,2022-06-20
Darrang,patharighat,8,2022-06-20
Darrang,dalgaon,8,2022-06-20
Darrang,sipajhar,12,2022-06-20
Chirang,bijni,0,2022-06-20
Chirang,bengtal,2,2022-06-20
Cachar,silchar,0,2022-06-20
Cachar,sonai,6,2022-06-20
Cachar,udharbond,0,2022-06-20
Cachar,katigorah,9,2022-06-20
Cachar,lakhipur,4,2022-06-20
Bongaigaon,boitamari,1,2022-06-20
Bongaigaon,manikpur,1,2022-06-20
Bongaigaon,srijangram,0,2022-06-20
Biswanath,biswanath,3,2022-06-20
Barpeta,baghbar,0,2022-06-20
Barpeta,barpeta,0,2022-06-20
Barpeta,sarthebari,6,2022-06-20
Barpeta,chenga,3,2022-06-20
Barpeta,barnagar,7,2022-06-20
Kamrup,rangia,1,2022-06-20
Kamrup,kayan,4,2022-06-20
Kamrup,kamalpur,15,2022-06-20
Kamrup,hajo,6,2022-06-20
Kamrup,north,4,2022-06-20
Bajali,sarupeta,1,2022-06-20
Bajali,bajali,30,2022-06-20
Baksa,baska,1,2022-06-20
Baksa,baganpara,2,2022-06-20
Baksa,barama,0,2022-06-20
Baksa,barnagar,5,2022-06-20
Sonitpur,chariduar,6,2022-06-20
Sonitpur,dhekiajuli,3,2022-06-20
Sonitpur,thelamara,4,2022-06-20
Sonitpur,tezpur,11,2022-06-20
Tamulpur,tamulpur,12,2022-06-20
Tamulpur,goreswar,18,2022-06-20
Tinsukia,doomdooma,1,2022-06-20
Tinsukia,tinsukia,18,2022-06-20
Udalguri,udalguri,25,2022-06-20
Udalguri,mazbat,0,2022-06-20
Udalguri,kalaigaon,12,2022-06-20
Udalguri,harisinga,0,2022-06-20
Udalguri,khairabari,4,2022-06-20
Nalbari,tihu,0,2022-06-20
Nalbari,paschim,0,2022-06-20
Nalbari,banekuchi,0,2022-06-20
Nalbari,barkhetri,0,2022-06-20
Nalbari,barbhag,0,2022-06-20
Nalbari,nalbari,1,2022-06-20
Nalbari,ghograpar,1,2022-06-20
Bongaigaon,manikpur,0,2022-06-21
Bongaigaon,boitamari,5,2022-06-21
Bongaigaon,srijangram,39,2022-06-21
Cachar,silchar,0,2022-06-21
Cachar,lakhipur,0,2022-06-21
Cachar,sonai,0,2022-06-21
Cachar,udharbond,0,2022-06-21
Cachar,katigorah,16,2022-06-21
Chirang,bijni,0,2022-06-21
Chirang,bengtal,0,2022-06-21
Darrang,mangaldoi,55,2022-06-21
Darrang,dalgaon,20,2022-06-21
Darrang,sipajhar,11,2022-06-21
Darrang,patharighat,10,2022-06-21
Dhemaji,jonai,5,2022-06-21
Dhemaji,sissiborgaon,1,2022-06-21
Dhubri,dhubri,1,2022-06-21
Dhubri,chapar,0,2022-06-21
Dhubri,bilasipara,0,2022-06-21
Dhubri,athani,0,2022-06-21
Dhubri,south,23,2022-06-21
Dima-Hasao,haflong,5,2022-06-21
Hailakandi,algapur,9,2022-06-21
Hailakandi,hailakandi,1,2022-06-21
Hailakandi,lala,5,2022-06-21
Golaghat,bokakhat,15,2022-06-21
Hojai,hojai,7,2022-06-21
Hojai,doboka,7,2022-06-21
Hojai,lanka,5,2022-06-21
Kamrup,rangia,4,2022-06-21
Kamrup,kayan,3,2022-06-21
Kamrup,kamalpur,25,2022-06-21
Kamrup,hajo,0,2022-06-21
Kamrup,north,0,2022-06-21
Karbi Anglong West,donkamokam,4,2022-06-21
Karimganj,patherkandi,19,2022-06-21
Karimganj,badarpur,16,2022-06-21
Karimganj,karimganj,3,2022-06-21
Karimganj,nilambazar,23,2022-06-21
Karimganj,rk,24,2022-06-21
Barpeta,barpeta,0,2022-06-21
Barpeta,chenga,7,2022-06-21
Barpeta,baghbar,0,2022-06-21
Barpeta,sarthebari,7,2022-06-21
Barpeta,barnagar,1,2022-06-21
Baksa,barama,0,2022-06-21
Goalpara,matia,0,2022-06-21
Goalpara,balijana,29,2022-06-21
Goalpara,lakhipur,41,2022-06-21
Biswanath,halem,2,2022-06-21
Bajali,sarupeta,1,2022-06-21
Bajali,bajali,95,2022-06-21
Majuli,majuli,6,2022-06-21
Morigaon,mayong,13,2022-06-21
Morigaon,bhuragaon,1,2022-06-21
Morigaon,morigaon,7,2022-06-21
Nagaon,nagaon,12,2022-06-21
Nagaon,kampur,40,2022-06-21
Nagaon,raha,39,2022-06-21
Nalbari,barkhetri,3,2022-06-21
Nalbari,banekuchi,0,2022-06-21
Nalbari,tihu,0,2022-06-21
Nalbari,barbhag,0,2022-06-21
Nalbari,paschim,18,2022-06-21
Nalbari,nalbari,0,2022-06-21
Nalbari,ghograpar,11,2022-06-21
Sonitpur,dhekiajuli,13,2022-06-21
Sonitpur,chariduar,5,2022-06-21
Sonitpur,thelamara,4,2022-06-21
Sonitpur,tezpur,16,2022-06-21
South Salmara,south,8,2022-06-21
South Salmara,mankachar,27,2022-06-21
Tamulpur,goreswar,12,2022-06-21
Tamulpur,tamulpur,12,2022-06-21
Udalguri,udalguri,11,2022-06-21
Udalguri,mazbat,0,2022-06-21
Udalguri,harisinga,0,2022-06-21
Udalguri,kalaigaon,0,2022-06-21
Udalguri,khairabari,2,2022-06-21
Lakhimpur,bihpuria,3,2022-06-21
Lakhimpur,nowboicha,10,2022-06-21
Lakhimpur,subansiri,6,2022-06-21
Lakhimpur,narayanpur,1,2022-06-21
Lakhimpur,north,1,2022-06-21
Karimganj,badarpur,5,2022-06-22
Karimganj,karimganj,3,2022-06-22
Karimganj,patherkandi,0,2022-06-22
Karimganj,nilambazar,5,2022-06-22
Karimganj,rk,25,2022-06-22
Lakhimpur,subansiri,4,2022-06-22
Lakhimpur,bihpuria,9,2022-06-22
Lakhimpur,dhakuakhana,1,2022-06-22
Lakhimpur,narayanpur,3,2022-06-22
Lakhimpur,nowboicha,7,2022-06-22
Majuli,majuli,5,2022-06-22
Morigaon,morigaon,12,2022-06-22
Morigaon,mayong,11,2022-06-22
Nagaon,nagaon,48,2022-06-22
Nagaon,kampur,109,2022-06-22
Nagaon,raha,78,2022-06-22
Nagaon,kaliabor,2,2022-06-22
Tamulpur,goreswar,7,2022-06-22
Tamulpur,tamulpur,4,2022-06-22
Sonitpur,dhekiajuli,1,2022-06-22
Sonitpur,thelamara,2,2022-06-22
Sonitpur,chariduar,2,2022-06-22
Sonitpur,tezpur,2,2022-06-22
South Salmara,mankachar,27,2022-06-22
South Salmara,south,8,2022-06-22
Karbi Anglong West,donkamokam,3,2022-06-22
Udalguri,harisinga,0,2022-06-22
Udalguri,udalguri,11,2022-06-22
Udalguri,mazbat,0,2022-06-22
Udalguri,kalaigaon,0,2022-06-22
Nalbari,tihu,23,2022-06-22
Nalbari,paschim,21,2022-06-22
Nalbari,barbhag,0,2022-06-22
Nalbari,banekuchi,0,2022-06-22
Nalbari,barkhetri,4,2022-06-22
Nalbari,nalbari,0,2022-06-22
Nalbari,ghograpar,13,2022-06-22
Kamrup (M),sonapur,5,2022-06-22
Barpeta,baghbar,1,2022-06-22
Barpeta,barpeta,0,2022-06-22
Barpeta,sarthebari,11,2022-06-22
Barpeta,chenga,16,2022-06-22
Barpeta,kalgachia,5,2022-06-22
Hojai,hojai,19,2022-06-22
Hojai,doboka,11,2022-06-22
Hojai,lanka,1,2022-06-22
Bajali,sarupeta,1,2022-06-22
Bajali,bajali,95,2022-06-22
Baksa,barama,0,2022-06-22
Baksa,barnagar,2,2022-06-22
Bongaigaon,boitamari,3,2022-06-22
Bongaigaon,manikpur,1,2022-06-22
Bongaigaon,srijangram,12,2022-06-22
Chirang,bijni,0,2022-06-22
Chirang,bengtal,0,2022-06-22
Darrang,dalgaon,0,2022-06-22
