District,RevenueCircle,Number of inmates,Date
Kamrup,Rangia,2419,2022-06-20
Kamrup,Chamaria,0,2022-06-20
Kamrup,Chaygaon,0,2022-06-20
Kamrup,Kamalpur,2450,2022-06-20
Kamrup,Goroimari,0,2022-06-20
Kamrup,Palashbari,0,2022-06-20
Kamrup,Hajo,3387,2022-06-20
Kamrup,Kayan,163,2022-06-20
Kamrup,North,554,2022-06-20
Baksa,Barnagar,0,2022-06-20
Baksa,Jalah,0,2022-06-20
Baksa,Baska,40,2022-06-20
Baksa,Baganpara,148,2022-06-20
Baksa,Barama,89,2022-06-20
Bajali,Sarupeta,1702,2022-06-20
Bajali,Bajali,4016,2022-06-20
Kamrup (M),Sonapur,0,2022-06-20
Kamrup (M),Chandrapur,0,2022-06-20
Kamrup (M),Azara,0,2022-06-20
Kamrup (M),Dispur,0,2022-06-20
Kamrup (M),Guwahati,23,2022-06-20
Chirang,Bijni,569,2022-06-21
Chirang,Bengtal,741,2022-06-21
Bajali,Sarupeta,1702,2022-06-21
Bajali,Bajali,624,2022-06-21
Baksa,Barnagar,0,2022-06-21
Baksa,Baganpara,0,2022-06-21
Baksa,Baska,0,2022-06-21
Baksa,Jalah,0,2022-06-21
Baksa,Barama,69,2022-06-21
Barpeta,Barpeta,82772,2022-06-21
Barpeta,Chenga,1180,2022-06-21
Barpeta,Sarthebari,2022,2022-06-21
Barpeta,Kalgachia,0,2022-06-21
Barpeta,Barnagar,0,2022-06-21
Barpeta,Baghbar,2044,2022-06-21
Bongaigaon,Srijangram,7061,2022-06-21
Bongaigaon,Manikpur,1059,2022-06-21
Bongaigaon,Boitamari,656,2022-06-21
Cachar,Silchar,10468,2022-06-21
Cachar,Lakhipur,3250,2022-06-21
Cachar,Sonai,1940,2022-06-21
Cachar,Udharbond,70,2022-06-21
Cachar,Katigorah,8615,2022-06-21
Darrang,Dalgaon,1670,2022-06-21
Darrang,Patharighat,0,2022-06-21
Darrang,Mangaldoi,1056,2022-06-21
Darrang,Sipajhar,1917,2022-06-21
Dhubri,Dhubri,190,2022-06-21
Dhubri,Agamoni,0,2022-06-21
Dhubri,Gauripur,0,2022-06-21
Dhubri,Bilasipara,6171,2022-06-21
Dhubri,South,0,2022-06-21
Dhubri,Golakganj,0,2022-06-21
Dhubri,Athani,667,2022-06-21
Dhubri,Chapar,40,2022-06-21
Goalpara,Matia,1431,2022-06-21
Goalpara,Balijana,22020,2022-06-21
Goalpara,Lakhipur,9940,2022-06-21
Goalpara,Dudhnoi,0,2022-06-21
Goalpara,Rongjuli,0,2022-06-21
Hailakandi,Algapur,0,2022-06-21
Hailakandi,Hailakandi,0,2022-06-21
Hailakandi,Lala,0,2022-06-21
Hailakandi,Katlicherra,245,2022-06-21
Hojai,Hojai,22546,2022-06-21
Hojai,Lanka,0,2022-06-21
Hojai,Doboka,3419,2022-06-21
Kamrup,Rangia,2960,2022-06-21
Kamrup,Goroimari,0,2022-06-21
Kamrup,Kayan,1597,2022-06-21
Kamrup,Palashbari,0,2022-06-21
Kamrup,Nagarbera,0,2022-06-21
Kamrup,Chaygaon,0,2022-06-21
Kamrup,Kamalpur,3053,2022-06-21
Kamrup,Chamaria,0,2022-06-21
Kamrup,Hajo,3013,2022-06-21
Kamrup,North,1946,2022-06-21
Karimganj,Nilambazar,0,2022-06-21
Karimganj,Rk,0,2022-06-21
Karimganj,Badarpur,1630,2022-06-21
Karimganj,Patherkandi,85,2022-06-21
Karimganj,Karimganj,9594,2022-06-21
Nagaon,Kaliabor,0,2022-06-21
Nagaon,Rupahi,0,2022-06-21
Nagaon,Dhing,0,2022-06-21
Nagaon,Samaguri,0,2022-06-21
Nagaon,Nagaon,8508,2022-06-21
Nagaon,Kampur,4980,2022-06-21
Nagaon,Raha,1700,2022-06-21
Dima-Hasao,Haflong,1663,2022-06-21
Nalbari,Ghograpar,0,2022-06-21
Nalbari,Banekuchi,1503,2022-06-21
Nalbari,Tihu,1248,2022-06-21
Nalbari,Barbhag,1746,2022-06-21
Nalbari,Paschim,10914,2022-06-21
Nalbari,Nalbari,5500,2022-06-21
Nalbari,Barkhetri,210,2022-06-21
Sonitpur,Chariduar,0,2022-06-21
Sonitpur,Naduar,0,2022-06-21
Sonitpur,Thelamara,0,2022-06-21
Sonitpur,Dhekiajuli,170,2022-06-21
Sonitpur,Tezpur,0,2022-06-21
Tamulpur,Goreswar,1121,2022-06-21
Tamulpur,Tamulpur,1186,2022-06-21
Udalguri,Mazbat,430,2022-06-21
Udalguri,Khairabari,0,2022-06-21
Udalguri,Udalguri,738,2022-06-21
Udalguri,Harisinga,454,2022-06-21
Udalguri,Kalaigaon,52,2022-06-21
Dhubri,Dhubri,1887,2022-06-22
Dhubri,Bilasipara,3292,2022-06-22
Dhubri,Golakganj,0,2022-06-22
Dhubri,South,0,2022-06-22
Dhubri,Athani,304,2022-06-22
Dhubri,Gauripur,0,2022-06-22
Dhubri,Chapar,0,2022-06-22
Dhubri,Agamoni,0,2022-06-22
Sonitpur,Thelamara,0,2022-06-22
Sonitpur,Tezpur,0,2022-06-22
Sonitpur,Dhekiajuli,170,2022-06-22
Nalbari,Tihu,565,2022-06-22
Nalbari,Paschim,10177,2022-06-22
Nalbari,Barbhag,1800,2022-06-22
Nalbari,Banekuchi,643,2022-06-22
Nalbari,Nalbari,220,2022-06-22
Nalbari,Barkhetri,210,2022-06-22
Nagaon,Kaliabor,0,2022-06-22
Nagaon,Rupahi,0,2022-06-22
Nagaon,Dhing,0,2022-06-22
Nagaon,Samaguri,0,2022-06-22
Nagaon,Nagaon,9744,2022-06-22
Nagaon,Kampur,4980,2022-06-22
Nagaon,Raha,1698,2022-06-22
Morigaon,Mayong,0,2022-06-22
Morigaon,Bhuragaon,0,2022-06-22
Morigaon,Laharighat,0,2022-06-22
Morigaon,Mikirbheta,0,2022-06-22
Morigaon,Morigaon,175,2022-06-22
Karimganj,Badarpur,2522,2022-06-22
Karimganj,Rk,0,2022-06-22
Karimganj,Karimganj,17888,2022-06-22
Karimganj,Patherkandi,185,2022-06-22
Kamrup,Rangia,2421,2022-06-22
Kamrup,Kamalpur,3053,2022-06-22
Kamrup,Kayan,1597,2022-06-22
Kamrup,Chaygaon,0,2022-06-22
Kamrup,Nagarbera,0,2022-06-22
Kamrup,Chamaria,0,2022-06-22
Kamrup,Palashbari,0,2022-06-22
Kamrup,Goroimari,0,2022-06-22
Kamrup,North,2192,2022-06-22
Kamrup,Hajo,50,2022-06-22
Hojai,Hojai,10117,2022-06-22
Hojai,Lanka,0,2022-06-22
Hojai,Doboka,3419,2022-06-22
Hailakandi,Algapur,0,2022-06-22
Hailakandi,Katlicherra,0,2022-06-22
Hailakandi,Hailakandi,716,2022-06-22
Hailakandi,Lala,335,2022-06-22
Goalpara,Matia,1708,2022-06-22
Goalpara,Lakhipur,14048,2022-06-22
Goalpara,Rongjuli,0,2022-06-22
Goalpara,Balijana,17607,2022-06-22
Goalpara,Dudhnoi,0,2022-06-22
Tamulpur,Goreswar,212,2022-06-22
Tamulpur,Tamulpur,306,2022-06-22
Darrang,Patharighat,0,2022-06-22
Darrang,Sipajhar,865,2022-06-22
Darrang,Mangaldoi,1056,2022-06-22
Darrang,Dalgaon,1647,2022-06-22
Bongaigaon,Srijangram,2526,2022-06-22
Bongaigaon,Boitamari,656,2022-06-22
Bongaigaon,Manikpur,1297,2022-06-22
Barpeta,Baghbar,2594,2022-06-22
Barpeta,Barpeta,101244,2022-06-22
Barpeta,Sarthebari,2514,2022-06-22
Barpeta,Kalgachia,0,2022-06-22
Barpeta,Barnagar,0,2022-06-22
Barpeta,Chenga,1180,2022-06-22
Baksa,Barnagar,0,2022-06-22
Baksa,Baganpara,0,2022-06-22
Baksa,Barama,56,2022-06-22
Bajali,Sarupeta,1788,2022-06-22
Bajali,Bajali,65,2022-06-22
Udalguri,Mazbat,820,2022-06-22
Udalguri,Khairabari,0,2022-06-22
Udalguri,Harisinga,408,2022-06-22
Udalguri,Udalguri,625,2022-06-22
Udalguri,Kalaigaon,37,2022-06-22
South Salmara,South,0,2022-06-22
South Salmara,Mankachar,472,2022-06-22
Cachar,Katigorah,8615,2022-06-22
Cachar,Lakhipur,3415,2022-06-22
Cachar,Silchar,19704,2022-06-22
Cachar,Sonai,1938,2022-06-22
Cachar,Udharbond,94,2022-06-22
Chirang,Sidli,0,2022-06-22
Chirang,Bijni,622,2022-06-22
Chirang,Bengtal,741,2022-06-22
Dima-Hasao,Haflong,1905,2022-06-22
Dima-Hasao,Haflong,1905,2022-06-23
Dhubri,Bilasipara,1509,2022-06-23
Dhubri,Dhubri,1887,2022-06-23
Dhubri,South,0,2022-06-23
Dhubri,Athani,0,2022-06-23
Dhubri,Golakganj,0,2022-06-23
Dhubri,Gauripur,0,2022-06-23
Dhubri,Agamoni,0,2022-06-23
Dhubri,Chapar,0,2022-06-23
Cachar,Katigorah,8985,2022-06-23
Cachar,Silchar,22549,2022-06-23
Cachar,Sonai,36916,2022-06-23
Cachar,Lakhipur,3415,2022-06-23
Cachar,Udharbond,112,2022-06-23
Goalpara,Matia,1443,2022-06-23
Goalpara,Lakhipur,14476,2022-06-23
Goalpara,Balijana,7064,2022-06-23
Goalpara,Rongjuli,0,2022-06-23
Chirang,Bijni,561,2022-06-23
Chirang,Bengtal,257,2022-06-23
Bongaigaon,Srijangram,366,2022-06-23
Bongaigaon,Boitamari,656,2022-06-23
Bongaigaon,Manikpur,1211,2022-06-23
Bajali,Sarupeta,2122,2022-06-23
Bajali,Bajali,48,2022-06-23
Hailakandi,Algapur,280,2022-06-23
Hailakandi,Katlicherra,0,2022-06-23
Hailakandi,Hailakandi,204,2022-06-23
Hailakandi,Lala,337,2022-06-23
Darrang,Sipajhar,1409,2022-06-23
Darrang,Patharighat,0,2022-06-23
Darrang,Mangaldoi,734,2022-06-23
Darrang,Dalgaon,1670,2022-06-23
Sonitpur,Thelamara,0,2022-06-23
Sonitpur,Tezpur,0,2022-06-23
Sonitpur,Dhekiajuli,170,2022-06-23
Nalbari,Ghograpar,0,2022-06-23
Nalbari,Paschim,10086,2022-06-23
Nalbari,Barbhag,1550,2022-06-23
Nalbari,Tihu,173,2022-06-23
Nalbari,Nalbari,250,2022-06-23
Nalbari,Barkhetri,193,2022-06-23
Nagaon,Dhing,0,2022-06-23
Nagaon,Rupahi,0,2022-06-23
Nagaon,Samaguri,0,2022-06-23
Nagaon,Nagaon,11185,2022-06-23
Nagaon,Kampur,4980,2022-06-23
Nagaon,Raha,1510,2022-06-23
Morigaon,Bhuragaon,0,2022-06-23
Morigaon,Morigaon,175,2022-06-23
Morigaon,Mayong,0,2022-06-23
Morigaon,Mikirbheta,0,2022-06-23
Karimganj,Nilambazar,357,2022-06-23
Karimganj,Rk,0,2022-06-23
Karimganj,Badarpur,2522,2022-06-23
Karimganj,Karimganj,16570,2022-06-23
Karimganj,Patherkandi,185,2022-06-23
South Salmara,South,0,2022-06-23
South Salmara,Mankachar,432,2022-06-23
Tamulpur,Goreswar,888,2022-06-23
Tamulpur,Tamulpur,105,2022-06-23
Udalguri,Harisinga,0,2022-06-23
Udalguri,Khairabari,0,2022-06-23
Udalguri,Mazbat,400,2022-06-23
Udalguri,Kalaigaon,0,2022-06-23
Udalguri,Udalguri,625,2022-06-23
Kamrup,Rangia,510,2022-06-23
Kamrup,Palashbari,0,2022-06-23
Kamrup,Hajo,167,2022-06-23
Kamrup,Chaygaon,0,2022-06-23
Kamrup,Nagarbera,0,2022-06-23
Kamrup,Kayan,524,2022-06-23
Kamrup,Chamaria,0,2022-06-23
Kamrup,Goroimari,0,2022-06-23
Kamrup,Kamalpur,1607,2022-06-23
Kamrup,North,2111,2022-06-23
Hojai,Hojai,4162,2022-06-23
Hojai,Lanka,0,2022-06-23
Hojai,Doboka,2787,2022-06-23
Barpeta,Barpeta,101245,2022-06-23
Barpeta,Baghbar,3222,2022-06-23
Barpeta,Chenga,3554,2022-06-23
Barpeta,Barnagar,0,2022-06-23
Barpeta,Sarthebari,2514,2022-06-23
Barpeta,Kalgachia,0,2022-06-23
Udalguri,Khairabari,0,2022-06-24
Udalguri,Harisinga,0,2022-06-24
Udalguri,Mazbat,0,2022-06-24
Udalguri,Kalaigaon,0,2022-06-24
Udalguri,Udalguri,302,2022-06-24
Dhubri,Bilasipara,1377,2022-06-24
Dhubri,Gauripur,0,2022-06-24
Dhubri,Athani,0,2022-06-24
Dhubri,South,0,2022-06-24
Dhubri,Agamoni,0,2022-06-24
Dhubri,Dhubri,1402,2022-06-24
Barpeta,Barpeta,80745,2022-06-24
Barpeta,Baghbar,11044,2022-06-24
Barpeta,Barnagar,0,2022-06-24
Barpeta,Kalgachia,0,2022-06-24
Barpeta,Chenga,3554,2022-06-24
Barpeta,Sarthebari,288,2022-06-24
Dima-Hasao,Haflong,1922,2022-06-24
Cachar,Katigorah,44183,2022-06-24
Cachar,Lakhipur,3415,2022-06-24
Cachar,Silchar,22545,2022-06-24
Cachar,Sonai,37063,2022-06-24
Cachar,Udharbond,116,2022-06-24
Goalpara,Matia,1443,2022-06-24
Goalpara,Lakhipur,3791,2022-06-24
Goalpara,Balijana,3473,2022-06-24
Goalpara,Rongjuli,0,2022-06-24
Hailakandi,Katlicherra,0,2022-06-24
Hailakandi,Lala,0,2022-06-24
Hailakandi,Algapur,0,2022-06-24
Hailakandi,Hailakandi,810,2022-06-24
Darrang,Sipajhar,672,2022-06-24
Darrang,Patharighat,0,2022-06-24
Darrang,Dalgaon,0,2022-06-24
Darrang,Mangaldoi,714,2022-06-24
Hojai,Hojai,1728,2022-06-24
Hojai,Lanka,0,2022-06-24
Hojai,Doboka,1664,2022-06-24
Kamrup,Rangia,537,2022-06-24
Kamrup,Hajo,0,2022-06-24
Kamrup,Palashbari,0,2022-06-24
Kamrup,Chamaria,0,2022-06-24
Kamrup,Chaygaon,0,2022-06-24
Kamrup,Kamalpur,718,2022-06-24
Kamrup,Nagarbera,0,2022-06-24
Kamrup,Goroimari,0,2022-06-24
Kamrup,Kayan,258,2022-06-24
Kamrup,North,1605,2022-06-24
Karimganj,Rk,0,2022-06-24
Karimganj,Badarpur,2485,2022-06-24
Karimganj,Nilambazar,357,2022-06-24
Karimganj,Patherkandi,185,2022-06-24
Karimganj,Karimganj,10858,2022-06-24
Morigaon,Bhuragaon,0,2022-06-24
Morigaon,Morigaon,175,2022-06-24
Morigaon,Mikirbheta,0,2022-06-24
Morigaon,Mayong,0,2022-06-24
Nagaon,Rupahi,0,2022-06-24
Nagaon,Samaguri,0,2022-06-24
Nagaon,Kampur,4980,2022-06-24
Nagaon,Nagaon,11460,2022-06-24
Nagaon,Raha,1510,2022-06-24
Nalbari,Paschim,4291,2022-06-24
Nalbari,Barbhag,730,2022-06-24
Nalbari,Tihu,83,2022-06-24
Nalbari,Barkhetri,0,2022-06-24
Nalbari,Nalbari,170,2022-06-24
Sonitpur,Thelamara,0,2022-06-24
Sonitpur,Dhekiajuli,170,2022-06-24
Sonitpur,Tezpur,0,2022-06-24
South Salmara,South,0,2022-06-24
South Salmara,Mankachar,410,2022-06-24
Tamulpur,Tamulpur,25,2022-06-24
Chirang,Bijni,543,2022-06-24
Bongaigaon,Manikpur,0,2022-06-24
Bongaigaon,Srijangram,147,2022-06-24
Bajali,Sarupeta,1808,2022-06-24
Bajali,Bajali,32,2022-06-24
Sonitpur,Thelamara,0,2022-06-25
Sonitpur,Dhekiajuli,170,2022-06-25
Karimganj,Rk,0,2022-06-25
Karimganj,Nilambazar,463,2022-06-25
Karimganj,Badarpur,2171,2022-06-25
Karimganj,Patherkandi,185,2022-06-25
Karimganj,Karimganj,11595,2022-06-25
Cachar,Lakhipur,3415,2022-06-25
Cachar,Katigorah,44183,2022-06-25
Cachar,Udharbond,61,2022-06-25
Cachar,Sonai,37061,2022-06-25
Cachar,Silchar,25148,2022-06-25
Kamrup,Palashbari,0,2022-06-25
Kamrup,Hajo,0,2022-06-25
Kamrup,Rangia,324,2022-06-25
Kamrup,Nagarbera,0,2022-06-25
Kamrup,Chamaria,0,2022-06-25
Kamrup,Chaygaon,0,2022-06-25
Kamrup,Kamalpur,867,2022-06-25
Kamrup,North,1547,2022-06-25
Kamrup,Kayan,47,2022-06-25
Morigaon,Mikirbheta,0,2022-06-25
Morigaon,Mayong,0,2022-06-25
Morigaon,Bhuragaon,0,2022-06-25
Morigaon,Morigaon,175,2022-06-25
Hojai,Hojai,707,2022-06-25
Hojai,Lanka,0,2022-06-25
Hojai,Doboka,110,2022-06-25
Nagaon,Dhing,0,2022-06-25
Nagaon,Kampur,4980,2022-06-25
Nagaon,Nagaon,13128,2022-06-25
Nagaon,Raha,1510,2022-06-25
Goalpara,Lakhipur,2569,2022-06-25
Goalpara,Matia,0,2022-06-25
Goalpara,Balijana,2426,2022-06-25
Goalpara,Rongjuli,0,2022-06-25
Nalbari,Paschim,3634,2022-06-25
Nalbari,Tihu,83,2022-06-25
Nalbari,Barbhag,650,2022-06-25
Nalbari,Nalbari,200,2022-06-25
Tamulpur,Goreswar,160,2022-06-25
Tamulpur,Tamulpur,25,2022-06-25
South Salmara,South,0,2022-06-25
South Salmara,Mankachar,404,2022-06-25
Bajali,Sarupeta,41,2022-06-25
Bajali,Bajali,0,2022-06-25
Hailakandi,Algapur,0,2022-06-25
Hailakandi,Hailakandi,717,2022-06-25
Dima-Hasao,Haflong,1821,2022-06-25
Chirang,Bijni,543,2022-06-25
Darrang,Dalgaon,0,2022-06-25
Darrang,Patharighat,0,2022-06-25
Darrang,Sipajhar,672,2022-06-25
Darrang,Mangaldoi,1681,2022-06-25
Barpeta,Barpeta,56492,2022-06-25
Barpeta,Barnagar,0,2022-06-25
Barpeta,Baghbar,10444,2022-06-25
Barpeta,Kalgachia,0,2022-06-25
Barpeta,Chenga,2862,2022-06-25
Barpeta,Sarthebari,0,2022-06-25
South Salmara,South,0,2022-06-26
South Salmara,Mankachar,235,2022-06-26
Sonitpur,Dhekiajuli,170,2022-06-26
Dima-Hasao,Haflong,1702,2022-06-26
Darrang,Dalgaon,0,2022-06-26
Darrang,Patharighat,0,2022-06-26
Darrang,Mangaldoi,895,2022-06-26
Darrang,Sipajhar,677,2022-06-26
Hailakandi,Hailakandi,0,2022-06-26
Hailakandi,Lala,0,2022-06-26
Hailakandi,Algapur,2237,2022-06-26
Cachar,Silchar,25223,2022-06-26
Cachar,Sonai,38448,2022-06-26
Cachar,Katigorah,44229,2022-06-26
Cachar,Udharbond,0,2022-06-26
Cachar,Lakhipur,1723,2022-06-26
Barpeta,Barpeta,44973,2022-06-26
Barpeta,Barnagar,0,2022-06-26
Barpeta,Kalgachia,0,2022-06-26
Barpeta,Baghbar,10479,2022-06-26
Barpeta,Sarthebari,0,2022-06-26
Barpeta,Chenga,2506,2022-06-26
Chirang,Bijni,543,2022-06-26
Goalpara,Matia,0,2022-06-26
Goalpara,Rongjuli,0,2022-06-26
Goalpara,Lakhipur,2459,2022-06-26
Goalpara,Balijana,834,2022-06-26
Nalbari,Paschim,3634,2022-06-26
Nalbari,Barbhag,81,2022-06-26
Nalbari,Tihu,83,2022-06-26
Nagaon,Raha,1591,2022-06-26
Nagaon,Nagaon,13480,2022-06-26
Nagaon,Kampur,4980,2022-06-26
Morigaon,Mikirbheta,0,2022-06-26
Morigaon,Mayong,0,2022-06-26
Morigaon,Morigaon,177,2022-06-26
Morigaon,Bhuragaon,0,2022-06-26
Karimganj,Badarpur,1395,2022-06-26
Karimganj,Nilambazar,413,2022-06-26
Karimganj,Patherkandi,118,2022-06-26
Karimganj,Rk,0,2022-06-26
Karimganj,Karimganj,11535,2022-06-26
Kamrup,Chamaria,0,2022-06-26
Kamrup,Hajo,0,2022-06-26
Kamrup,Palashbari,0,2022-06-26
Kamrup,Kamalpur,253,2022-06-26
Kamrup,Chaygaon,0,2022-06-26
Kamrup,Rangia,175,2022-06-26
Kamrup,Kayan,59,2022-06-26
Kamrup,North,1416,2022-06-26
Hojai,Hojai,220,2022-06-26
Hojai,Lanka,0,2022-06-26
Hojai,Doboka,0,2022-06-26
Tamulpur,Goreswar,161,2022-06-26
Udalguri,Mazbat,0,2022-06-26
Udalguri,Kalaigaon,0,2022-06-26
Udalguri,Harisinga,0,2022-06-26
Udalguri,Khairabari,0,2022-06-26
Udalguri,Udalguri,309,2022-06-26
Hailakandi,Algapur,0,2022-06-27
Hailakandi,Lala,0,2022-06-27
Hailakandi,Hailakandi,366,2022-06-27
Cachar,Sonai,38448,2022-06-27
Cachar,Udharbond,0,2022-06-27
Cachar,Silchar,25223,2022-06-27
Cachar,Lakhipur,1724,2022-06-27
Cachar,Katigorah,44229,2022-06-27
Chirang,Bengtal,0,2022-06-27
Chirang,Sidli,0,2022-06-27
Chirang,Bijni,593,2022-06-27
Udalguri,Kalaigaon,0,2022-06-27
Udalguri,Harisinga,0,2022-06-27
Udalguri,Khairabari,0,2022-06-27
Udalguri,Udalguri,309,2022-06-27
Tamulpur,Goreswar,102,2022-06-27
Sonitpur,Dhekiajuli,170,2022-06-27
Nalbari,Paschim,438,2022-06-27
Nalbari,Barbhag,32,2022-06-27
Nagaon,Nagaon,13725,2022-06-27
Nagaon,Kampur,4980,2022-06-27
Nagaon,Raha,1591,2022-06-27
Morigaon,Mikirbheta,0,2022-06-27
Morigaon,Bhuragaon,0,2022-06-27
Morigaon,Mayong,0,2022-06-27
Morigaon,Morigaon,175,2022-06-27
Karimganj,Nilambazar,413,2022-06-27
Karimganj,Badarpur,1265,2022-06-27
Karimganj,Rk,0,2022-06-27
Karimganj,Patherkandi,118,2022-06-27
Karimganj,Karimganj,8089,2022-06-27
Kamrup,Rangia,0,2022-06-27
Kamrup,Hajo,3238,2022-06-27
Kamrup,Chamaria,0,2022-06-27
Kamrup,Kamalpur,253,2022-06-27
Kamrup,Kayan,40,2022-06-27
Kamrup,North,1389,2022-06-27
Barpeta,Baghbar,5984,2022-06-27
Barpeta,Sarthebari,0,2022-06-27
Barpeta,Barpeta,31273,2022-06-27
Barpeta,Chenga,2284,2022-06-27
Barpeta,Kalgachia,0,2022-06-27
Barpeta,Barnagar,0,2022-06-27
Darrang,Dalgaon,0,2022-06-27
Darrang,Patharighat,0,2022-06-27
Darrang,Mangaldoi,895,2022-06-27
Darrang,Sipajhar,677,2022-06-27
Goalpara,Matia,0,2022-06-27
Goalpara,Balijana,0,2022-06-27
Goalpara,Lakhipur,1747,2022-06-27
Dima-Hasao,Haflong,1424,2022-06-27
Nalbari,Paschim,115,2022-06-28
Nalbari,Barbhag,32,2022-06-28
Dhemaji,Sissiborgaon,0,2022-06-28
Dhemaji,Jonai,0,2022-06-28
Dhemaji,Dhemaji,191,2022-06-28
Dima-Hasao,Haflong,1425,2022-06-28
Goalpara,Balijana,0,2022-06-28
Goalpara,Lakhipur,1747,2022-06-28
Hailakandi,Lala,0,2022-06-28
Hailakandi,Hailakandi,246,2022-06-28
Hailakandi,Katlicherra,0,2022-06-28
Hailakandi,Algapur,0,2022-06-28
Hojai,Hojai,564,2022-06-28
Kamrup,Rangia,0,2022-06-28
Kamrup,Chamaria,0,2022-06-28
Kamrup,Kamalpur,253,2022-06-28
Kamrup,Hajo,2363,2022-06-28
Kamrup,North,645,2022-06-28
Kamrup,Kayan,40,2022-06-28
Cachar,Katigorah,44238,2022-06-28
Cachar,Sonai,45093,2022-06-28
Cachar,Udharbond,0,2022-06-28
Cachar,Silchar,25223,2022-06-28
Cachar,Lakhipur,3688,2022-06-28
Biswanath,Halem,56,2022-06-28
Biswanath,Biswanath,0,2022-06-28
Biswanath,Gohpur,105,2022-06-28
Barpeta,Barpeta,7135,2022-06-28
Barpeta,Baghbar,4715,2022-06-28
Barpeta,Kalgachia,0,2022-06-28
Barpeta,Chenga,2109,2022-06-28
Barpeta,Sarthebari,0,2022-06-28
Bajali,Sarupeta,1123,2022-06-28
Bajali,Bajali,0,2022-06-28
Karimganj,Nilambazar,413,2022-06-28
Karimganj,Badarpur,1265,2022-06-28
Karimganj,Patherkandi,118,2022-06-28
Karimganj,Karimganj,8089,2022-06-28
Karimganj,Rk,689,2022-06-28
Morigaon,Mikirbheta,0,2022-06-28
Morigaon,Mayong,0,2022-06-28
Morigaon,Bhuragaon,0,2022-06-28
Morigaon,Morigaon,175,2022-06-28
Nagaon,Nagaon,13680,2022-06-28
Nagaon,Raha,1591,2022-06-28
Nagaon,Kampur,4980,2022-06-28
Darrang,Mangaldoi,779,2022-06-28
Darrang,Dalgaon,0,2022-06-28
Darrang,Sipajhar,606,2022-06-28
Darrang,Patharighat,0,2022-06-28
Chirang,Sidli,0,2022-06-28
Chirang,Bijni,1892,2022-06-28
Chirang,Bengtal,237,2022-06-28
Sonitpur,Dhekiajuli,170,2022-06-28
Tamulpur,Goreswar,102,2022-06-28
Udalguri,Harisinga,0,2022-06-28
Udalguri,Khairabari,0,2022-06-28
Udalguri,Kalaigaon,0,2022-06-28
Udalguri,Udalguri,309,2022-06-28
Dhemaji,Sissiborgaon,0,2022-06-29
Dhemaji,Gogamukh,0,2022-06-29
Dhemaji,Jonai,0,2022-06-29
Dhemaji,Dhemaji,207,2022-06-29
Nagaon,Samaguri,0,2022-06-29
Nagaon,Kampur,4980,2022-06-29
Nagaon,Nagaon,14416,2022-06-29
Nagaon,Raha,1591,2022-06-29
Nalbari,Paschim,45,2022-06-29
Nalbari,Barbhag,32,2022-06-29
Sonitpur,Dhekiajuli,170,2022-06-29
Tamulpur,Tamulpur,0,2022-06-29
Tamulpur,Goreswar,102,2022-06-29
Tinsukia,Sadiya,0,2022-06-29
Tinsukia,Tinsukia,0,2022-06-29
Tinsukia,Doomdooma,118,2022-06-29
Bajali,Sarupeta,1260,2022-06-29
Bajali,Bajali,0,2022-06-29
Darrang,Mangaldoi,265,2022-06-29
Darrang,Patharighat,0,2022-06-29
Darrang,Dalgaon,0,2022-06-29
Darrang,Sipajhar,606,2022-06-29
Kamrup,Rangia,0,2022-06-29
Kamrup,Hajo,2363,2022-06-29
Kamrup,Chamaria,0,2022-06-29
Kamrup,Nagarbera,0,2022-06-29
Kamrup,Kayan,40,2022-06-29
Kamrup,North,535,2022-06-29
Udalguri,Harisinga,0,2022-06-29
Udalguri,Khairabari,0,2022-06-29
Udalguri,Kalaigaon,0,2022-06-29
Udalguri,Udalguri,309,2022-06-29
Barpeta,Barpeta,6830,2022-06-29
Barpeta,Baghbar,3023,2022-06-29
Barpeta,Chenga,2017,2022-06-29
Barpeta,Kalgachia,0,2022-06-29
Barpeta,Sarthebari,0,2022-06-29
Biswanath,Biswanath,0,2022-06-29
Biswanath,Halem,390,2022-06-29
Biswanath,Gohpur,241,2022-06-29
Cachar,Silchar,168398,2022-06-29
Cachar,Lakhipur,2858,2022-06-29
Cachar,Sonai,42327,2022-06-29
Cachar,Katigorah,44238,2022-06-29
Cachar,Udharbond,0,2022-06-29
Morigaon,Mikirbheta,0,2022-06-29
Morigaon,Mayong,0,2022-06-29
Morigaon,Morigaon,175,2022-06-29
Morigaon,Bhuragaon,0,2022-06-29
Lakhimpur,Bihpuria,0,2022-06-29
Lakhimpur,Dhakuakhana,0,2022-06-29
Lakhimpur,Nowboicha,0,2022-06-29
Lakhimpur,Subansiri,0,2022-06-29
Lakhimpur,North,0,2022-06-29
Lakhimpur,Kadam,0,2022-06-29
Lakhimpur,Narayanpur,893,2022-06-29
Karimganj,Nilambazar,413,2022-06-29
Karimganj,Badarpur,1265,2022-06-29
Karimganj,Patherkandi,0,2022-06-29
Karimganj,Karimganj,8089,2022-06-29
Karimganj,Rk,806,2022-06-29
Chirang,Bijni,942,2022-06-29
Chirang,Bengtal,237,2022-06-29
Hojai,Lanka,0,2022-06-29
Hojai,Hojai,474,2022-06-29
Dima-Hasao,Haflong,1430,2022-06-29
