District,RevenueCircle,Number of inmates,Date
Nagaon,Nagaon,7975,2022-05-21
Nagaon,Raha,1427,2022-05-21
Nagaon,Kampur,6947,2022-05-21
Morigaon,Mayong,0,2022-05-21
Morigaon,Morigaon,45,2022-05-21
Karimganj,Karimganj,0,2022-05-21
Karimganj,Badarpur,614,2022-05-21
Hailakandi,Algapur,79,2022-05-21
Dima-Hasao,Haflong,1402,2022-05-21
Darrang,Dalgaon,0,2022-05-21
Darrang,Mangaldoi,0,2022-05-21
Darrang,Sipajhar,0,2022-05-21
Darrang,Patharighat,72,2022-05-21
Hojai,Lanka,0,2022-05-21
Hojai,Doboka,7437,2022-05-21
Hojai,Hojai,6615,2022-05-21
Cachar,Silchar,13033,2022-05-21
Cachar,Katigorah,21618,2022-05-21
Cachar,Udharbond,76,2022-05-21
Cachar,Sonai,7567,2022-05-21
Cachar,Katigorah,37771,2022-05-22
Cachar,Udharbond,76,2022-05-22
Cachar,Silchar,13061,2022-05-22
Cachar,Lakhipur,0,2022-05-22
Cachar,Sonai,12703,2022-05-22
Hojai,Lanka,0,2022-05-22
Hojai,Doboka,7437,2022-05-22
Hojai,Hojai,2230,2022-05-22
Karimganj,Karimganj,0,2022-05-22
Karimganj,Badarpur,531,2022-05-22
Morigaon,Mayong,0,2022-05-22
Morigaon,Morigaon,45,2022-05-22
Nagaon,Nagaon,9290,2022-05-22
Nagaon,Raha,1427,2022-05-22
Nagaon,Kampur,6947,2022-05-22
Dima-Hasao,Haflong,268,2022-05-23
Cachar,Katigorah,33462,2022-05-23
Cachar,Udharbond,43,2022-05-23
Cachar,Sonai,10309,2022-05-23
Cachar,Lakhipur,0,2022-05-23
Cachar,Silchar,18694,2022-05-23
Nagaon,Kampur,7102,2022-05-23
Nagaon,Raha,1527,2022-05-23
Nagaon,Nagaon,12063,2022-05-23
Morigaon,Morigaon,105,2022-05-23
Morigaon,Mayong,0,2022-05-23
Karimganj,Karimganj,0,2022-05-23
Karimganj,Badarpur,308,2022-05-23
Hojai,Lanka,0,2022-05-23
Hojai,Doboka,6286,2022-05-23
Hojai,Hojai,430,2022-05-23
Cachar,Katigorah,33475,2022-05-24
Cachar,Silchar,18694,2022-05-24
Cachar,Udharbond,0,2022-05-24
Cachar,Sonai,10309,2022-05-24
Hojai,Doboka,198,2022-05-24
Hojai,Lanka,0,2022-05-24
Hojai,Hojai,236,2022-05-24
Karimganj,Karimganj,0,2022-05-24
Karimganj,Badarpur,24,2022-05-24
Morigaon,Mayong,0,2022-05-24
Morigaon,Morigaon,105,2022-05-24
Dima-Hasao,Haflong,621,2022-05-24
Hailakandi,Algapur,238,2022-05-24
Nagaon,Nagaon,10865,2022-05-24
Nagaon,Kampur,5387,2022-05-24
Nagaon,Raha,1560,2022-05-24
Cachar,Katigorah,29569,2022-05-25
Cachar,Silchar,16199,2022-05-25
Cachar,Sonai,8908,2022-05-25
Dima-Hasao,Haflong,211,2022-05-25
Hojai,Lanka,0,2022-05-25
Hojai,Hojai,198,2022-05-25
Hailakandi,Algapur,173,2022-05-25
Nagaon,Kampur,4833,2022-05-25
Nagaon,Nagaon,10933,2022-05-25
Nagaon,Raha,1560,2022-05-25
Morigaon,Morigaon,105,2022-05-25
Morigaon,Mayong,0,2022-05-25
Karimganj,Karimganj,0,2022-05-25
Karimganj,Badarpur,9,2022-05-25
Nagaon,Nagaon,10933,2022-05-26
Nagaon,Kampur,2045,2022-05-26
Nagaon,Raha,1591,2022-05-26
Morigaon,Mayong,0,2022-05-26
Morigaon,Morigaon,105,2022-05-26
Hailakandi,Algapur,173,2022-05-26
Dima-Hasao,Haflong,92,2022-05-26
Cachar,Udharbond,0,2022-05-26
Cachar,Sonai,6502,2022-05-26
Cachar,Lakhipur,0,2022-05-26
Cachar,Silchar,15826,2022-05-26
Cachar,Katigorah,29569,2022-05-26
Nagaon,Nagaon,10718,2022-05-27
Nagaon,Kampur,2044,2022-05-27
Nagaon,Raha,1591,2022-05-27
Cachar,Silchar,11678,2022-05-27
Cachar,Katigorah,29569,2022-05-27
Cachar,Sonai,6502,2022-05-27
Cachar,Udharbond,0,2022-05-27
Dima-Hasao,Haflong,64,2022-05-27
Hailakandi,Algapur,18,2022-05-27
Morigaon,Morigaon,105,2022-05-27
Morigaon,Mayong,0,2022-05-27
Cachar,Katigorah,24676,2022-05-28
Cachar,Lakhipur,0,2022-05-28
Cachar,Sonai,458,2022-05-28
Cachar,Silchar,10281,2022-05-28
Cachar,Udharbond,0,2022-05-28
Morigaon,Mayong,0,2022-05-28
Morigaon,Morigaon,105,2022-05-28
Nagaon,Nagaon,5489,2022-05-28
Nagaon,Raha,1591,2022-05-28
Nagaon,Kampur,1951,2022-05-28
Cachar,Lakhipur,0,2022-05-29
Cachar,Udharbond,0,2022-05-29
Cachar,Sonai,458,2022-05-29
Cachar,Katigorah,18459,2022-05-29
Cachar,Silchar,8081,2022-05-29
Nagaon,Nagaon,1148,2022-05-29
Nagaon,Raha,1591,2022-05-29
Nagaon,Kampur,1803,2022-05-29
Morigaon,Mayong,0,2022-05-29
Morigaon,Morigaon,105,2022-05-29
Nagaon,Nagaon,712,2022-05-30
Nagaon,Raha,1413,2022-05-30
Nagaon,Kampur,1421,2022-05-30
Morigaon,Mayong,0,2022-05-30
Morigaon,Morigaon,105,2022-05-30
Cachar,Lakhipur,0,2022-05-30
Cachar,Sonai,268,2022-05-30
Cachar,Silchar,6388,2022-05-30
Cachar,Katigorah,15065,2022-05-30
Cachar,Silchar,600,2022-05-06
Cachar,Katigorah,0,2022-05-06
Morigaon,Morigaon,26,2022-05-06
Cachar,Silchar,600,2022-06-06
Cachar,Katigorah,0,2022-06-06
Cachar,Katigorah,0,2022-07-06
Cachar,Silchar,530,2022-07-06
Cachar,Katigorah,0,2022-08-06
Cachar,Silchar,530,2022-08-06
Kamrup (M),Sonapur,0,2022-06-14
Kamrup (M),Guwahati,67,2022-06-14
Kamrup (M),Dispur,550,2022-06-14
Bajali,Bajali,155,2022-06-15
Baksa,Jalah,0,2022-06-15
Baksa,Baska,0,2022-06-15
Baksa,Barama,91,2022-06-15
Kamrup (M),Guwahati,67,2022-06-15
Kamrup (M),Dispur,610,2022-06-15
Kokrajhar,Dotma,0,2022-06-15
Kokrajhar,Bagribari,0,06-15-2022
Kokrajhar,Kokrajhar,301,06-15-2022
Udalguri,Khairabari,0,06-16-2022
Udalguri,Mazbat,0,06-16-2022
Udalguri,Kalaigaon,0,06-16-2022
Udalguri,Harisinga,0,06-16-2022
Udalguri,Udalguri,348,06-16-2022
Nalbari,Banekuchi,0,06-16-2022
Nalbari,Barkhetri,0,2022-06-16
Nalbari,Barbhag,0,2022-06-16
Nalbari,Tihu,0,2022-06-16
Nalbari,Nalbari,2498,2022-06-16
Nalbari,Ghograpar,264,2022-06-16
Nalbari,Paschim,610,2022-06-16
Kamrup (M),Sonapur,0,2022-06-16
Kamrup (M),Chandrapur,0,2022-06-16
Kamrup (M),Guwahati,77,2022-06-16
Kamrup (M),Dispur,620,2022-06-16
Kamrup,Kayan,4332,2022-06-16
Kamrup,Kamalpur,0,2022-06-16
Kamrup,Palashbari,0,2022-06-16
Kamrup,Boko,0,2022-06-16
Kamrup,Hajo,0,2022-06-16
Kamrup,Rangia,400,2022-06-16
Hojai,Lanka,0,2022-06-16
Hojai,Hojai,43033,2022-06-16
Hojai,Doboka,0,2022-06-16
Goalpara,Balijana,1157,2022-06-16
Goalpara,Lakhipur,473,2022-06-16
Goalpara,Rongjuli,0,2022-06-16
Dhubri,Bilasipara,648,2022-06-16
Dhubri,Chapar,21,2022-06-16
Dhubri,Athani,184,2022-06-16
Chirang,Bengtal,0,2022-06-16
Chirang,Sidli,0,2022-06-16
Chirang,Bijni,128,2022-06-16
Bongaigaon,Manikpur,0,2022-06-16
Bongaigaon,Bongaigaon,153,2022-06-16
Bongaigaon,Dangtol,995,2022-06-16
Barpeta,Barnagar,0,2022-06-16
Barpeta,Kalgachia,0,2022-06-16
Barpeta,Sarthebari,0,2022-06-16
Barpeta,Barpeta,186,2022-06-16
Baksa,Barnagar,0,2022-06-16
Baksa,Jalah,102,2022-06-16
Baksa,Baganpara,614,2022-06-16
Baksa,Barama,754,2022-06-16
Baksa,Baska,834,2022-06-16
Bajali,Sarupeta,0,2022-06-16
Bajali,Bajali,1349,2022-06-16
Dima-Hasao,Haflong,1530,2022-06-16
Tamulpur,Goreswar,0,2022-06-16
Tamulpur,Tamulpur,188,2022-06-16
Kokrajhar,Dotma,0,2022-06-16
Kokrajhar,Bhawraguri,1692,2022-06-16
Kokrajhar,Gossaigaon,1917,2022-06-16
Kokrajhar,Kokrajhar,3224,2022-06-16
Bajali,Sarupeta,0,2022-06-17
Bajali,Bajali,2990,2022-06-17
Udalguri,Khairabari,0,2022-06-17
Udalguri,Harisinga,0,2022-06-17
Udalguri,Udalguri,1025,2022-06-17
Udalguri,Mazbat,310,2022-06-17
Udalguri,Kalaigaon,541,2022-06-17
Tinsukia,Tinsukia,0,2022-06-17
Tinsukia,Doomdooma,2165,2022-06-17
Tamulpur,Tamulpur,440,2022-06-17
Tamulpur,Goreswar,987,2022-06-17
Nalbari,Banekuchi,2329,2022-06-17
Nalbari,Barkhetri,0,2022-06-17
Nalbari,Paschim,2815,2022-06-17
Nalbari,Nalbari,3247,2022-06-17
Nalbari,Tihu,6065,2022-06-17
Nalbari,Ghograpar,281,2022-06-17
Nalbari,Barbhag,366,2022-06-17
Nagaon,Raha,0,2022-06-17
Nagaon,Kampur,924,2022-06-17
Kokrajhar,Bagribari,1516,2022-06-17
Kokrajhar,Kokrajhar,5880,2022-06-17
Kokrajhar,Bhawraguri,1692,2022-06-17
Kokrajhar,Gossaigaon,2179,2022-06-17
Kokrajhar,Dotma,8312,2022-06-17
Kamrup (M),Chandrapur,0,2022-06-17
Kamrup (M),Guwahati,77,2022-06-17
Kamrup (M),Dispur,620,2022-06-17
Kamrup,Kayan,4332,2022-06-17
Kamrup,Goroimari,0,2022-06-17
Kamrup,Palashbari,0,2022-06-17
Kamrup,Chaygaon,0,2022-06-17
Kamrup,Kamalpur,0,2022-06-17
Kamrup,Boko,0,2022-06-17
Kamrup,North,221,2022-06-17
Kamrup,Hajo,0,2022-06-17
Kamrup,Rangia,748,2022-06-17
Sonitpur,Dhekiajuli,0,2022-06-17
Sonitpur,Naduar,0,2022-06-17
Sonitpur,Tezpur,0,2022-06-17
Sonitpur,Chariduar,66,2022-06-17
Goalpara,Balijana,2563,2022-06-17
Goalpara,Dudhnoi,0,2022-06-17
Goalpara,Rongjuli,0,2022-06-17
Goalpara,Lakhipur,1971,2022-06-17
Goalpara,Matia,584,2022-06-17
Hojai,Lanka,0,2022-06-17
Hojai,Hojai,27730,2022-06-17
Hojai,Doboka,2015,2022-06-17
Barpeta,Baghbar,0,2022-06-17
Barpeta,Kalgachia,0,2022-06-17
Barpeta,Barnagar,0,2022-06-17
Barpeta,Chenga,280,2022-06-17
Barpeta,Barpeta,5294,2022-06-17
Barpeta,Sarthebari,538,2022-06-17
Bongaigaon,Srijangram,1569,2022-06-17
Bongaigaon,Manikpur,582,2022-06-17
Bongaigaon,Bongaigaon,153,2022-06-17
Bongaigaon,Boitamari,480,2022-06-17
Bongaigaon,Dangtol,1657,2022-06-17
Chirang,Sidli,0,2022-06-17
Chirang,Bengtal,0,2022-06-17
Chirang,Bijni,96,2022-06-17
Baksa,Baganpara,0,2022-06-17
Baksa,Barnagar,0,2022-06-17
Baksa,Baska,1469,2022-06-17
Baksa,Barama,314,2022-06-17
Baksa,Jalah,70,2022-06-17
Darrang,Dalgaon,0,2022-06-17
Darrang,Sipajhar,377,2022-06-17
Darrang,Patharighat,234,2022-06-17
Darrang,Mangaldoi,4474,2022-06-17
Dhubri,South,0,2022-06-17
Dhubri,Athani,318,2022-06-17
Dhubri,Bilasipara,3509,2022-06-17
Dhubri,Agamoni,0,2022-06-17
Dhubri,Chapar,223,2022-06-17
Dima-Hasao,Haflong,1476,2022-06-17
Bajali,Bajali,4060,2022-06-18
Bajali,Sarupeta,1662,2022-06-18
Barpeta,Baghbar,0,2022-06-18
Barpeta,Kalgachia,0,2022-06-18
Barpeta,Chenga,2311,2022-06-18
Barpeta,Barpeta,23603,2022-06-18
Barpeta,Barnagar,0,2022-06-18
Barpeta,Sarthebari,623,2022-06-18
Bongaigaon,Bongaigaon,0,2022-06-18
Bongaigaon,Dangtol,0,2022-06-18
Bongaigaon,Srijangram,3671,2022-06-18
Bongaigaon,Manikpur,760,2022-06-18
Bongaigaon,Boitamari,480,2022-06-18
Cachar,Silchar,46,2022-06-18
Cachar,Katigorah,65,2022-06-18
Cachar,Udharbond,0,2022-06-18
Cachar,Lakhipur,0,2022-06-18
Cachar,Sonai,0,2022-06-18
Chirang,Sidli,0,2022-06-18
Chirang,Bijni,3440,2022-06-18
Chirang,Bengtal,163,2022-06-18
Darrang,Dalgaon,1670,2022-06-18
Darrang,Mangaldoi,4474,2022-06-18
Darrang,Sipajhar,511,2022-06-18
Darrang,Patharighat,501,2022-06-18
Dhubri,Dhubri,0,2022-06-18
Dhubri,Gauripur,0,2022-06-18
Dhubri,South,0,2022-06-18
Dhubri,Bilasipara,6545,2022-06-18
Dhubri,Athani,503,2022-06-18
Dhubri,Golakganj,66,2022-06-18
Dhubri,Chapar,176,2022-06-18
Dima-Hasao,Haflong,1630,2022-06-18
Goalpara,Balijana,5945,2022-06-18
Goalpara,Lakhipur,5603,2022-06-18
Goalpara,Rongjuli,0,2022-06-18
Goalpara,Matia,584,2022-06-18
Hojai,Lanka,0,2022-06-18
Hojai,Hojai,35404,2022-06-18
Hojai,Doboka,2381,2022-06-18
Baksa,Jalah,0,2022-06-18
Baksa,Barnagar,0,2022-06-18
Baksa,Baska,964,2022-06-18
Baksa,Baganpara,75,2022-06-18
Baksa,Barama,204,2022-06-18
Kamrup,Boko,0,2022-06-18
Kamrup,Chaygaon,0,2022-06-18
Kamrup,Kayan,0,2022-06-18
Kamrup,Goroimari,0,2022-06-18
Kamrup,Palashbari,0,2022-06-18
Kamrup,Rangia,2069,2022-06-18
Kamrup,Kamalpur,588,2022-06-18
Kamrup,North,174,2022-06-18
Kamrup,Hajo,883,2022-06-18
Kokrajhar,Bhawraguri,89,2022-06-18
Kokrajhar,Gossaigaon,736,2022-06-18
Kokrajhar,Dotma,6451,2022-06-18
Kokrajhar,Kokrajhar,1733,2022-06-18
Kokrajhar,Bagribari,2119,2022-06-18
Karimganj,Patherkandi,12,2022-06-18
Karimganj,Karimganj,0,2022-06-18
Karimganj,Rk,0,2022-06-18
Karimganj,Badarpur,16,2022-06-18
Udalguri,Khairabari,0,2022-06-18
Udalguri,Udalguri,1395,2022-06-18
Udalguri,Mazbat,1710,2022-06-18
Udalguri,Kalaigaon,1492,2022-06-18
Udalguri,Harisinga,609,2022-06-18
Tinsukia,Doomdooma,2123,2022-06-18
Kamrup (M),Chandrapur,0,2022-06-18
Kamrup (M),Sonapur,0,2022-06-18
Kamrup (M),Guwahati,77,2022-06-18
Kamrup (M),Azara,0,2022-06-18
Kamrup (M),Dispur,10,2022-06-18
Sonitpur,Chariduar,0,2022-06-18
Sonitpur,Dhekiajuli,500,2022-06-18
Sonitpur,Tezpur,0,2022-06-18
Nalbari,Tihu,3602,2022-06-18
Nalbari,Banekuchi,6447,2022-06-18
Nalbari,Barkhetri,0,2022-06-18
Nalbari,Paschim,2836,2022-06-18
Nalbari,Barbhag,999,2022-06-18
Nalbari,Ghograpar,276,2022-06-18
Nalbari,Nalbari,4716,2022-06-18
Nagaon,Kaliabor,0,2022-06-18
Nagaon,Samaguri,0,2022-06-18
Nagaon,Raha,120,2022-06-18
Nagaon,Kampur,1711,2022-06-18
Nagaon,Nagaon,2657,2022-06-18
Tamulpur,Goreswar,1167,2022-06-18
Tamulpur,Tamulpur,928,2022-06-18
Udalguri,Khairabari,0,2022-06-19
Udalguri,Mazbat,412,2022-06-19
Udalguri,Udalguri,1689,2022-06-19
Udalguri,Harisinga,744,2022-06-19
Udalguri,Kalaigaon,1019,2022-06-19
Tamulpur,Goreswar,1207,2022-06-19
Tamulpur,Tamulpur,1583,2022-06-19
Sonitpur,Dhekiajuli,500,2022-06-19
Sonitpur,Chariduar,117,2022-06-19
Sonitpur,Naduar,0,2022-06-19
Sonitpur,Thelamara,0,2022-06-19
Sonitpur,Tezpur,0,2022-06-19
Nalbari,Tihu,7562,2022-06-19
Nalbari,Banekuchi,3645,2022-06-19
Nalbari,Paschim,10914,2022-06-19
Nalbari,Barkhetri,0,2022-06-19
Nalbari,Barbhag,1746,2022-06-19
Nalbari,Nalbari,5500,2022-06-19
Nalbari,Ghograpar,598,2022-06-19
Nagaon,Kaliabor,0,2022-06-19
Nagaon,Samaguri,0,2022-06-19
Nagaon,Kampur,4021,2022-06-19
Nagaon,Raha,296,2022-06-19
Nagaon,Nagaon,4398,2022-06-19
Kokrajhar,Bhawraguri,0,2022-06-19
Kokrajhar,Gossaigaon,542,2022-06-19
Kokrajhar,Bagribari,2125,2022-06-19
Kokrajhar,Kokrajhar,483,2022-06-19
Kokrajhar,Dotma,266,2022-06-19
Karimganj,Nilambazar,0,2022-06-19
Karimganj,Rk,0,2022-06-19
Karimganj,Badarpur,959,2022-06-19
Karimganj,Patherkandi,42,2022-06-19
Karimganj,Karimganj,9303,2022-06-19
Kamrup (M),Chandrapur,0,2022-06-19
Kamrup (M),Dispur,0,2022-06-19
Kamrup (M),Sonapur,0,2022-06-19
Kamrup (M),Guwahati,42,2022-06-19
Kamrup,Goroimari,0,2022-06-19
Kamrup,Kayan,0,2022-06-19
Kamrup,Palashbari,0,2022-06-19
Kamrup,Chamaria,0,2022-06-19
Kamrup,Chaygaon,0,2022-06-19
Kamrup,Kamalpur,2454,2022-06-19
Kamrup,Rangia,2015,2022-06-19
Kamrup,Hajo,1060,2022-06-19
Kamrup,North,530,2022-06-19
Hailakandi,Katlicherra,0,2022-06-19
Hailakandi,Lala,0,2022-06-19
Hailakandi,Hailakandi,772,2022-06-19
Hailakandi,Algapur,551,2022-06-19
Goalpara,Balijana,6962,2022-06-19
Goalpara,Lakhipur,9208,2022-06-19
Goalpara,Matia,584,2022-06-19
Goalpara,Rongjuli,0,2022-06-19
Dima-Hasao,Haflong,1628,2022-06-19
Darrang,Mangaldoi,4474,2022-06-19
Darrang,Dalgaon,1670,2022-06-19
Darrang,Sipajhar,0,2022-06-19
Darrang,Patharighat,633,2022-06-19
Chirang,Sidli,0,2022-06-19
Chirang,Bengtal,224,2022-06-19
Chirang,Bijni,3160,2022-06-19
Cachar,Katigorah,1962,2022-06-19
Cachar,Silchar,10468,2022-06-19
Cachar,Lakhipur,108,2022-06-19
Cachar,Sonai,677,2022-06-19
Cachar,Udharbond,44,2022-06-19
Bongaigaon,Boitamari,586,2022-06-19
Bongaigaon,Srijangram,7021,2022-06-19
Bongaigaon,Manikpur,760,2022-06-19
Barpeta,Barpeta,7253,2022-06-19
Barpeta,Kalgachia,0,2022-06-19
Barpeta,Sarthebari,2706,2022-06-19
Barpeta,Barnagar,0,2022-06-19
Barpeta,Chenga,1604,2022-06-19
Barpeta,Baghbar,1615,2022-06-19
Baksa,Baganpara,0,2022-06-19
Baksa,Barnagar,0,2022-06-19
Baksa,Jalah,0,2022-06-19
Baksa,Barama,305,2022-06-19
Baksa,Baska,376,2022-06-19
Bajali,Sarupeta,1662,2022-06-19
Bajali,Bajali,4777,2022-06-19
Hojai,Lanka,0,2022-06-19
Hojai,Hojai,35986,2022-06-19
Hojai,Doboka,3419,2022-06-19
Dhubri,Dhubri,0,2022-06-19
Dhubri,Gauripur,0,2022-06-19
Dhubri,South,0,2022-06-19
Dhubri,Athani,597,2022-06-19
Dhubri,Bilasipara,7422,2022-06-19
Dhubri,Agamoni,0,2022-06-19
Dhubri,Chapar,149,2022-06-19
Dhubri,Golakganj,66,2022-06-19
Tinsukia,Doomdooma,1223,2022-06-19
Cachar,Silchar,10468,2022-06-20
Cachar,Sonai,1823,2022-06-20
Cachar,Udharbond,44,2022-06-20
Cachar,Katigorah,4463,2022-06-20
Cachar,Lakhipur,2635,2022-06-20
Barpeta,Barpeta,55933,2022-06-20
Barpeta,Sarthebari,2841,2022-06-20
Barpeta,Barnagar,0,2022-06-20
Barpeta,Kalgachia,0,2022-06-20
Barpeta,Chenga,1180,2022-06-20
Barpeta,Baghbar,2523,2022-06-20
Bongaigaon,Boitamari,656,2022-06-20
Bongaigaon,Srijangram,7021,2022-06-20
Bongaigaon,Manikpur,753,2022-06-20
Chirang,Sidli,0,2022-06-20
Chirang,Bijni,3090,2022-06-20
Chirang,Bengtal,741,2022-06-20
Darrang,Mangaldoi,1227,2022-06-20
Darrang,Patharighat,572,2022-06-20
Darrang,Dalgaon,1670,2022-06-20
Darrang,Sipajhar,1564,2022-06-20
Dhubri,Agamoni,0,2022-06-20
Dhubri,Athani,596,2022-06-20
Dhubri,Dhubri,40,2022-06-20
Dhubri,Gauripur,0,2022-06-20
Dhubri,Bilasipara,6171,2022-06-20
Dhubri,Chapar,117,2022-06-20
Dhubri,Golakganj,66,2022-06-20
Dima-Hasao,Haflong,1609,2022-06-20
Goalpara,Balijana,8622,2022-06-20
Goalpara,Matia,1673,2022-06-20
Goalpara,Rongjuli,0,2022-06-20
Goalpara,Lakhipur,9208,2022-06-20
Hailakandi,Lala,0,2022-06-20
Hailakandi,Hailakandi,0,2022-06-20
Hailakandi,Algapur,429,2022-06-20
Hailakandi,Katlicherra,245,2022-06-20
Udalguri,Khairabari,0,2022-06-20
Udalguri,Mazbat,280,2022-06-20
Udalguri,Udalguri,1615,2022-06-20
Udalguri,Kalaigaon,540,2022-06-20
Udalguri,Harisinga,743,2022-06-20
Tinsukia,Tinsukia,0,2022-06-20
Tinsukia,Doomdooma,54,2022-06-20
Tamulpur,Tamulpur,1512,2022-06-20
Tamulpur,Goreswar,1411,2022-06-20
Sonitpur,Chariduar,117,2022-06-20
Sonitpur,Thelamara,0,2022-06-20
Sonitpur,Dhekiajuli,170,2022-06-20
Sonitpur,Tezpur,0,2022-06-20
Nalbari,Ghograpar,0,2022-06-20
Nalbari,Tihu,3192,2022-06-20
Nalbari,Paschim,10914,2022-06-20
Nalbari,Banekuchi,1763,2022-06-20
Nalbari,Barkhetri,85,2022-06-20
Nalbari,Barbhag,1746,2022-06-20
Nalbari,Nalbari,5500,2022-06-20
Nagaon,Samaguri,0,2022-06-20
Nagaon,Rupahi,0,2022-06-20
Nagaon,Dhing,0,2022-06-20
Nagaon,Kaliabor,0,2022-06-20
Nagaon,Nagaon,7638,2022-06-20
Nagaon,Raha,1135,2022-06-20
Nagaon,Kampur,4139,2022-06-20
Karimganj,Rk,0,2022-06-20
Karimganj,Badarpur,1523,2022-06-20
Karimganj,Karimganj,9303,2022-06-20
Karimganj,Patherkandi,85,2022-06-20
Hojai,Lanka,0,2022-06-20
Hojai,Hojai,31964,2022-06-20
Hojai,Doboka,3419,2022-06-20
