District,RevenueCircle,Number of camps,Date
Darrang,sipajhar,5,2022-06-22
Darrang,mangaldoi,4,2022-06-22
Darrang,patharighat,0,2022-06-22
Cachar,katigorah,45,2022-06-22
Cachar,lakhipur,22,2022-06-22
Cachar,silchar,63,2022-06-22
Cachar,sonai,44,2022-06-22
Cachar,udharbond,1,2022-06-22
Dibrugarh,chabua,0,2022-06-22
Dima-Hasao,haflong,28,2022-06-22
Goalpara,matia,4,2022-06-22
Goalpara,lakhipur,50,2022-06-22
Goalpara,balijana,27,2022-06-22
Golaghat,bokakhat,0,2022-06-22
Hailakandi,hailakandi,7,2022-06-22
Hailakandi,lala,2,2022-06-22
Hailakandi,algapur,0,2022-06-22
Hailakandi,katlicherra,0,2022-06-22
Dhubri,dhubri,4,2022-06-22
Dhubri,bilasipara,15,2022-06-22
Dhubri,athani,2,2022-06-22
Dhubri,south,0,2022-06-22
Kamrup,rangia,18,2022-06-22
Kamrup,north,14,2022-06-22
Kamrup,kamalpur,25,2022-06-22
Kamrup,kayan,19,2022-06-22
Kamrup,hajo,1,2022-06-22
Morigaon,morigaon,1,2022-06-23
Morigaon,mayong,0,2022-06-23
Morigaon,mikirbheta,0,2022-06-23
Karbi Anglong West,donkamokam,0,2022-06-23
Karimganj,nilambazar,5,2022-06-23
Karimganj,badarpur,23,2022-06-23
Karimganj,karimganj,38,2022-06-23
Karimganj,patherkandi,5,2022-06-23
Karimganj,rk,0,2022-06-23
Lakhimpur,bihpuria,0,2022-06-23
Lakhimpur,north,0,2022-06-23
Lakhimpur,nowboicha,0,2022-06-23
Lakhimpur,kadam,0,2022-06-23
Majuli,majuli,0,2022-06-23
Tinsukia,tinsukia,0,2022-06-23
Sonitpur,dhekiajuli,1,2022-06-23
South Salmara,mankachar,9,2022-06-23
South Salmara,south,0,2022-06-23
Tamulpur,goreswar,5,2022-06-23
Tamulpur,tamulpur,2,2022-06-23
Kamrup (M),chandrapur,0,2022-06-23
Udalguri,udalguri,3,2022-06-23
Udalguri,mazbat,6,2022-06-23
Nalbari,paschim,17,2022-06-23
Nalbari,barbhag,16,2022-06-23
Nalbari,tihu,4,2022-06-23
Nalbari,barkhetri,4,2022-06-23
Nalbari,nalbari,2,2022-06-23
Kamrup,rangia,13,2022-06-23
Kamrup,hajo,2,2022-06-23
Kamrup,kayan,17,2022-06-23
Kamrup,kamalpur,19,2022-06-23
Kamrup,north,13,2022-06-23
Kamrup,palashbari,0,2022-06-23
Kamrup,chamaria,0,2022-06-23
Nagaon,nagaon,35,2022-06-23
Nagaon,kampur,17,2022-06-23
Nagaon,raha,12,2022-06-23
Hailakandi,algapur,1,2022-06-23
Hailakandi,hailakandi,1,2022-06-23
Hailakandi,lala,0,2022-06-23
Hojai,hojai,14,2022-06-23
Hojai,doboka,14,2022-06-23
Hojai,lanka,0,2022-06-23
Bajali,sarupeta,11,2022-06-23
Bajali,bajali,2,2022-06-23
Baksa,barnagar,0,2022-06-23
Barpeta,barpeta,80,2022-06-23
Barpeta,baghbar,17,2022-06-23
Barpeta,chenga,37,2022-06-23
Barpeta,sarthebari,11,2022-06-23
Barpeta,kalgachia,0,2022-06-23
Bongaigaon,boitamari,2,2022-06-23
Bongaigaon,manikpur,3,2022-06-23
Bongaigaon,srijangram,4,2022-06-23
Cachar,katigorah,45,2022-06-23
Cachar,silchar,63,2022-06-23
Cachar,sonai,44,2022-06-23
Cachar,lakhipur,22,2022-06-23
Cachar,udharbond,1,2022-06-23
Goalpara,matia,3,2022-06-23
Goalpara,lakhipur,43,2022-06-23
Goalpara,balijana,18,2022-06-23
Darrang,mangaldoi,2,2022-06-23
Darrang,sipajhar,3,2022-06-23
Darrang,dalgaon,1,2022-06-23
Darrang,patharighat,0,2022-06-23
Chirang,bijni,3,2022-06-23
Chirang,bengtal,3,2022-06-23
Dhemaji,jonai,0,2022-06-23
Dhemaji,dhemaji,0,2022-06-23
Dhubri,bilasipara,10,2022-06-23
Dhubri,dhubri,4,2022-06-23
Dibrugarh,chabua,0,2022-06-23
Dibrugarh,dibrugarh,0,2022-06-23
Dima-Hasao,haflong,28,2022-06-23
Golaghat,bokakhat,0,2022-06-23
Karbi Anglong West,donkamokam,0,2022-06-24
Karimganj,karimganj,26,2022-06-24
Karimganj,badarpur,23,2022-06-24
Karimganj,nilambazar,5,2022-06-24
Karimganj,patherkandi,5,2022-06-24
Karimganj,rk,0,2022-06-24
Lakhimpur,bihpuria,0,2022-06-24
Lakhimpur,north,0,2022-06-24
Lakhimpur,nowboicha,0,2022-06-24
Morigaon,morigaon,1,2022-06-24
Morigaon,mayong,0,2022-06-24
Nalbari,paschim,10,2022-06-24
Nalbari,barbhag,6,2022-06-24
Nalbari,tihu,1,2022-06-24
Nalbari,nalbari,3,2022-06-24
Nalbari,barkhetri,0,2022-06-24
Kamrup,rangia,12,2022-06-24
Kamrup,kayan,10,2022-06-24
Kamrup,kamalpur,15,2022-06-24
Kamrup,north,14,2022-06-24
Kamrup,hajo,0,2022-06-24
Kamrup,chamaria,0,2022-06-24
Sonitpur,dhekiajuli,1,2022-06-24
Sonitpur,tezpur,0,2022-06-24
South Salmara,mankachar,9,2022-06-24
South Salmara,south,0,2022-06-24
Tamulpur,tamulpur,1,2022-06-24
Udalguri,udalguri,2,2022-06-24
Udalguri,khairabari,0,2022-06-24
Nagaon,kampur,17,2022-06-24
Nagaon,nagaon,36,2022-06-24
Nagaon,raha,12,2022-06-24
Hojai,hojai,12,2022-06-24
Hojai,doboka,8,2022-06-24
Dhubri,bilasipara,7,2022-06-24
Dhubri,dhubri,2,2022-06-24
Goalpara,matia,3,2022-06-24
Goalpara,lakhipur,17,2022-06-24
Goalpara,balijana,14,2022-06-24
Dima-Hasao,haflong,28,2022-06-24
Dhemaji,jonai,0,2022-06-24
Dhemaji,sissiborgaon,0,2022-06-24
Dhemaji,dhemaji,0,2022-06-24
Darrang,sipajhar,1,2022-06-24
Darrang,mangaldoi,2,2022-06-24
Darrang,patharighat,0,2022-06-24
Darrang,dalgaon,0,2022-06-24
Chirang,bijni,3,2022-06-24
Bongaigaon,srijangram,1,2022-06-24
Barpeta,barpeta,112,2022-06-24
Barpeta,baghbar,19,2022-06-24
Barpeta,chenga,37,2022-06-24
Barpeta,sarthebari,3,2022-06-24
Barpeta,kalgachia,0,2022-06-24
Baksa,baganpara,0,2022-06-24
Baksa,jalah,0,2022-06-24
Bajali,sarupeta,11,2022-06-24
Bajali,bajali,1,2022-06-24
Hailakandi,hailakandi,3,2022-06-24
Hailakandi,algapur,0,2022-06-24
Cachar,katigorah,94,2022-06-24
Cachar,lakhipur,22,2022-06-24
Cachar,silchar,63,2022-06-24
Cachar,sonai,44,2022-06-24
Cachar,udharbond,1,2022-06-24
Cachar,sonai,50,2022-06-27
Cachar,silchar,63,2022-06-27
Cachar,lakhipur,22,2022-06-27
Cachar,katigorah,94,2022-06-27
Barpeta,baghbar,20,2022-06-27
Barpeta,barpeta,60,2022-06-27
Barpeta,chenga,33,2022-06-27
Baksa,jalah,0,2022-06-27
Darrang,sipajhar,1,2022-06-27
Darrang,mangaldoi,2,2022-06-27
Lakhimpur,dhakuakhana,0,2022-06-27
Hailakandi,hailakandi,1,2022-06-27
Hailakandi,algapur,0,2022-06-27
Kamrup,kayan,2,2022-06-27
Kamrup,hajo,19,2022-06-27
Kamrup,kamalpur,2,2022-06-27
Kamrup,north,10,2022-06-27
Kamrup,rangia,0,2022-06-27
Kamrup,chamaria,0,2022-06-27
Dima-Hasao,haflong,23,2022-06-27
Karimganj,nilambazar,7,2022-06-27
Karimganj,karimganj,20,2022-06-27
Karimganj,badarpur,16,2022-06-27
Karimganj,patherkandi,3,2022-06-27
Goalpara,lakhipur,9,2022-06-27
Udalguri,udalguri,2,2022-06-27
Chirang,bijni,3,2022-06-27
Sonitpur,dhekiajuli,1,2022-06-27
Nalbari,paschim,4,2022-06-27
Nalbari,barbhag,2,2022-06-27
Nagaon,nagaon,36,2022-06-27
Nagaon,kampur,17,2022-06-27
Nagaon,raha,13,2022-06-27
Morigaon,morigaon,1,2022-06-27
Morigaon,mikirbheta,0,2022-06-27
Morigaon,mayong,0,2022-06-27
Tamulpur,goreswar,2,2022-06-27
Majuli,majuli,0,2022-06-27
Udalguri,udalguri,2,2022-06-28
Bajali,sarupeta,7,2022-06-28
Tinsukia,doomdooma,0,2022-06-28
Tamulpur,goreswar,2,2022-06-28
Sonitpur,dhekiajuli,1,2022-06-28
Cachar,katigorah,94,2022-06-28
Cachar,sonai,50,2022-06-28
Cachar,silchar,63,2022-06-28
Cachar,lakhipur,26,2022-06-28
Morigaon,morigaon,1,2022-06-28
Morigaon,mikirbheta,0,2022-06-28
Morigaon,mayong,0,2022-06-28
Biswanath,halem,1,2022-06-28
Biswanath,gohpur,1,2022-06-28
Bongaigaon,manikpur,0,2022-06-28
Bongaigaon,srijangram,0,2022-06-28
Chirang,bijni,9,2022-06-28
Chirang,bengtal,2,2022-06-28
Chirang,sidli,0,2022-06-28
Darrang,mangaldoi,2,2022-06-28
Darrang,sipajhar,1,2022-06-28
Dhemaji,dhemaji,1,2022-06-28
Dhemaji,sissiborgaon,0,2022-06-28
Dima-Hasao,haflong,23,2022-06-28
Nalbari,paschim,2,2022-06-28
Nalbari,barbhag,2,2022-06-28
Goalpara,lakhipur,9,2022-06-28
Hojai,hojai,4,2022-06-28
Kamrup,north,6,2022-06-28
Kamrup,kayan,2,2022-06-28
Kamrup,kamalpur,2,2022-06-28
Kamrup,hajo,16,2022-06-28
Karimganj,nilambazar,7,2022-06-28
Karimganj,karimganj,20,2022-06-28
Karimganj,rk,5,2022-06-28
Karimganj,badarpur,16,2022-06-28
Karimganj,patherkandi,3,2022-06-28
Lakhimpur,dhakuakhana,0,2022-06-28
Lakhimpur,bihpuria,0,2022-06-28
Majuli,ujani,0,2022-06-28
Hailakandi,hailakandi,1,2022-06-28
Hailakandi,algapur,0,2022-06-28
Nagaon,nagaon,36,2022-06-28
Nagaon,raha,13,2022-06-28
Nagaon,kampur,17,2022-06-28
Barpeta,barpeta,56,2022-06-28
Barpeta,baghbar,20,2022-06-28
Barpeta,chenga,32,2022-06-28
Barpeta,sarthebari,0,2022-06-28
Sonitpur,dhekiajuli,1,2022-06-29
Bajali,sarupeta,7,2022-06-29
Barpeta,barpeta,56,2022-06-29
Barpeta,baghbar,20,2022-06-29
Barpeta,chenga,32,2022-06-29
Tamulpur,goreswar,2,2022-06-29
Cachar,silchar,87,2022-06-29
Cachar,lakhipur,18,2022-06-29
Cachar,sonai,50,2022-06-29
Cachar,katigorah,94,2022-06-29
Chirang,bijni,5,2022-06-29
Chirang,bengtal,2,2022-06-29
Darrang,mangaldoi,2,2022-06-29
Darrang,sipajhar,1,2022-06-29
Dhemaji,dhemaji,1,2022-06-29
Dhemaji,sissiborgaon,0,2022-06-29
Dibrugarh,moran,0,2022-06-29
Dima-Hasao,haflong,23,2022-06-29
Hailakandi,algapur,0,2022-06-29
Hojai,hojai,4,2022-06-29
Hojai,lanka,0,2022-06-29
Kamrup,hajo,17,2022-06-29
Kamrup,kayan,2,2022-06-29
Kamrup,north,5,2022-06-29
Biswanath,halem,5,2022-06-29
Biswanath,gohpur,2,2022-06-29
Biswanath,biswanath,0,2022-06-29
Lakhimpur,narayanpur,4,2022-06-29
Lakhimpur,subansiri,0,2022-06-29
Lakhimpur,north,0,2022-06-29
Nalbari,paschim,1,2022-06-29
Nalbari,barbhag,1,2022-06-29
Tinsukia,doomdooma,2,2022-06-29
Tinsukia,tinsukia,0,2022-06-29
Udalguri,udalguri,2,2022-06-29
Karimganj,nilambazar,7,2022-06-29
Karimganj,badarpur,16,2022-06-29
Karimganj,karimganj,20,2022-06-29
Karimganj,rk,5,2022-06-29
Nagaon,kampur,17,2022-06-29
Nagaon,nagaon,35,2022-06-29
Nagaon,raha,13,2022-06-29
Morigaon,morigaon,1,2022-06-29
Morigaon,mikirbheta,0,2022-06-29
Majuli,majuli,0,2022-06-29
Majuli,ujani,0,2022-06-29
Tinsukia,doomdooma,3,2022-06-30
Tinsukia,tinsukia,2,2022-06-30
Tinsukia,sadiya,0,2022-06-30
Tamulpur,goreswar,2,2022-06-30
Sonitpur,dhekiajuli,0,2022-06-30
Nalbari,paschim,1,2022-06-30
Nalbari,barbhag,1,2022-06-30
Kamrup,kayan,2,2022-06-30
Kamrup,north,5,2022-06-30
Kamrup,hajo,16,2022-06-30
Morigaon,morigaon,1,2022-06-30
Morigaon,mikirbheta,0,2022-06-30
Majuli,majuli,0,2022-06-30
Lakhimpur,subansiri,1,2022-06-30
Lakhimpur,narayanpur,2,2022-06-30
Lakhimpur,dhakuakhana,0,2022-06-30
Lakhimpur,bihpuria,0,2022-06-30
Lakhimpur,nowboicha,0,2022-06-30
Karimganj,nilambazar,7,2022-06-30
Karimganj,karimganj,20,2022-06-30
Karimganj,rk,19,2022-06-30
Karimganj,badarpur,13,2022-06-30
Udalguri,udalguri,2,2022-06-30
Nagaon,nagaon,35,2022-06-30
Nagaon,raha,13,2022-06-30
Nagaon,kampur,17,2022-06-30
Hojai,hojai,4,2022-06-30
Dima-Hasao,haflong,23,2022-06-30
Biswanath,halem,1,2022-06-30
Biswanath,biswanath,0,2022-06-30
Cachar,silchar,109,2022-06-30
Cachar,katigorah,94,2022-06-30
Cachar,sonai,54,2022-06-30
Cachar,lakhipur,18,2022-06-30
Chirang,bengtal,2,2022-06-30
Chirang,bijni,4,2022-06-30
Hailakandi,hailakandi,1,2022-06-30
Barpeta,barpeta,40,2022-06-30
Barpeta,baghbar,12,2022-06-30
Barpeta,chenga,15,2022-06-30
Darrang,mangaldoi,2,2022-06-30
Darrang,sipajhar,1,2022-06-30
Dhemaji,dhemaji,2,2022-06-30
Dhemaji,sissiborgaon,0,2022-06-30
Dhemaji,gogamukh,0,2022-06-30
Dhemaji,jonai,0,2022-06-30
Dibrugarh,chabua,0,2022-06-30
Dibrugarh,tengakhat,0,2022-06-30
Bajali,sarupeta,7,2022-06-30
Kamrup,kayan,2,2022-01-07
Kamrup,hajo,11,2022-01-07
Kamrup,north,4,2022-01-07
Hojai,hojai,3,2022-01-07
Karimganj,nilambazar,7,2022-01-07
Karimganj,badarpur,10,2022-01-07
Karimganj,rk,6,2022-01-07
Karimganj,karimganj,15,2022-01-07
Karimganj,patherkandi,0,2022-01-07
Lakhimpur,narayanpur,2,2022-01-07
Lakhimpur,subansiri,1,2022-01-07
Lakhimpur,dhakuakhana,0,2022-01-07
Lakhimpur,bihpuria,0,2022-01-07
Lakhimpur,nowboicha,0,2022-01-07
Bajali,sarupeta,6,2022-01-07
Majuli,majuli,0,2022-01-07
Majuli,ujani,0,2022-01-07
Morigaon,morigaon,68,2022-01-07
Morigaon,mikirbheta,10,2022-01-07
Morigaon,bhuragaon,2,2022-01-07
Morigaon,mayong,2,2022-01-07
Nagaon,kampur,17,2022-01-07
Nagaon,raha,13,2022-01-07
Nagaon,nagaon,34,2022-01-07
Nalbari,paschim,1,2022-01-07
Nalbari,barbhag,1,2022-01-07
Udalguri,udalguri,2,2022-01-07
Tinsukia,tinsukia,3,2022-01-07
Tinsukia,doomdooma,3,2022-01-07
Karbi Anglong West,donkamokam,0,2022-01-07
Sonitpur,dhekiajuli,0,2022-01-07
Sonitpur,thelamara,0,2022-01-07
Sonitpur,tezpur,0,2022-01-07
Dima-Hasao,haflong,23,2022-01-07
Barpeta,barpeta,35,2022-01-07
Barpeta,chenga,8,2022-01-07
Dibrugarh,dibrugarh,3,2022-01-07
Dibrugarh,chabua,0,2022-01-07
Dibrugarh,tengakhat,0,2022-01-07
Dibrugarh,moran,0,2022-01-07
Dibrugarh,tingkhong,0,2022-01-07
Hailakandi,algapur,5,2022-01-07
Hailakandi,hailakandi,1,2022-01-07
Tamulpur,goreswar,2,2022-01-07
Darrang,sipajhar,1,2022-01-07
Chirang,bijni,4,2022-01-07
Cachar,sonai,37,2022-01-07
Cachar,katigorah,94,2022-01-07
Cachar,silchar,108,2022-01-07
Cachar,lakhipur,16,2022-01-07
Biswanath,halem,1,2022-01-07
Dhemaji,dhemaji,2,2022-01-07
Dhemaji,gogamukh,0,2022-01-07
Dhemaji,jonai,0,2022-01-07
Dhemaji,sissiborgaon,0,2022-01-07
Chirang,bijni,4,2022-02-07
Bajali,sarupeta,6,2022-02-07
Dibrugarh,dibrugarh,3,2022-02-07
Dibrugarh,chabua,0,2022-02-07
Dibrugarh,moran,0,2022-02-07
Dibrugarh,dibrugarh,0,2022-02-07
Dhemaji,sissiborgaon,0,2022-02-07
Dhemaji,jonai,0,2022-02-07
Barpeta,barpeta,35,2022-02-07
Barpeta,chenga,6,2022-02-07
Darrang,mangaldoi,0,2022-02-07
Darrang,sipajhar,0,2022-02-07
Tinsukia,tinsukia,2,2022-02-07
Tinsukia,doomdooma,3,2022-02-07
Dima-Hasao,haflong,22,2022-02-07
Hailakandi,algapur,5,2022-02-07
Hojai,hojai,3,2022-02-07
Karimganj,nilambazar,6,2022-02-07
Karimganj,karimganj,15,2022-02-07
Karimganj,rk,5,2022-02-07
Karimganj,badarpur,8,2022-02-07
Karimganj,patherkandi,0,2022-02-07
Udalguri,udalguri,2,2022-02-07
Kamrup,north,2,2022-02-07
Kamrup,kayan,2,2022-02-07
Kamrup,hajo,11,2022-02-07
Morigaon,mikirbheta,3,2022-02-07
Morigaon,morigaon,3,2022-02-07
Morigaon,bhuragaon,6,2022-02-07
Nagaon,nagaon,17,2022-02-07
Nagaon,kampur,17,2022-02-07
Nagaon,raha,13,2022-02-07
Nalbari,paschim,1,2022-02-07
Sivasagar,demow,0,2022-02-07
Sonitpur,dhekiajuli,0,2022-02-07
Sonitpur,chariduar,0,2022-02-07
Sonitpur,tezpur,0,2022-02-07
Tamulpur,goreswar,2,2022-02-07
Biswanath,halem,1,2022-02-07
Biswanath,gohpur,0,2022-02-07
Cachar,silchar,54,2022-02-07
Cachar,sonai,37,2022-02-07
Cachar,lakhipur,15,2022-02-07
Cachar,katigorah,95,2022-02-07
Lakhimpur,subansiri,0,2022-02-07
Lakhimpur,bihpuria,0,2022-02-07
Lakhimpur,narayanpur,0,2022-02-07
Lakhimpur,nowboicha,0,2022-02-07
Charaideo,sonari,0,2022-02-07
Nalbari,paschim,1,2022-03-07
Nagaon,nagaon,12,2022-03-07
Nagaon,raha,13,2022-03-07
Nagaon,kampur,17,2022-03-07
Dima-Hasao,haflong,22,2022-03-07
Morigaon,bhuragaon,7,2022-03-07
Morigaon,morigaon,11,2022-03-07
Morigaon,mikirbheta,0,2022-03-07
Lakhimpur,narayanpur,0,2022-03-07
Lakhimpur,nowboicha,0,2022-03-07
Sivasagar,demow,0,2022-03-07
Dibrugarh,dibrugarh,3,2022-03-07
Dibrugarh,dibrugarh,0,2022-03-07
Dibrugarh,moran,0,2022-03-07
Dibrugarh,naharkatia,0,2022-03-07
Dibrugarh,tengakhat,0,2022-03-07
Kamrup,north,1,2022-03-07
Kamrup,kayan,2,2022-03-07
Kamrup,hajo,5,2022-03-07
Cachar,katigorah,95,2022-03-07
Cachar,lakhipur,15,2022-03-07
Cachar,sonai,27,2022-03-07
Cachar,silchar,52,2022-03-07
Chirang,bijni,3,2022-03-07
Karimganj,nilambazar,6,2022-03-07
Karimganj,rk,5,2022-03-07
Karimganj,karimganj,15,2022-03-07
Karimganj,badarpur,8,2022-03-07
Hojai,hojai,2,2022-03-07
Tinsukia,tinsukia,1,2022-03-07
Tinsukia,doomdooma,1,2022-03-07
Hailakandi,algapur,5,2022-03-07
Udalguri,udalguri,2,2022-03-07
Udalguri,mazbat,0,2022-03-07
Tamulpur,goreswar,2,2022-03-07
Goalpara,lakhipur,0,2022-03-07
Biswanath,halem,0,2022-03-07
Barpeta,barpeta,23,2022-03-07
Barpeta,chenga,3,2022-03-07
Bajali,sarupeta,6,2022-03-07
Bajali,sarupeta,6,2022-04-07
Barpeta,barpeta,16,2022-04-07
Biswanath,halem,0,2022-04-07
Cachar,katigorah,98,2022-04-07
Cachar,silchar,50,2022-04-07
Cachar,sonai,22,2022-04-07
Cachar,lakhipur,10,2022-04-07
Chirang,bijni,3,2022-04-07
Darrang,mangaldoi,0,2022-04-07
Dibrugarh,dibrugarh,3,2022-04-07
Tamulpur,goreswar,2,2022-04-07
Udalguri,udalguri,2,2022-04-07
Hojai,hojai,3,2022-04-07
Kamrup,kayan,2,2022-04-07
Kamrup,north,1,2022-04-07
Kamrup,hajo,1,2022-04-07
Karimganj,karimganj,14,2022-04-07
Karimganj,nilambazar,6,2022-04-07
Karimganj,badarpur,8,2022-04-07
Karimganj,rk,5,2022-04-07
Lakhimpur,subansiri,0,2022-04-07
Lakhimpur,bihpuria,0,2022-04-07
Lakhimpur,north,0,2022-04-07
Morigaon,mikirbheta,2,2022-04-07
Morigaon,bhuragaon,7,2022-04-07
Morigaon,morigaon,4,2022-04-07
Nagaon,nagaon,6,2022-04-07
Nagaon,kampur,17,2022-04-07
Nagaon,raha,13,2022-04-07
Sonitpur,tezpur,0,2022-04-07
Dima-Hasao,haflong,22,2022-04-07
Hailakandi,algapur,2,2022-04-07
Dibrugarh,dibrugarh,2,2022-05-07
Dibrugarh,moran,0,2022-05-07
Dibrugarh,chabua,0,2022-05-07
Dibrugarh,dibrugarh,0,2022-05-07
Barpeta,barpeta,5,2022-05-07
Barpeta,baghbar,0,2022-05-07
Bajali,sarupeta,6,2022-05-07
Tamulpur,goreswar,2,2022-05-07
Sivasagar,demow,0,2022-05-07
Morigaon,mikirbheta,1,2022-05-07
Morigaon,morigaon,4,2022-05-07
Morigaon,bhuragaon,4,2022-05-07
Lakhimpur,subansiri,0,2022-05-07
Karimganj,nilambazar,6,2022-05-07
Karimganj,karimganj,14,2022-05-07
Karimganj,rk,4,2022-05-07
Karimganj,badarpur,8,2022-05-07
Karimganj,patherkandi,0,2022-05-07
Nagaon,nagaon,6,2022-05-07
Nagaon,raha,13,2022-05-07
Nagaon,kampur,17,2022-05-07
Hailakandi,algapur,2,2022-05-07
Dima-Hasao,haflong,21,2022-05-07
Darrang,sipajhar,0,2022-05-07
Chirang,bijni,3,2022-05-07
Cachar,sonai,21,2022-05-07
Cachar,lakhipur,10,2022-05-07
Cachar,silchar,49,2022-05-07
Cachar,katigorah,98,2022-05-07
Kamrup,kayan,2,2022-05-07
Kamrup,north,1,2022-05-07
Kamrup,kayan,2,2022-06-07
Kamrup,north,1,2022-06-07
Tamulpur,goreswar,2,2022-06-07
Nagaon,kampur,5,2022-06-07
Nagaon,nagaon,4,2022-06-07
Nagaon,raha,13,2022-06-07
Morigaon,morigaon,5,2022-06-07
Morigaon,bhuragaon,2,2022-06-07
Lakhimpur,subansiri,0,2022-06-07
Karimganj,nilambazar,6,2022-06-07
Karimganj,rk,3,2022-06-07
Karimganj,karimganj,13,2022-06-07
Karimganj,badarpur,6,2022-06-07
Hailakandi,algapur,2,2022-06-07
Biswanath,gohpur,0,2022-06-07
Dibrugarh,dibrugarh,2,2022-06-07
Dibrugarh,chabua,0,2022-06-07
Dhemaji,jonai,0,2022-06-07
Darrang,sipajhar,0,2022-06-07
Chirang,bijni,1,2022-06-07
Cachar,silchar,46,2022-06-07
Cachar,katigorah,98,2022-06-07
Cachar,sonai,19,2022-06-07
Cachar,lakhipur,10,2022-06-07
Bajali,sarupeta,5,2022-06-07
Dima-Hasao,haflong,21,2022-06-07
Sivasagar,sivsagar,0,2022-06-07
Sivasagar,demow,0,2022-06-07
Bajali,sarupeta,5,2022-07-07
Nagaon,kampur,4,2022-07-07
Nagaon,raha,13,2022-07-07
Dibrugarh,dibrugarh,1,2022-07-07
Dibrugarh,dibrugarh,0,2022-07-07
Sivasagar,sivsagar,0,2022-07-07
Sivasagar,demow,0,2022-07-07
Dima-Hasao,haflong,21,2022-07-07
Hailakandi,algapur,2,2022-07-07
Hailakandi,hailakandi,0,2022-07-07
Chirang,bijni,1,2022-07-07
Kamrup,kayan,2,2022-07-07
Kamrup,north,1,2022-07-07
Cachar,lakhipur,10,2022-07-07
Cachar,silchar,46,2022-07-07
Cachar,sonai,12,2022-07-07
Cachar,katigorah,56,2022-07-07
Morigaon,morigaon,4,2022-07-07
Tamulpur,goreswar,2,2022-07-07
Karimganj,rk,3,2022-07-07
Karimganj,karimganj,12,2022-07-07
Karimganj,nilambazar,6,2022-07-07
Karimganj,badarpur,6,2022-07-07
Dibrugarh,dibrugarh,0,2022-08-07
Dibrugarh,naharkatia,0,2022-08-07
Cachar,sonai,1,2022-08-07
Cachar,silchar,40,2022-08-07
Cachar,lakhipur,10,2022-08-07
Cachar,katigorah,56,2022-08-07
Bajali,sarupeta,4,2022-08-07
Dima-Hasao,haflong,21,2022-08-07
Karimganj,nilambazar,5,2022-08-07
Karimganj,karimganj,9,2022-08-07
Karimganj,badarpur,4,2022-08-07
Karimganj,patherkandi,0,2022-08-07
Chirang,bijni,1,2022-08-07
Kamrup,kayan,2,2022-08-07
Kamrup,north,1,2022-08-07
Morigaon,morigaon,4,2022-08-07
Nagaon,raha,13,2022-08-07
Sivasagar,demow,0,2022-08-07
Tamulpur,goreswar,1,2022-08-07
Hailakandi,algapur,1,2022-08-07
Bajali,sarupeta,2,2022-09-07
Tamulpur,goreswar,1,2022-09-07
Morigaon,morigaon,4,2022-09-07
Cachar,silchar,40,2022-09-07
Cachar,lakhipur,9,2022-09-07
Cachar,katigorah,34,2022-09-07
Chirang,bijni,1,2022-09-07
Karimganj,nilambazar,4,2022-09-07
Karimganj,karimganj,8,2022-09-07
Karimganj,badarpur,4,2022-09-07
Dima-Hasao,haflong,20,2022-09-07
Hailakandi,algapur,1,2022-09-07
Kamrup,kayan,2,2022-09-07
Dima-Hasao,haflong,20,2022-10-07
Chirang,bijni,1,2022-10-07
Tamulpur,goreswar,1,2022-10-07
Kamrup,kayan,2,2022-10-07
Morigaon,morigaon,9,2022-10-07
Nagaon,raha,0,2022-10-07
Cachar,silchar,40,2022-10-07
Cachar,lakhipur,9,2022-10-07
Cachar,katigorah,30,2022-10-07
Bajali,sarupeta,2,2022-10-07
Morigaon,morigaon,9,2022-11-07
Bajali,sarupeta,2,2022-11-07
Dima-Hasao,haflong,20,2022-11-07
Biswanath,halem,0,2022-11-07
Cachar,silchar,32,2022-11-07
Cachar,katigorah,27,2022-11-07
Cachar,lakhipur,1,2022-11-07
Chirang,bijni,1,2022-11-07
Tamulpur,goreswar,1,2022-11-07
Kamrup,kayan,2,2022-11-07
Morigaon,morigaon,9,2022-12-07
Dima-Hasao,haflong,19,2022-12-07
Cachar,silchar,32,2022-12-07
Cachar,lakhipur,1,2022-12-07
Cachar,katigorah,20,2022-12-07
Tamulpur,goreswar,1,2022-12-07
Chirang,bijni,1,2022-12-07
Dima-Hasao,haflong,17,2022-07-14
Cachar,silchar,23,2022-07-14
Cachar,katigorah,8,2022-07-14
Chirang,bijni,1,2022-07-14
Tamulpur,goreswar,0,2022-07-14
Morigaon,morigaon,10,2022-07-14
Morigaon,morigaon,8,2022-07-15
Cachar,silchar,19,2022-07-15
Chirang,bijni,1,2022-07-15
Dima-Hasao,haflong,17,2022-07-15
Cachar,silchar,16,2022-07-16
Chirang,bijni,1,2022-07-16
Dima-Hasao,haflong,18,2022-07-16
Morigaon,morigaon,8,2022-07-16
Cachar,silchar,12,2022-07-17
Dima-Hasao,haflong,8,2022-07-17
Morigaon,morigaon,6,2022-07-17
Dima-Hasao,haflong,9,2022-07-18
Biswanath,gohpur,0,2022-07-18
Cachar,silchar,8,2022-07-18
Morigaon,morigaon,6,2022-07-18
Morigaon,morigaon,6,2022-07-19
Dima-Hasao,haflong,7,2022-07-19
Cachar,silchar,4,2022-07-19
Cachar,silchar,3,2022-07-20
Dima-Hasao,haflong,7,2022-07-20
Morigaon,morigaon,6,2022-07-20
