District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Hailakandi,"Lala - 1. Bangalpur, 2.Gaglacherra, 3.Kalacherra Grant, 4.Kuchila Grant, 5.Bangalnagor Grant, 6.Lalacherra TE, 7.Lalamukh TE, 8.Naimaichandpur, 9.Nunaikhal, 10.Rajyewarpu pt-6, 11.Ramchandi-1&2.r | 1. A Landslide occurred at Kuchila Grant on date- 18/06/2022 where three houses was severly damaged.a)latitude- 24.636614. Longitude- 92.589885. b)Latitude -24.641538. Longitude -92.588609.c) Latitude -24.641748. Longitude - 92.588757 under Lala Rev Circle 2. A Landslide occurred at Kalacherra Grant on dt-19/06/2022 where three house was Severely damaged a)Latitude-24.6990. Longitude - 92.4858.and 37 nos of house partially damaged and 7 nos of Hut under Lala Rev Circle 3.A Landslide occurred at Gaglacherra on dt-19/06/2022 where 26 nos of houses was partially damaged under lalav Rev circle. 4.A Landslide occurred at Lalacherra TE on dt-:19/06/2022 where a severaly house was damaged and 16 partially damaged under Lala Rev Circle 5. A Landslide occurred at Lalamukh TE on dt- 20/06/2022 where 44 partially houses was damaged under lala Rev Circle. | 250",18-07-2022,{'Lala ': 23},,,,
Hailakandi,"Katlicherra - 1. Harishnagar, 2. Jecobpur FV, 3. Rupacherra TE, 4. Rupacherra TE, 5. Dinonathpur - I, 6. Dinonathpur - I, 7. Appin Grant, 8. Appin Grant, 9. Bipincherra, 10. Harishnagar - III, 11. Appin - II, 12. Rupacherra Grant, 13. Rupacherra Grant, 14. Dholai Molai - I, 15. Dholai Molai - IX, 16. Jamira - V, 17. Durgapur, 18. Sultanicherra Grant, 19. Dholai Molai - IX, 20. Dholai Molai - IX | 1. A Landslide occurred at Harishnagar on dtd. 22/06/2022 where a kutcha house was partially damaged, Latitude - 24.454926, Longitude - 92.548228 under Katlicherra Revenue Circle. 2. A Landslide occurred at Jecobpur on dtd 20/06/2022 where a kutcha house was partially damaged, Latitude - 24.256586, Longitude - 92.530089 under Katlicherra Revenue Circle. 3. A Landslide occurred at Rupacherra TE on dtd 19/06/2022 where a kutcha house was partially damaged, Latitude - 24.484391, Longitude - 92.602343 under Katlicherra Revenue Circle. 4. A Landslide occurred at Rupacherra TE on dtd 19/06/2022 where a Pucca house was partially damaged, Latitude - 24.483157, Longitude - 92.600857 under Katlicherra Revenue Circle. 5. A Landslide occurred at Dinonathpur - I on dtd 21/06/2022 where a Pucca house was Severely damaged, Latitude - 24.503635, Longitude - 92.532035 under Katlicherra Revenue Circle. 6. A Landslide occurred at Dinonathpur - I on dtd 20/06/2022 where a Pucca house was partially damaged, Latitude - 24.496818, Longitude - 92.543783 under Katlicherra Revenue Circle. 7. A Landslide occurred at Appin Grant on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.493648, Longitude - 92.542123 under Katlicherra Revenue Circle. 8. A Landslide occurred at Appin Grant on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.484375, Longitude - 92.547687 under Katlicherra Revenue Circle. 9. A Landslide occurred at Bipincherra on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.432017, Longitude - 92.524585 under Katlicherra Revenue Circle. 10. A Landslide occurred at Harishnagar - III on dtd 21/06/2022 where a Pucca house was partially damaged, Latitude - 24.410611, Longitude - 92.518713 under Katlicherra Revenue Circle. 11. A Landslide occurred at Appin - II on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.516844, Longitude - 92.549244 under Katlicherra Revenue Circle. 12. A Landslide occurred at Rupacherra Grant on dtd 19/06/2022 where a Pucca house was partially damaged, Latitude - 24.473638, Longitude - 92.597919 under Katlicherra Revenue Circle. 13. A Landslide occurred at Rupacherra Grant on dtd 19/06/2022 where a kutcha house was partially damaged, Latitude - 24.484063, Longitude - 92.603104 under Katlicherra Revenue Circle. 14. A Landslide occurred at Dholai Molai - I on dtd 19/06/2022 where a kutcha house was partially damaged, Latitude - 24.483452, Longitude - 92.601295 under Katlicherra Revenue Circle. 15. A Landslide occurred at Dholai Molai - IX on dtd 19/06/2022 where a kutcha house was partially damaged, Latitude - 24.462935, Longitude - 92.596578 under Katlicherra Revenue Circle. 16. A Landslide occurred at Jamira - V on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.323626, Longitude - 92.507408 under Katlicherra Revenue Circle. 17. A Landslide occurred at Durgapur on dtd 21/06/2022 where a kutcha house was partially damaged, Latitude - 24.375916, Longitude - 92.52618 under Katlicherra Revenue Circle. 18. A Landslide occurred at Sultanicherra Grant on dtd 18/06/2022 where a Pucca house was Severely damaged, Latitude - 24.336954, Longitude - 92.526587 under Katlicherra Revenue Circle. 19. A Landslide occurred at Dholai Molai - IX on dtd 19/06/2022 where a kutcha house was partially damaged, Latitude - 24.45976, Longitude - 92.595792 under Katlicherra Revenue Circle. 20. A Landslide occurred at Dholai Molai - IX on dtd 19/06/2022 where a Hut was damaged, Latitude - 24.462036, Longitude - 92.59594 under Katlicherra Revenue Circle. | 70",14-07-2022,{'Katlicherra ': 40},,,,
Dima-Hasao,"Haflong - Huonveng, ND Raji and many more villages | Assessment under process | 0",19-05-2022,{'Haflong ': 2},,,,
Dima-Hasao,"Haflong - 1.) Landslide at Surat Nagar, Haflong | Landslide at Surat Nagar, Haflong as per info received from local dated 18/06/2022 | 0",18-06-2022,{'Haflong ': 3},,,,
Dima-Hasao,"Haflong - 1. Pangmol, 2. Hungruum 3. Jinamghat 4. Lisong 5. Hindu Baladhan 6. Christian Baladhan | Maibang tunnel partially operational | 500",18-05-2022,{'Haflong ': 8},,,,
Dima-Hasao,"Haflong - Bethany, Haflong | Landslide at Bethany village, Haflong due to heavy rainfall as per info received from local dated 22/06/2022 | 0",22-06-2022,{'Haflong ': 2},,,,
Dima-Hasao,"Haflong - Abraham View Point, near Boro Haflong Village | Landslide at Abraham View Point, near New Boro Haflong (Haflong-Jatinga main Road) at around 6:30 PM dated 26/05/2022 | 0",27-05-2022,{'Haflong ': 2},,,,
Dima-Hasao,"Haflong - Hokai pungchi, lower haflong, bethany, new kunjung on 15th may 2022 | Also dead body of smti Kanchile have been found by F &amp; ES from Haflong with the help from various peole | 100",15-05-2022,{'Haflong ': 4},,,,
Dima-Hasao,"Haflong - 1.) Landslide at Digrik village, Haflong 2.) Landslide at Guilong village | Due to heavy rain, landslide occurred at Digrik village and Guilong village as per report received from local dated 19/06/2022 | 0",19-06-2022,{'Haflong ': 4},,,,
Dima-Hasao,"Haflong - Boro Haflong, Maibang, Lodi, Mahadev tilla, Moulhoi, Songpijang, New Kunjung, Electric veng,  | Due to landslide the District cannot be approached from outside. All roads  and railways leading to Haflong is blocked since 15/05/2022 to 16/5/2022 | 200",16-05-2022,{'Haflong ': 9},,,,
Dima-Hasao,"Haflong - Boro Haflong, Maibang, Lodi, Mahadev tilla, Moulhoi, Songpijang, New Kunjung, Electric veng,  | Due to landslide the District cannot be approached from outside. All roads  and railways leading to Haflong is blocked since 15/05/2022 to 16/5/2022 | 200",17-05-2022,{'Haflong ': 9},,,,
Dima-Hasao,"Haflong - Lodi village near Devi Mandir, Haflong | A person named Smt. Laleukamle Newme was severely injured and her daughter Smt. Pauheuyile Newme got a minor injuries during a landslide at Lodi village, Haflong. At present, both admitted at Haflong Civil Hospital on 16 May, 2022 | 3",29-05-2022,{'Haflong ': 2},,,,
Dima-Hasao,"Haflong - 1.) Landslide at Dehangi 2.)Kalachand-Koladisa Road (Maibang) blocked due to landslide 3.)Landslide at Gunjung village | Landslide at Dehangi on 17 June 2022, Kalachand-Koladisa Road (Maibang) blocked due to landslide on 17 June 2022, Landslide at Gunjung village on 17 June 2022. | 0",17-06-2022,{'Haflong ': 4},,,,
Dima-Hasao,Haflong - 1.Topodisa 2. Moulhoi | 1. Due to landslide on 21.05.2022 at Topodisa morning one house was several damaged and 5 members of the family affect. 2. Due to landslide more then 25 house were severely damaged due to landslide at Moulhoi on 21.05.22 and the road between moulhoi and mahadev tilla is completely blocked | 5,21-05-2022,{'Haflong ': 3},,,,
Dima-Hasao,"Haflong - 1. Landslide near Ruina Gas Service, Haflong 2. Landslide at multiple points in between Mahur-Laisong Road 3. Gunjung High School Road being steadily washed away from the side due to fast flowing water | 1. Landslide near Ruina Gas Service, Haflong 2. Landslide at multiple points in between Mahur-Laisong Road 3. Gunjung High School Road being steadily washed away from the side due to fast flowing water as per information recieved from PWRD, Haflng on 16/06/2022 | 0",16-06-2022,{'Haflong ': 5},,,,
Kamrup (M),"Guwahati - Chitrachal Nabagraha , Kamakhya Nursery | Landslide occured on 19/06/2022 | 5",19-06-2022,{'Guwahati ': 2},,,,
Kamrup (M),"Dispur - 2No. Mathgheria, Jonaki Nagar near BSNL Tower | A landslide incident took place on 25/06/2022 at 2No. Mathgheria, Jonaki Nagar near BSNL Tower. No casualty. | 0",25-06-2022,{},,,,
Kamrup (M),"Guwahati - Ulubari ISKON Temple | A incident of landslide has occured by falling wall of ISKON Temple. Date of Occurence- 17/05/2022.Casuality- NilLatitude- 26.1765628949,  Longitude-91.7589627481 | 0",17-05-2022,{'Guwahati ': 1},,,,
Kamrup (M),"Guwahati - Kailashpur Kharghuli, Nijarapara Chandmari | Two Releif Camp opened at 1.Nabagraha Sisu vidlaya, 2. baidik school , total inmates in relief camp 23, the Landslide Occurred on 15/06/2022 & Camps are still open till today (21/06/2022) | 0",21-06-2022,{'Guwahati ': 2},,,,
Kamrup (M),"Dispur - Hengrabari, Bishnu Rabha Path, Naba Nagar | On 05/06/2022 a landslide incident occurred at Hengrabari, Bishnu Rabha Path, Naba Nagar at Rani Mazumdar’s residence (Ph no- 7002830474). Caused partial damage to her residence. No casualties were reported. | 0",06-06-2022,{},,,,
Kamrup (M),"Guwahati - Kharguli, Devgiri Path | A landslide incident occured on 28/06/2022, no casualty | 0,  Dispur - Bhabinapur, Noonmati | A landslide occured on 29/06/2022 at Bhabinapur, Noonmati. Name of Deceased- Prakash Deka, Age-45 years. S/O- Lt. Ugra Deka of Nanagaon,p.s-Ghorapar, District- Nalbari. Contact No-7896875651 ( son of the deceased) | 1",29-06-2022,{'Guwahati ': 2},,,,
Kamrup (M),"Dispur - Bonda Colony | A landslide incident took place on 20/05/2022 at Bonda Colony at Modhu Hazong residents and no casualties during field investigations. To avoid any unforseen incidents residents Modhu Hazong, Anjima Hajong were instructed to go to a secure location. information Received- Gaonbura Bonda Circle Casualty- Nil Longitude- 91.847714 Latitude- 26.189132 Date of Occurence- 20/05/2022 | 0",21-05-2022,{},,,,
Kamrup (M),"Chandrapur - Chandrapur Bagicha(Aranya Nagar) | 1)Haren Gogoi,lat : 26.209318 long: 91.870333 2)Bimal Sarkar,lat: 26.236914 long: 91.941804 3)Biju Phukan,Lat : 26.2372 long: 91.941242 Occurred on 17/06/2022 Information received from concerned LM No casualty | 0,  Guwahati - Jyoti Nagar, Malibagan, Sunsali | Landslide incident occured on 17/06/2022 Major: Jyoti Nagar (26.187722, 91.794975) partially house damaged Minor: Malibagan, Sunsali | 12,  Sonapur - 10th Mile Hastinapur | Landslide incident occured on 17/06/2022 at 10th Mile Hastinapur. No Casualty | 0,  Dispur - 8TH Mile Krishna Nagar, BONDAGhulaigaon, Baikunthapur, Kacharibasti | Landslide incident occured on 17/06/2022 . Guard wall collapsed. Paetial Damage. No casualty | 13",17-06-2022,"{'Chandrapur ': 1, 'Guwahati ': 3, 'Sonapur ': 1}",,,,
Kamrup (M),"Chandrapur - occured at Kharghuli N.C(ramching chapori).no casulaty,the residents were asked to immediately vacate the area and move to safe location. | Landslide occured on 18/06/2022. Partial Damage. No casualty | 0,  Sonapur - Amching Jorabat | Landslide occurred near Ananda Das's house. The family was evacuated from the site immediately and shifted to safer place. Date- 18/06/2022 | 4,  Guwahati - Pub Sarania, Joypur Kharghuli | Landslide incident occured on 18-06-2022 | 7,  Dispur - Hengrabari | Landslide incident occured on 18/06/2022 at Hengrabari, near Nabajyoti Club: Deepak Choudhury's residence suffered partial damage and Abani Chetia Bora Sin's residence is partially damaged and could collapse anytime. Both the families are asked to vacate the area immediately. Partial Damage. No Casualty | 8",18-06-2022,"{'Chandrapur ': 2, 'Sonapur ': 1, 'Guwahati ': 2}",,,,
Kamrup (M),"Azara - Pamohi Road, Matiyapahar | Few boulders fell down. dated 14/06/2022 | 0,  Sonapur - Amching Jorabat | A Guard wall collapsed and fall onto a pucca house which got partially damaged. 3 nos.of houses partially damaged and lying in vulnerable condition. Families were evacuated and shifted to a safer place. Occured on 14/06/2022 | 14,  Guwahati - Boragaon, Chandmari Nizarapara, Happy Villa, Uzan Bazari, Navagraha Hills , Kharghuli Beltol, Krishna Nagar, Chandmari, Maligaon, Devkatanagar, 2no Maszid, Durgasarubar, Gandhibasti bye lane 3, North Jyoti Nagar, Matri Mandir | A 12 nos of major and minor landslide incidents occured under Guwahati Revenue Circle on 14/06/2022. At Boragaon 4 nos of person lost their lives. | 0,  Dispur - Hengrabari , Moithghoria, Bamunpara, Sawkuchi, Pratiksha | Occured on today 14/06/2022 | 550",14-06-2022,"{'Sonapur ': 1, 'Guwahati ': 15}",,,,
Kamrup (M),"Sonapur - 12th mile, Ambher | An incident of a minor landslide occurred on 16/06/2022 at 12th mile, Ambher village under Sonapur RC where a house was partially damaged. Affected family shifted to a safer place and relief materials was distributed. | 5,  Guwahati - Kailashpur Kharghuli, Nursery Kamakhya, Kamakhya Gate, Salbari Noonmati, Pub Jyoti Nagar, Purbhachal Path Hill Side near Red Cross Hospital | Landslide incident occured on 16/06/2022 Major: Kailashpur(26.193583, 91.770221), Kharghuli , Salbari( 26.19154, 91.803638), Nursery Kamakhya(26.161834, 91.713693) Minor: Pubjyotinagar, Kamakhya Gate (26.9448, 91.41467) | 62,  Dispur - Hengrabari, Kailashpur, Amgaon-Bonda, Nur Nagar Noonmati, | Landslide incident occured on 16/02/2022 at Hengrabari, Kailashpur, Amgaon-Bonda, Nur Nagar Noonmati. Partial Damage, No Casualty | 27",16-06-2022,"{'Sonapur ': 2, 'Guwahati ': 6}",,,,
Kamrup (M),"Chandrapur - Kharguli No.2, Birkuchi, Narengi Tinali, Kharguli | A landslide incident occured on 15/06/2022 at Kharguli No.2, Birkuchi, Narengi Tinali, Kharguli. No casualty Coordinates- Latitude-26.182912, Longitude- 91.838038 | 0,  Azara - Nepali Basti Hill, Pathon | A Shallow landslide occured in Nepali Basti, Patgon on 14/06/2022 due to which small amount of debris slid down. Besides due to the prevailing weather conditions there is further possibility of landslide. The residents voluntarily moved out of the place and are currently sleeping out at their relative's place during night. They do come back to their residence during the day for some necessary work. | 0,  Guwahati - Fatasil Amabari, Pyoli Phukon Nagar, Amiya Nagar. Total-3 | Landslide occured on 15/06/2022 | 0,  Dispur - Narakasur, Japorigog Krishna Nagar, Bhagaddata Path Geetanagar, Kalapahar Nirgam Annand, Kailashnagar Pub Bhabanipur, 8th Mile, Lichubagan-Hengrabari, Nabanagar Hengrabari, Noonmati Garden, 2No. Bapuji Nagar-Noonmati | 1. Narakasur-Border wall Collapse partially damaged Nanabora and Ananta Kalitas residence occured at early morning 5am. No casualty Longitude- 91.767769, Latitude- 26.152668. 2. Japorigog Krishna Nagar-. Mozmmil Haque Path. Partial Damage. No casualty Latitude- 26.161888, Longitude- 91.800640. 3. Bhagaddata Path Geetanagar- Wall collapse damaged electric poll. Latitude-26.174138, Longitude-91.795321. 4. Kalapahar Nirgam Annand- Partial landslide, no casualties. 5. Kailashnagar Pub Bhabanipur- Partial LANDSLIDE. No Casualty. 6. 8th Mile- Amerigog Janata Hindi School. No casualty. 7. Lichubagan-Hengrabari- Lichubagan Nizarapar Hengrabati, Border wall Damage. No casualty. 8. Nabanagar Hengrabari- Parial damage. No casualty. 9. Noonmati Garden- Noonmati Garden. No casualty. 10. 2No. Bapuji Nagar-Noonmati- Border wall collapse. No casualty. Date of occurence-15/06/2022, Total Landslide incidents under Dispur Revenue Circle-10 | 0",15-06-2022,"{'Chandrapur ': 4, 'Guwahati ': 3}",,,,
Goalpara,Balijana - Bhalikdubi Part II ( Barpahar) | Landslide occurred in Barpahar Priyanagar LP School Road | 12,19-06-2022,{'Balijana ': 1},,,,
Goalpara,Balijana - Pahartoli village ( ward no. 1 & 2) and Kharmuza | Pahartoli village ( ward no. 1 & 2) and Kharmuza is in the grip of landslide due to on going going rainfall due to which which many families are affected | 153,17-06-2022,{'Balijana ': 1},,,,
Goalpara,Balijana - Paharatoli village (ward no. 1 & 2) and kharmuza | Paharatoli village (ward no. 1 & 2) and kharmuza is in grip of landslide due to which many families are affected. The date of occurrence is 16.06.2022 till date. | 153,18-06-2022,{'Balijana ': 1},,,,
Goalpara,"Balijana - Ward no. 19, Azad Nagar, Moilapathar | Due to incessant rainfall landslide occurred and and road side concrete wall fell down. Due to the landslide 2 (two) nos. of children are death. The date of occurrence 16.06.2022 at around 6.00 am. | 2",16-06-2022,{'Balijana ': 3},,,,
Goalpara,"Balijana - Gobindapur | Due to heavy rainfall landslide occurred in village Gobindapur under Balijana Revenue Circle due to which one family got affected. The Area is approx Length : 5.486 M, breadth : 6.706 M . The data / report is collected by Field Officer, Balijana. Date : 19-05-2022 | 4",20-05-2022,{'Balijana ': 1},,,,
Karimganj,"Karimganj - VILL. SAPNARGOOL , P.O. MAIZGRAM ,DIST KARIMGANJ. | DUE TO HEAVY RAIN",16-07-2022,{'Karimganj ': 3},,,,
Karimganj,"Patherkandi - Duhalia Pt-2, | A kutcha house is partially damaged dtd. 20-06-2022. | 6",21-06-2022,{'Patherkandi ': 2},,,,
Karimganj,Patherkandi - Baitakhal Basti | 1 nos of pucca house damaged partially - Dated 19/06/2022 | 11,19-06-2022,{'Patherkandi ': 1},,,,
Karimganj,RK Nagar - Fakua gram | At Village Fakuagram Total 06 nos of House affected due to landslide on date 19-06-2022 | 32,12-07-2022,{'RK Nagar ': 1},,,,
Karimganj,Karimganj - PATHU | DUE TO INCESSANT RAIN LANDSLIDE OCCURED AT PATHU MAHISHASAN HIGH SCHOOL ON 19/06/2022 AND DAMAGED PARTIALLY.THE REPORT WAS SUBMITTED BY,04-07-2022,{'Karimganj ': 1},,,,
Karimganj,"Karimganj - Vill. - Pathu, W/N - 08, .P.O. - Pathu | due to heavy rain landslide Occurred at vill. - Pathu and House of Karuna Moy Nath, ,S/O. Lt - Kokil Nath, was damaged partially on 18/06/2022. | 5",13-07-2022,{'Karimganj ': 3},,,,
Karimganj,"Patherkandi - Mendibari, Kalkalighat, Puran Chandpur, Lakhipur, Duhalia Pt-3, Duhalia Pt-4, Duhalia pt-2, Eral Pt-4 | landslides occured at various parts of the above mentioned villages on 19/06/2022 | 152",20-06-2022,{'Patherkandi ': 8},,,,
Karimganj,"Patherkandi - Dhualia part -2 | Due to Landslide on 18 June 2022 , one Relief camp - Duhalia Extended High School is still opened till today (29 June 2022) Camp inmates in the camp : Male - 3 ; Female - 3; Children - 6 | 0",29-06-2022,{'Patherkandi ': 1},,,,
Karimganj,"Karimganj - VILL. SAPNARGOOL ,WARD NO .7,GP MAIZGRAM,PS & DIST KARIMGANJ | DUE TO HEAVY RAIN FALL LANDSLIDE OCCURED ON 18/06/2022. AS A RESUILT DWELLING HOUSE OF MALATI DAS , W/O LT. CHITTA RANJAN DAS WAS SEVERELY DAMAGED. | 7",14-07-2022,{'Karimganj ': 4},,,,
Karimganj,"Badarpur - BARTHAL, TAJURTHAL, ANGLAR BAZAR | ON 19/06/2022 DUE TO INCESSANT RAINFALL MULTIPLE LANDSLIDE REPORTED AT VARIOUS LOCATIONS OF BARTHAL, TAJURTHAL, ANGLAR BAZAR RESULTING 40 NOS. OF HOUSES WERE SEVERELY AFFECTED | 210",22-06-2022,{'Badarpur ': 3},,,,
Karimganj,"Karimganj - Vill Sapnargool ,w/N 7, mouza Sapnargool Pt. II , P.O & GP Maizgram | Due to incessant rain landslide occured on 19/06/2022 at sapnargool Pt II , and as a result house of Sankar Das ,S/O Lt Sanat Kr.Das was damaged paritially . | 5",19-07-2022,{'Karimganj ': 4},,,,
Karimganj,"Karimganj - BALIDARA, P.O. LATU SOJPUR,KARIMGANJ | DUE TO INCESSANT RAIN LANDSLIDE OCCURED AT BALIDARA, P.O. LATU SOJPUR, KARIMGANJ AND HOUSE OF RUMA BHATTACHARJEE, W/O BHANU BHATTACHARJEE, WAS PARTIALLY DAMAGED ON 18/06/2022.THE REPORT WAS SUBMITTED BY LR STAFF ON 04/07/2022 | 5",08-07-2022,{'Karimganj ': 3},,,,
Karimganj,"RK Nagar - 1009 no New Lakhinagar L.P. School,Word no. 3 under at Ramkrishnanagar Municipality Board | As per report received on Date 31-05-2022 from the Head Teacher 1009 No New Lakhinagar LP School, the western boundary wall of the said school collapsed due to landslide on 14-05-2022 | 0",01-06-2022,{'RK Nagar ': 2},,,,
Karimganj,"Karimganj - Porgona - Baropara, Mouza - Khulchera Pt-I (Faribagan), Karimganj, P.O. - Aylabari. | Due to incessant rain landslide occurred above mention place on 02/06/2022, where Pucca house of Sokuntala Nayak ,W/O Lt. Abhimanyu Nayak is severely damaged and report submitted by L.R. Staff today (06-06-2022). | 4",06-06-2022,{'Karimganj ': 4},,,,
Karimganj,"(Karimganj) At District - Anipur NEC road to Kandigram-I road | Reported on 27/09/2022 by the Executive Engineer, PWRD, Patharkandi & Ratabari T. R. Divn., Ramkrishnanagar, that road from Anipur NEC to Kandigram-I was badly damaged by landslide due to rain water & flood water from 17-06-2022 to 24-06-2022. Approx. length = 1000m (from 0.00m to 1000m) | 0",27-09-2022,{},,,,
Karimganj,"Badarpur - Badarpur Town Jum Pt- VI and Barthal Pt- XI | On 06-06-2022, landslide reported at 02 (Two) nos of revenue villages namely 1) Badarpur Town Jum Pt VI and 2) Barthal Pt- XI due to incessant rainfall; resulting 02 (Two) nos of Assam Type Pucca Houses got severely affected. The GPS Co-ordinates of the incident site are 1) Latitude- 24.863117, Lon-92.570108 & 2) 24.802094 & 92.533927. The same has been verified and reported today on 07-06-22 | 17",07-06-2022,{'Badarpur ': 1},,,,
Karimganj,"Nilambazar - Abdullapur, Khagaile PtIII, Baniyargool, Ujangaon, Bashudevnagar | Due to incessant rainfall since last few days, dated on 05/06/22, landslide occurred on the above mentioned places where Cutcha house of (I)Chand Ali (Lat-24.743201, Long-92.339486), (II) Abdul Hamid (Lat-24.777333, Long-92.447089) (III) Runu Chanda (Lat-24.707846, Long- 92.30811) (IV)Ashit Baran Das (Lat-24.717388, Long-92.309064) & Pucca House of (V) Abdus Sahid (Lat-24.727059, Long- 92.430543) (VI) Jalal Uddin (Lat-24.744213, Long-92.340164) fully damage. | 34",05-06-2022,{'Nilambazar ': 5},,,,
Karimganj,"(Karimganj) At District - NH-8 road from near Shankar Lohar's House to Giriojamati's house. | Reported on 08/08/2022 by the Executive Engineer, PWRD, Patharkandi & Ratabari T. R. Divn., Ramkrishnanagar, that road from NH-8 near Shankar Lohar's House to Giriojamati's house was badly damaged by landslide due to rain water & flood water from 17-06-2022 to 24-06-2022. Approx. length = 400m (from 0.00m to 1000m) of road was washed out by devastating current of torrential rain and also in some areas side berms, hard crust etc was badly damaged. | 0",14-10-2022,{},,,,
Karimganj,"RK Nagar - Nabingram,Fakuagram,Sannyashipatta,Champaknagr,Eral Part-2,Eral Part-7,Sonaichara Part-1, Gamaria part-1,Bishnunagar Colony ,Bhairavnagar part-2, Vhairavnagar part-3 , Vhairabnagar part-4 | Nabingram,Fakuagram,Sannyashipatta,Champaknagr,Eral Part-2,Eral Part-7,Sonaichara Part-1, Gamaria part-1,Bishnunagar Colony ,Bhairavnagar part-2, Vhairavnagar part-3 , Vhairabnagar part-4 revenue village under ramkrishnanagar revenue Circle area total 76 nos of house affected on date18-06-2022 and 22-06-2022. The same is being update at FRIMS on 28-06-2022. | 342",28-06-2022,{'RK Nagar ': 12},,,,
