District,Total,Big,Small,Poultry,Date,,,,,
Dibrugarh,214,189,25,0,21-05-2022,,,,,
Morigaon,45050,15350,10255,19445,21-05-2022,,,,,
Goalpara,1298,711,587,0,21-05-2022,,,,,
Barpeta,29710,13781,8429,7500,22-05-2022,,,,,
Darrang,58376,20655,15314,22407,22-05-2022,,,,,
Dibrugarh,214,189,25,0,22-05-2022,,,,,
Goalpara,1250,720,530,0,22-05-2022,,,,,
Hojai,5426,872,366,4188,22-05-2022,,,,,
Kamrup,1359,425,310,624,22-05-2022,,,,,
Morigaon,58034,21706,13178,23150,22-05-2022,,,,,
Nagaon,101554,56196,27945,17413,22-05-2022,,,,,
Nalbari,13963,5832,6331,1800,22-05-2022,,,,,
Nagaon,101661,56346,28105,17210,23-05-2022,,,,,
Morigaon,75910,28043,17116,30751,23-05-2022,,,,,
Kamrup,4885,2109,1196,1580,23-05-2022,,,,,
Goalpara,1250,720,530,0,23-05-2022,,,,,
Dibrugarh,214,189,25,0,23-05-2022,,,,,
Darrang,13629,5252,4077,4300,23-05-2022,,,,,
Barpeta,29710,13781,8429,7500,23-05-2022,,,,,
Hojai,270,160,110,0,23-05-2022,,,,,
Nagaon,109284,60385,31122,17777,25-05-2022,,,,,
Cachar,15652,15652,0,0,25-05-2022,,,,,
Dima-Hasao,674,172,159,343,25-05-2022,,,,,
Darrang,2430,1500,700,230,25-05-2022,,,,,
Morigaon,79331,29063,18127,32141,25-05-2022,,,,,
Dima-Hasao,83,47,22,14,26-05-2022,,,,,
Morigaon,79331,29063,18127,32141,26-05-2022,,,,,
Nagaon,109284,60385,31122,17777,26-05-2022,,,,,
Morigaon,79331,29063,18127,32141,27-05-2022,,,,,
Nagaon,90784,49885,25122,15777,27-05-2022,,,,,
Morigaon,79331,29063,18127,32141,28-05-2022,,,,,
Dima-Hasao,53,28,25,0,28-05-2022,,,,,
Nagaon,90784,49885,25122,15777,28-05-2022,,,,,
Dima-Hasao,444,127,87,230,29-05-2022,,,,,
Morigaon,79331,29063,18127,32141,29-05-2022,,,,,
Nagaon,91203,49495,21783,19925,29-05-2022,,,,,
Dima-Hasao,170,20,0,150,30-05-2022,,,,,
Morigaon,79331,29063,18127,32141,30-05-2022,,,,,
Nagaon,75768,42291,16653,16824,30-05-2022,,,,,
Dima-Hasao,25,25,0,0,01-06-2022,,,,,
Nagaon,17365,7775,4120,5470,01-06-2022,,,,,
Morigaon,79331,29063,18127,32141,01-06-2022,,,,,
Morigaon,79331,29063,18127,32141,02-06-2022,,,,,
Nagaon,8713,3512,2310,2891,02-06-2022,,,,,
Morigaon,79331,29063,18127,32141,03-06-2022,,,,,
Nagaon,8603,3474,2562,2567,03-06-2022,,,,,
Nagaon,6902,2713,1948,2241,04-06-2022,,,,,
Dima-Hasao,692,200,216,276,04-06-2022,,,,,
Kamrup,710,240,280,190,15-06-2022,,,,,
Kokrajhar,825,295,210,320,15-06-2022,,,,,
Baksa,2883,1035,648,1200,15-06-2022,,,,,
Darrang,1120,500,620,0,15-06-2022,,,,,
Dhemaji,3212,2102,510,600,15-06-2022,,,,,
Tamulpur,8896,1851,926,6119,15-06-2022,,,,,
Nalbari,28684,16611,10588,1485,15-06-2022,,,,,
Lakhimpur,56,37,19,0,15-06-2022,,,,,
Bajali,4820,3239,1581,0,15-06-2022,,,,,
Sonitpur,1521,1000,521,0,16-06-2022,,,,,
Nalbari,156225,78728,66635,10862,16-06-2022,,,,,
Udalguri,6476,3550,1712,1214,16-06-2022,,,,,
Tamulpur,22237,4894,3281,14062,16-06-2022,,,,,
Nagaon,2050,1025,375,650,16-06-2022,,,,,
Bajali,96148,64181,31967,0,16-06-2022,,,,,
Kokrajhar,5670,1600,870,3200,16-06-2022,,,,,
Kamrup,63604,21525,11601,30478,16-06-2022,,,,,
Hojai,944,121,223,600,16-06-2022,,,,,
Goalpara,62780,32441,23302,7037,16-06-2022,,,,,
Dhemaji,3300,2510,790,0,16-06-2022,,,,,
Darrang,52121,30990,14131,7000,16-06-2022,,,,,
Chirang,1035,210,275,550,16-06-2022,,,,,
Barpeta,180590,59622,21968,99000,16-06-2022,,,,,
Baksa,18901,10213,7088,1600,16-06-2022,,,,,
Lakhimpur,5676,3884,1637,155,16-06-2022,,,,,
Goalpara,80106,41806,29918,8382,17-06-2022,,,,,
Hojai,47210,22460,13330,11420,17-06-2022,,,,,
Kamrup,335459,187791,28873,118795,17-06-2022,,,,,
Kokrajhar,55374,26179,8495,20700,17-06-2022,,,,,
Lakhimpur,15994,9092,4204,2698,17-06-2022,,,,,
Tamulpur,21643,7288,5016,9339,17-06-2022,,,,,
Nalbari,160846,83140,64766,12940,17-06-2022,,,,,
Sonitpur,498,280,218,0,17-06-2022,,,,,
South Salmara,103645,19414,13219,71012,17-06-2022,,,,,
Udalguri,11220,5846,4622,752,17-06-2022,,,,,
Nagaon,14410,8930,3230,2250,17-06-2022,,,,,
Dhemaji,46193,14021,9395,22777,17-06-2022,,,,,
Dhubri,71735,39378,32357,0,17-06-2022,,,,,
Bongaigaon,202817,59150,23732,119935,17-06-2022,,,,,
Barpeta,316996,123519,60795,132682,17-06-2022,,,,,
Baksa,19962,11064,7098,1800,17-06-2022,,,,,
Bajali,92922,51773,26649,14500,17-06-2022,,,,,
Darrang,171979,102638,46841,22500,17-06-2022,,,,,
Barpeta,601542,243350,131213,226979,18-06-2022,,,,,
Bongaigaon,147206,20089,10422,116695,18-06-2022,,,,,
Chirang,2715,840,595,1280,18-06-2022,,,,,
Darrang,222250,126603,62347,33300,18-06-2022,,,,,
Dhemaji,58744,21164,12773,24807,18-06-2022,,,,,
Dhubri,221706,138040,83666,0,18-06-2022,,,,,
Dibrugarh,1754,1477,277,0,18-06-2022,,,,,
Goalpara,52634,32520,11725,8389,18-06-2022,,,,,
Hojai,99612,35185,19927,44500,18-06-2022,,,,,
Kamrup (M),5485,3850,1635,0,18-06-2022,,,,,
Udalguri,8986,4677,3487,822,18-06-2022,,,,,
Tamulpur,18761,5721,6437,6603,18-06-2022,,,,,
South Salmara,271672,104987,74164,92521,18-06-2022,,,,,
Sonitpur,9021,5668,3143,210,18-06-2022,,,,,
Nalbari,218783,105134,86759,26890,18-06-2022,,,,,
Nagaon,50788,29062,13002,8724,18-06-2022,,,,,
Lakhimpur,39307,24406,10876,4025,18-06-2022,,,,,
Kokrajhar,50185,20554,10386,19245,18-06-2022,,,,,
Kamrup,355253,204549,31909,118795,18-06-2022,,,,,
Bajali,100886,56719,29567,14600,18-06-2022,,,,,
Baksa,17170,10214,6956,0,18-06-2022,,,,,
Hojai,71962,35185,19927,16850,19-06-2022,,,,,
Bajali,97784,55857,28477,13450,19-06-2022,,,,,
Baksa,26641,12461,9880,4300,19-06-2022,,,,,
Barpeta,826509,358676,163327,304506,19-06-2022,,,,,
Biswanath,1174,884,290,0,19-06-2022,,,,,
Cachar,15080,12450,2630,0,19-06-2022,,,,,
Hailakandi,1771,690,261,820,19-06-2022,,,,,
Kamrup,379431,219160,41476,118795,19-06-2022,,,,,
Kamrup (M),3710,2450,1260,0,19-06-2022,,,,,
Kokrajhar,36656,12967,5689,18000,19-06-2022,,,,,
Lakhimpur,44537,28318,12066,4153,19-06-2022,,,,,
Nagaon,57189,30563,17288,9338,19-06-2022,,,,,
Morigaon,38000,5500,2500,30000,19-06-2022,,,,,
Sonitpur,31793,16482,15101,210,19-06-2022,,,,,
Golaghat,450,380,70,0,19-06-2022,,,,,
Goalpara,56618,35565,12266,8787,19-06-2022,,,,,
Dibrugarh,1754,1477,277,0,19-06-2022,,,,,
Nalbari,303964,132024,109180,62760,19-06-2022,,,,,
Dhemaji,60050,24387,13945,21718,19-06-2022,,,,,
Dhubri,336739,213779,122960,0,19-06-2022,,,,,
Chirang,9839,4360,2588,2891,19-06-2022,,,,,
Udalguri,13749,6662,6265,822,19-06-2022,,,,,
Tamulpur,21971,10577,10119,1275,19-06-2022,,,,,
South Salmara,271672,104987,74164,92521,19-06-2022,,,,,
Darrang,218987,129201,61201,28585,19-06-2022,,,,,
Sonitpur,11270,7596,3674,0,20-06-2022,,,,,
Udalguri,9772,4972,3978,822,20-06-2022,,,,,
Tamulpur,142132,37614,26396,78122,20-06-2022,,,,,
South Salmara,285895,114287,79087,92521,20-06-2022,,,,,
Nalbari,300130,129894,109135,61101,20-06-2022,,,,,
Darrang,341023,168666,89549,82808,20-06-2022,,,,,
Morigaon,94299,26116,6681,61502,20-06-2022,,,,,
Chirang,7245,3590,2240,1415,20-06-2022,,,,,
Cachar,112320,74152,15898,22270,20-06-2022,,,,,
Bongaigaon,77126,49379,27747,0,20-06-2022,,,,,
Biswanath,34649,24689,9960,0,20-06-2022,,,,,
Barpeta,812849,350283,161571,300995,20-06-2022,,,,,
Baksa,11278,5364,3762,2152,20-06-2022,,,,,
Bajali,96740,55863,28427,12450,20-06-2022,,,,,
Nagaon,88059,48741,28462,10856,20-06-2022,,,,,
Goalpara,68681,43525,12976,12180,20-06-2022,,,,,
Hailakandi,13564,4565,2359,6640,20-06-2022,,,,,
Hojai,91122,26200,20422,44500,20-06-2022,,,,,
Dhubri,380926,233775,147151,0,20-06-2022,,,,,
Kamrup (M),35857,15313,8044,12500,20-06-2022,,,,,
Karimganj,1200,1200,0,0,20-06-2022,,,,,
Kokrajhar,36656,12967,5689,18000,20-06-2022,,,,,
Lakhimpur,34670,20318,9480,4872,20-06-2022,,,,,
Golaghat,420,350,70,0,20-06-2022,,,,,
Kamrup,265651,212793,35075,17783,20-06-2022,,,,,
Dhemaji,30792,19193,11599,0,20-06-2022,,,,,
Nagaon,111984,53005,35959,23020,21-06-2022,,,,,
Tamulpur,110756,29267,20575,60914,21-06-2022,,,,,
South Salmara,285895,114287,79087,92521,21-06-2022,,,,,
Sonitpur,34193,23201,10992,0,21-06-2022,,,,,
Nalbari,318600,155377,125882,37341,21-06-2022,,,,,
Bajali,119296,75449,33367,10480,21-06-2022,,,,,
Baksa,16290,9472,5754,1064,21-06-2022,,,,,
Barpeta,864648,351884,161869,350895,21-06-2022,,,,,
Biswanath,35373,25438,9935,0,21-06-2022,,,,,
Cachar,36985,27985,9000,0,21-06-2022,,,,,
Chirang,7245,3590,2240,1415,21-06-2022,,,,,
Darrang,291705,174501,72699,44505,21-06-2022,,,,,
Bongaigaon,17479,10101,7378,0,21-06-2022,,,,,
Dhubri,560798,303637,208461,48700,21-06-2022,,,,,
Lakhimpur,36616,18248,8946,9422,21-06-2022,,,,,
Dhemaji,21499,14595,6904,0,21-06-2022,,,,,
Karimganj,23822,10294,2518,11010,21-06-2022,,,,,
Kamrup (M),9904,6640,3264,0,21-06-2022,,,,,
Kamrup,446273,382696,45794,17783,21-06-2022,,,,,
Kokrajhar,24436,8644,3792,12000,21-06-2022,,,,,
Hailakandi,20065,7355,5340,7370,21-06-2022,,,,,
Golaghat,2000,1200,800,0,21-06-2022,,,,,
Goalpara,76496,55002,12707,8787,21-06-2022,,,,,
Dibrugarh,450,355,95,0,21-06-2022,,,,,
Hojai,81303,31413,17120,32770,21-06-2022,,,,,
Morigaon,106062,37663,16132,52267,21-06-2022,,,,,
Goalpara,105949,75121,24323,6505,22-06-2022,,,,,
Bajali,109896,73449,33367,3080,22-06-2022,,,,,
Baksa,7621,4291,2818,512,22-06-2022,,,,,
Barpeta,1020185,351346,195258,473581,22-06-2022,,,,,
Darrang,398038,206273,133831,57934,22-06-2022,,,,,
Dhemaji,5886,4415,1471,0,22-06-2022,,,,,
Dhubri,227232,134820,92412,0,22-06-2022,,,,,
Dibrugarh,450,355,95,0,22-06-2022,,,,,
Biswanath,12094,8810,3284,0,22-06-2022,,,,,
Kamrup,469609,404306,50303,15000,22-06-2022,,,,,
Hojai,60258,21111,11987,27160,22-06-2022,,,,,
Tamulpur,11732,2566,3500,5666,22-06-2022,,,,,
South Salmara,285808,114287,79000,92521,22-06-2022,,,,,
Sonitpur,33627,22846,10781,0,22-06-2022,,,,,
Nalbari,231723,101653,94629,35441,22-06-2022,,,,,
Hailakandi,13657,4575,3154,5928,22-06-2022,,,,,
Morigaon,120717,41838,19372,59507,22-06-2022,,,,,
Lakhimpur,25025,12572,6231,6222,22-06-2022,,,,,
Karimganj,42180,23939,7231,11010,22-06-2022,,,,,
Kamrup (M),28853,14575,7902,6376,22-06-2022,,,,,
Nagaon,106546,54772,37481,14293,22-06-2022,,,,,
Tamulpur,34626,12281,10404,11941,23-06-2022,,,,,
South Salmara,285895,114287,79087,92521,23-06-2022,,,,,
Sonitpur,33627,22846,10781,0,23-06-2022,,,,,
Nalbari,226741,103504,94737,28500,23-06-2022,,,,,
Nagaon,107853,54232,38250,15371,23-06-2022,,,,,
Lakhimpur,12674,8199,4475,0,23-06-2022,,,,,
Karimganj,40723,26025,3688,11010,23-06-2022,,,,,
Kamrup (M),20588,11097,6093,3398,23-06-2022,,,,,
Kamrup,511857,425256,54351,32250,23-06-2022,,,,,
Hojai,44268,16888,5652,21728,23-06-2022,,,,,
Golaghat,3800,2300,1500,0,23-06-2022,,,,,
Goalpara,109947,70353,23799,15795,23-06-2022,,,,,
Dibrugarh,1050,660,390,0,23-06-2022,,,,,
Dhubri,302252,170842,131410,0,23-06-2022,,,,,
Darrang,277748,157075,81410,39263,23-06-2022,,,,,
Cachar,116717,76059,18388,22270,23-06-2022,,,,,
Biswanath,12094,8810,3284,0,23-06-2022,,,,,
Barpeta,1006107,347804,193622,464681,23-06-2022,,,,,
Baksa,6853,4077,2630,146,23-06-2022,,,,,
Bajali,106626,68729,31317,6580,23-06-2022,,,,,
Hailakandi,4250,1066,746,2438,23-06-2022,,,,,
Dhemaji,6527,4687,1840,0,23-06-2022,,,,,
Morigaon,104695,38047,19141,47507,23-06-2022,,,,,
South Salmara,186606,86629,51989,47988,24-06-2022,,,,,
Bajali,13215,8880,2957,1378,24-06-2022,,,,,
Sonitpur,36157,24739,11418,0,24-06-2022,,,,,
Nalbari,145823,77883,62350,5590,24-06-2022,,,,,
Nagaon,110486,54734,39504,16248,24-06-2022,,,,,
Morigaon,107145,39047,19391,48707,24-06-2022,,,,,
Lakhimpur,21421,8256,6635,6530,24-06-2022,,,,,
Karimganj,20372,7486,1876,11010,24-06-2022,,,,,
Kamrup,442964,379084,48880,15000,24-06-2022,,,,,
Kamrup (M),5805,4320,1393,92,24-06-2022,,,,,
Goalpara,44920,24726,11661,8533,24-06-2022,,,,,
Dhubri,185018,106440,78578,0,24-06-2022,,,,,
Dhemaji,6057,4041,2016,0,24-06-2022,,,,,
Darrang,254152,132468,77621,44063,24-06-2022,,,,,
Cachar,29404,22990,6414,0,24-06-2022,,,,,
Barpeta,944626,337321,169224,438081,24-06-2022,,,,,
Baksa,10179,6365,3314,500,24-06-2022,,,,,
Hojai,35406,13509,4516,17381,24-06-2022,,,,,
South Salmara,180298,86329,51739,42230,25-06-2022,,,,,
Tamulpur,7237,2575,1255,3407,25-06-2022,,,,,
Sonitpur,2821,2100,721,0,25-06-2022,,,,,
Nagaon,113714,55683,40689,17342,25-06-2022,,,,,
Bajali,1327,451,113,763,25-06-2022,,,,,
Nalbari,120365,61072,55643,3650,25-06-2022,,,,,
Dibrugarh,1566,1022,544,0,25-06-2022,,,,,
Goalpara,23755,11563,5652,6540,25-06-2022,,,,,
Kamrup,194161,150352,28809,15000,25-06-2022,,,,,
Kamrup (M),9991,5379,2380,2232,25-06-2022,,,,,
Karimganj,42834,23527,8296,11011,25-06-2022,,,,,
Dhubri,136533,79593,56940,0,25-06-2022,,,,,
Darrang,248167,130535,74968,42664,25-06-2022,,,,,
Morigaon,92195,35547,18141,38507,25-06-2022,,,,,
Cachar,122456,77967,19507,24982,25-06-2022,,,,,
Barpeta,892889,323365,162243,407281,25-06-2022,,,,,
Lakhimpur,16178,7060,2768,6350,25-06-2022,,,,,
Baksa,4875,3021,1854,0,25-06-2022,,,,,
Dhemaji,5338,3532,1806,0,25-06-2022,,,,,
South Salmara,36442,11262,6492,18688,26-06-2022,,,,,
Tamulpur,3204,1054,565,1585,26-06-2022,,,,,
Nalbari,75215,33489,38076,3650,26-06-2022,,,,,
Kamrup,186961,146202,25759,15000,26-06-2022,,,,,
Darrang,242627,127980,72961,41686,26-06-2022,,,,,
Dhemaji,6230,4274,1956,0,26-06-2022,,,,,
Goalpara,466,87,28,351,26-06-2022,,,,,
Kamrup (M),7805,3730,1850,2225,26-06-2022,,,,,
Karimganj,15801,13311,2375,115,26-06-2022,,,,,
Lakhimpur,16358,7060,2768,6530,26-06-2022,,,,,
Nagaon,114326,56008,40720,17598,26-06-2022,,,,,
Morigaon,90195,35047,19641,35507,26-06-2022,,,,,
Bajali,3594,1647,1277,670,26-06-2022,,,,,
Barpeta,787507,289466,139566,358475,26-06-2022,,,,,
Baksa,3826,2458,1368,0,26-06-2022,,,,,
Kamrup,76228,62904,13324,0,27-06-2022,,,,,
Morigaon,91180,41179,19196,30805,27-06-2022,,,,,
Kamrup (M),7367,3296,1839,2232,27-06-2022,,,,,
Karimganj,7552,5676,1876,0,27-06-2022,,,,,
Darrang,242627,127980,72961,41686,27-06-2022,,,,,
Barpeta,639427,242828,116493,280106,27-06-2022,,,,,
Baksa,2889,1856,1033,0,27-06-2022,,,,,
Bajali,4473,1101,798,2574,27-06-2022,,,,,
Lakhimpur,17577,5852,3260,8465,27-06-2022,,,,,
Nagaon,120289,56016,40835,23438,27-06-2022,,,,,
Tamulpur,3204,1054,565,1585,27-06-2022,,,,,
Dhemaji,7299,4799,2500,0,27-06-2022,,,,,
Kamrup,10633,6982,3651,0,28-06-2022,,,,,
Kamrup (M),2570,1514,667,389,28-06-2022,,,,,
Nagaon,118945,57322,38070,23553,28-06-2022,,,,,
Dibrugarh,40,15,25,0,28-06-2022,,,,,
Lakhimpur,25969,9804,4472,11693,28-06-2022,,,,,
Dhemaji,5290,3371,1886,33,28-06-2022,,,,,
Bajali,6950,1182,1462,4306,28-06-2022,,,,,
Cachar,130456,85967,19507,24982,28-06-2022,,,,,
Bongaigaon,4567,1412,505,2650,28-06-2022,,,,,
Biswanath,14406,11665,2741,0,28-06-2022,,,,,
Barpeta,529185,201660,99819,227706,28-06-2022,,,,,
Tamulpur,3204,1054,565,1585,28-06-2022,,,,,
Darrang,149279,64365,46999,37915,28-06-2022,,,,,
Morigaon,103690,41179,20496,42015,28-06-2022,,,,,
Nagaon,124437,57326,38080,29031,29-06-2022,,,,,
Bajali,11479,5618,1396,4465,29-06-2022,,,,,
Barpeta,534705,201620,99549,233536,29-06-2022,,,,,
Biswanath,18677,13325,5352,0,29-06-2022,,,,,
Cachar,168545,111513,37569,19463,29-06-2022,,,,,
Darrang,145096,64325,45922,34849,29-06-2022,,,,,
Dhemaji,25460,14512,7803,3145,29-06-2022,,,,,
Dibrugarh,40,15,25,0,29-06-2022,,,,,
Kamrup,19266,7945,3821,7500,29-06-2022,,,,,
Kamrup (M),1631,1008,414,209,29-06-2022,,,,,
Lakhimpur,27948,17683,7571,2694,29-06-2022,,,,,
Morigaon,108393,42700,21447,44246,29-06-2022,,,,,
Tamulpur,3219,1059,569,1591,29-06-2022,,,,,
Biswanath,11487,8344,3143,0,30-06-2022,,,,,
Darrang,158739,79695,44528,34516,30-06-2022,,,,,
Dhemaji,28314,19458,8856,0,30-06-2022,,,,,
Dibrugarh,15285,7595,4713,2977,30-06-2022,,,,,
Morigaon,99837,37898,19060,42879,30-06-2022,,,,,
Kamrup (M),1369,861,323,185,30-06-2022,,,,,
Lakhimpur,50758,25065,13569,12124,30-06-2022,,,,,
Majuli,20125,15988,4137,0,30-06-2022,,,,,
Bajali,7840,4340,1110,2390,30-06-2022,,,,,
Kamrup,5670,4100,1570,0,30-06-2022,,,,,
Barpeta,514935,189610,98059,227266,30-06-2022,,,,,
Sonitpur,470,320,150,0,30-06-2022,,,,,
Nagaon,124464,57317,38102,29045,30-06-2022,,,,,
Udalguri,1800,0,0,1800,01-07-2022,,,,,
Kamrup (M),1066,748,235,83,01-07-2022,,,,,
Sonitpur,917,605,312,0,01-07-2022,,,,,
Dhemaji,37697,24683,11668,1346,01-07-2022,,,,,
Darrang,140246,61565,44376,34305,01-07-2022,,,,,
Lakhimpur,42173,22247,11243,8683,01-07-2022,,,,,
Majuli,25936,19461,6475,0,01-07-2022,,,,,
Kamrup,5670,4100,1570,0,01-07-2022,,,,,
Dibrugarh,21830,9805,5982,6043,01-07-2022,,,,,
Bajali,2941,545,566,1830,01-07-2022,,,,,
Baksa,7152,3750,3402,0,01-07-2022,,,,,
Nalbari,17790,7990,9800,0,01-07-2022,,,,,
Nagaon,112536,52359,33114,27063,01-07-2022,,,,,
Biswanath,11487,8344,3143,0,01-07-2022,,,,,
Morigaon,132144,42142,20928,69074,01-07-2022,,,,,
Barpeta,393704,129575,67441,196688,01-07-2022,,,,,
Barpeta,416685,157636,66921,192128,02-07-2022,,,,,
Sonitpur,1167,805,362,0,02-07-2022,,,,,
Sivasagar,4085,2789,1296,0,02-07-2022,,,,,
Bajali,2183,431,422,1330,02-07-2022,,,,,
Nagaon,98053,45348,29760,22945,02-07-2022,,,,,
Lakhimpur,16997,8113,3448,5436,02-07-2022,,,,,
Kamrup,2500,2000,500,0,02-07-2022,,,,,
Hailakandi,47629,16191,10156,21282,02-07-2022,,,,,
Golaghat,350,265,85,0,02-07-2022,,,,,
Dibrugarh,21857,8795,6444,6618,02-07-2022,,,,,
Dhemaji,21003,19292,1711,0,02-07-2022,,,,,
Darrang,120,120,0,0,02-07-2022,,,,,
Biswanath,12183,8006,4177,0,02-07-2022,,,,,
Morigaon,135949,43332,22211,70406,02-07-2022,,,,,
Kamrup (M),1019,729,215,75,02-07-2022,,,,,
Sonitpur,1602,1053,549,0,03-07-2022,,,,,
Sivasagar,4085,2789,1296,0,03-07-2022,,,,,
Nagaon,91905,41535,28561,21809,03-07-2022,,,,,
Lakhimpur,13481,5712,3248,4521,03-07-2022,,,,,
Kamrup (M),904,686,173,45,03-07-2022,,,,,
Kamrup,1620,1100,520,0,03-07-2022,,,,,
Morigaon,135949,43332,22211,70406,03-07-2022,,,,,
Dhemaji,1035,761,274,0,03-07-2022,,,,,
Darrang,3525,1320,905,1300,03-07-2022,,,,,
Barpeta,326292,124338,45811,156143,03-07-2022,,,,,
Bajali,470,230,110,130,03-07-2022,,,,,
Dibrugarh,10081,5054,2459,2568,03-07-2022,,,,,
Morigaon,131049,41132,21811,68106,04-07-2022,,,,,
Lakhimpur,3638,1870,1118,650,04-07-2022,,,,,
Kamrup (M),672,475,152,45,04-07-2022,,,,,
Dibrugarh,23576,7966,7973,7637,04-07-2022,,,,,
Darrang,27225,8620,13405,5200,04-07-2022,,,,,
Barpeta,262699,103468,35791,123440,04-07-2022,,,,,
Bajali,324,170,85,69,04-07-2022,,,,,
Nagaon,85091,39884,27573,17634,04-07-2022,,,,,
Sonitpur,1667,1105,562,0,04-07-2022,,,,,
Darrang,120,120,0,0,05-07-2022,,,,,
Barpeta,100787,41477,14518,44792,05-07-2022,,,,,
Dibrugarh,20076,6750,7513,5813,05-07-2022,,,,,
Bajali,324,170,85,69,05-07-2022,,,,,
Kamrup (M),473,371,102,0,05-07-2022,,,,,
Lakhimpur,4761,1555,746,2460,05-07-2022,,,,,
Morigaon,125549,40332,21111,64106,05-07-2022,,,,,
Nagaon,65769,32758,21057,11954,05-07-2022,,,,,
Tamulpur,1051,360,260,431,05-07-2022,,,,,
Nagaon,26017,10475,9862,5680,08-07-2022,,,,,
Tamulpur,1051,360,260,431,08-07-2022,,,,,
Dibrugarh,17556,5992,6649,4915,08-07-2022,,,,,
Morigaon,97549,35332,19111,43106,08-07-2022,,,,,
Bajali,437,212,175,50,09-07-2022,,,,,
Dibrugarh,7033,2760,2303,1970,09-07-2022,,,,,
Morigaon,97549,35332,19111,43106,09-07-2022,,,,,
Nagaon,2540,1250,750,540,09-07-2022,,,,,
Morigaon,71839,26332,14611,30896,12-07-2022,,,,,
Nagaon,1818,922,501,395,12-07-2022,,,,,
Morigaon,71839,26332,14611,30896,14-07-2022,,,,,
Dhemaji,53567,16667,10649,26251,01-08-2022,,,,,
Lakhimpur,9451,3620,1941,3890,01-08-2022,,,,,
Nalbari,4698,1879,1698,1121,01-08-2022,,,,,
Bajali,87,22,65,0,01-08-2022,,,,,
Bajali,1644,667,752,225,02-08-2022,,,,,
Dhemaji,47204,14141,9802,23261,02-08-2022,,,,,
Lakhimpur,4342,1435,927,1980,02-08-2022,,,,,
Udalguri,1590,800,768,22,02-08-2022,,,,,
