District,RevenueCircle,Population affected,Date
Bongaigaon,srijangram,0,2022-05-18
Darrang,patharighat,24395,2022-05-18
Darrang,mangaldoi,30390,2022-05-18
Darrang,dalgaon,4977,05-18-2022
Darrang,sipajhar,800,2022-05-18
Dhemaji,gogamukh,71,05-18-2022
Dhemaji,jonai,0,2022-05-18
Dhemaji,dhemaji,258,05-18-2022
Dhemaji,sissiborgaon,0,05-18-2022
Dibrugarh,chabua,4587,2022-05-18
Dima-Hasao,haflong,2200,05-18-2022
Charaideo,sapekhati,190,2022-05-18
Kamrup (M),chandrapur,0,2022-05-19
Lakhimpur,nowboicha,915,2022-05-19
Lakhimpur,narayanpur,0,2022-05-19
Lakhimpur,bihpuria,2962,2022-05-19
Lakhimpur,north,1499,2022-05-19
Karbi Anglong West,donkamokam,1995,2022-05-19
Karimganj,karimganj,10004,2022-05-19
Karimganj,badarpur,2027,2022-05-19
Kokrajhar,bagribari,0,2022-05-19
Kokrajhar,bhawraguri,0,05-19-2022
Majuli,majuli,0,2022-05-19
Majuli,ujani,0,05-19-2022
Dibrugarh,chabua,4587,05-19-2022
Nagaon,kampur,237158,05-19-2022
Nagaon,raha,79305,2022-05-19
Nagaon,nagaon,14778,2022-05-19
Nalbari,barbhag,0,2022-05-19
Nalbari,barkhetri,0,2022-05-19
Nalbari,nalbari,0,2022-05-19
Nalbari,tihu,7964,2022-05-19
Nalbari,paschim,955,2022-05-19
Nalbari,ghograpar,0,2022-05-19
Sonitpur,naduar,738,2022-05-19
Sonitpur,tezpur,1201,2022-05-19
Sonitpur,thelamara,0,2022-05-19
Sonitpur,dhekiajuli,0,05-19-2022
Sonitpur,chariduar,4632,05-19-2022
Udalguri,harisinga,0,2022-05-19
Udalguri,khairabari,289,2022-05-19
Udalguri,kalaigaon,8922,2022-05-19
Udalguri,udalguri,1921,2022-05-19
Kamrup,chamaria,0,2022-05-19
Kamrup,nagarbera,0,2022-05-19
Kamrup,kayan,0,2022-05-19
Kamrup,rangia,57,05-19-2022
Morigaon,mayong,0,2022-05-19
Morigaon,morigaon,894,2022-05-19
Hojai,lanka,3852,2022-05-19
Hojai,doboka,53838,2022-05-19
Hojai,hojai,39680,2022-05-19
Barpeta,sarthebari,0,2022-05-19
Barpeta,chenga,0,2022-05-19
Barpeta,kalgachia,0,2022-05-19
Barpeta,baghbar,0,2022-05-19
Goalpara,matia,0,2022-05-19
Goalpara,balijana,0,2022-05-19
Goalpara,rongjuli,0,2022-05-19
Goalpara,lakhipur,0,2022-05-19
Bajali,bajali,36,2022-05-19
Hailakandi,algapur,1850,2022-05-19
Biswanath,biswanath,1434,2022-05-19
Biswanath,naduar,1450,2022-05-19
Biswanath,gohpur,3608,2022-05-19
Biswanath,halem,5862,05-19-2022
Bongaigaon,manikpur,0,05-19-2022
Bongaigaon,srijangram,0,2022-05-19
Cachar,katigorah,110575,2022-05-19
Cachar,udharbond,1205,2022-05-19
Cachar,silchar,30000,2022-05-19
Cachar,lakhipur,7899,2022-05-19
Cachar,sonai,10105,2022-05-19
Baksa,baksa,0,2022-05-19
Dhemaji,jonai,0,2022-05-19
Dhemaji,sissiborgaon,0,2022-05-19
Dhemaji,dhemaji,644,2022-05-19
Dhubri,gauripur,0,2022-05-19
Dhubri,dhubri,0,05-19-2022
Dhubri,athani,0,05-19-2022
Dhubri,chapar,0,2022-05-19
Dima-Hasao,haflong,1011,2022-05-19
Darrang,dalgaon,3977,2022-05-19
Darrang,patharighat,26433,2022-05-19
Darrang,mangaldoi,30860,2022-05-19
Darrang,sipajhar,466,2022-05-19
Hojai,lanka,1919,2022-05-20
Hojai,hojai,55943,2022-05-20
Hojai,doboka,53159,2022-05-20
Majuli,ujani,0,2022-05-20
Majuli,majuli,0,2022-05-20
Lakhimpur,subansiri,40,2022-05-20
Lakhimpur,north,1825,2022-05-20
Lakhimpur,narayanpur,0,2022-05-20
Lakhimpur,bihpuria,0,2022-05-20
Kokrajhar,bagribari,0,2022-05-20
Kokrajhar,bhawraguri,0,2022-05-20
Karimganj,karimganj,10996,2022-05-20
Karimganj,badarpur,3166,2022-05-20
Karbi Anglong West,donkamokam,1080,2022-05-20
Kamrup (M),chandrapur,0,2022-05-20
Kamrup,chamaria,0,2022-05-20
Kamrup,chaygaon,0,2022-05-20
Kamrup,nagarbera,0,2022-05-20
Kamrup,hajo,0,2022-05-20
Kamrup,rangia,26,2022-05-20
Kamrup,boko,0,2022-05-20
Kamrup,kayan,0,05-20-2022
Kamrup,kamalpur,0,05-20-2022
Kamrup,goroimari,0,05-20-2022
Jorhat,jorhat,0,05-20-2022
Golaghat,sarupathar,0,2022-05-20
Golaghat,khumtai,0,2022-05-20
Dima-Hasao,haflong,335,2022-05-20
Dibrugarh,chabua,4587,2022-05-20
Dhubri,dhubri,0,2022-05-20
Dhubri,gauripur,0,2022-05-20
Dhubri,golakganj,0,05-20-2022
Dhubri,bilasipara,0,05-20-2022
Dhubri,athani,0,2022-05-20
Dhubri,chapar,0,2022-05-20
Dhemaji,jonai,0,2022-05-20
Dhemaji,dhemaji,644,2022-05-20
Darrang,mangaldoi,29790,2022-05-20
Darrang,dalgaon,1985,05-20-2022
Darrang,patharighat,20809,2022-05-20
Darrang,sipajhar,125,2022-05-20
Charaideo,mahmora,0,2022-05-20
Cachar,katigorah,110575,2022-05-20
Cachar,silchar,32500,2022-05-20
Cachar,udharbond,1755,2022-05-20
Cachar,sonai,12800,2022-05-20
Cachar,lakhipur,8996,2022-05-20
Bongaigaon,manikpur,0,2022-05-20
Bongaigaon,srijangram,0,2022-05-20
Bongaigaon,boitamari,0,2022-05-20
Biswanath,naduar,1450,2022-05-20
Biswanath,biswanath,480,2022-05-20
Biswanath,gohpur,1709,2022-05-20
Biswanath,halem,3108,2022-05-20
Barpeta,barpeta,0,2022-05-20
Barpeta,sarthebari,0,2022-05-20
Barpeta,kalgachia,0,2022-05-20
Barpeta,chenga,0,2022-05-20
Barpeta,baghbar,0,2022-05-20
Morigaon,mayong,0,2022-05-20
Morigaon,morigaon,3185,2022-05-20
Goalpara,lakhipur,0,2022-05-20
Goalpara,balijana,0,2022-05-20
Goalpara,matia,0,2022-05-20
Goalpara,rongjuli,0,2022-05-20
Nagaon,nagaon,17385,2022-05-20
Nagaon,kampur,237158,2022-05-20
Nagaon,raha,81875,2022-05-20
Udalguri,harisinga,0,2022-05-20
Udalguri,kalaigaon,1986,2022-05-20
Udalguri,udalguri,155,2022-05-20
Sonitpur,naduar,958,2022-05-20
Sonitpur,dhekiajuli,0,2022-05-20
Sonitpur,chariduar,4632,2022-05-20
Sonitpur,tezpur,294,2022-05-20
South Salmara,mankachar,0,2022-05-20
Nalbari,barbhag,0,05-20-2022
Nalbari,tihu,3692,2022-05-20
Nalbari,barkhetri,0,2022-05-20
Nalbari,ghograpar,0,2022-05-20
Nalbari,paschim,783,2022-05-20
Nalbari,nalbari,0,2022-05-20
Tinsukia,doomdooma,0,2022-05-20
Golaghat,bokakhat,0,2022-05-21
Golaghat,khumtai,0,2022-05-21
Hojai,lanka,2334,05-21-2022
Hojai,hojai,14639,05-21-2022
Hojai,doboka,53260,2022-05-21
Jorhat,jorhat,0,2022-05-21
Kamrup,chaygaon,0,2022-05-21
Kamrup,nagarbera,0,2022-05-21
Kamrup,chamaria,0,2022-05-21
Kamrup,goroimari,0,2022-05-21
Kamrup,hajo,0,2022-05-21
Kamrup,kayan,0,2022-05-21
Kamrup,boko,0,2022-05-21
Kamrup,kamalpur,0,2022-05-21
Kamrup,rangia,19,05-21-2022
Kamrup (M),chandrapur,0,2022-05-21
Kamrup (M),sonapur,0,2022-05-21
Karbi Anglong West,donkamokam,2099,2022-05-21
Karimganj,karimganj,10996,2022-05-21
Karimganj,badarpur,5386,2022-05-21
Kokrajhar,bagribari,0,2022-05-21
Lakhimpur,subansiri,40,2022-05-21
Lakhimpur,north,1825,2022-05-21
Lakhimpur,narayanpur,0,2022-05-21
Lakhimpur,bihpuria,0,2022-05-21
Morigaon,morigaon,17776,2022-05-21
Morigaon,mayong,0,2022-05-21
Goalpara,lakhipur,0,2022-05-21
Goalpara,balijana,0,2022-05-21
Goalpara,rongjuli,0,2022-05-21
Goalpara,matia,0,2022-05-21
Nagaon,kampur,237158,2022-05-21
Nagaon,raha,82164,2022-05-21
Nagaon,nagaon,20105,2022-05-21
Nalbari,barbhag,0,2022-05-21
Nalbari,nalbari,0,2022-05-21
Nalbari,barkhetri,0,2022-05-21
Nalbari,ghograpar,0,05-21-2022
Nalbari,tihu,0,2022-05-21
Nalbari,paschim,497,2022-05-21
Sivasagar,sonari,0,05-21-2022
Sonitpur,naduar,332,2022-05-21
Sonitpur,dhekiajuli,0,2022-05-21
Sonitpur,chariduar,150,2022-05-21
Sonitpur,tezpur,0,2022-05-21
South Salmara,mankachar,0,2022-05-21
South Salmara,south,0,05-21-2022
Tinsukia,doomdooma,0,2022-05-21
Udalguri,harisinga,0,2022-05-21
Udalguri,kalaigaon,0,2022-05-21
Udalguri,udalguri,413,2022-05-21
Majuli,ujani,0,2022-05-21
Majuli,majuli,0,2022-05-21
Dibrugarh,chabua,4587,05-21-2022
Hailakandi,algapur,79,2022-05-21
Charaideo,sonari,0,2022-05-21
Dhubri,dhubri,0,2022-05-21
Dhubri,golakganj,0,05-21-2022
Dhubri,gauripur,0,05-21-2022
Dhubri,south,0,05-21-2022
Baksa,baksa,0,05-21-2022
Barpeta,barpeta,2536,05-21-2022
Barpeta,sarthebari,0,05-21-2022
Barpeta,kalgachia,0,2022-05-21
Barpeta,chenga,0,2022-05-21
Barpeta,baghbar,0,2022-05-21
Biswanath,naduar,0,2022-05-21
Biswanath,halem,0,2022-05-21
Biswanath,gohpur,582,2022-05-21
Biswanath,biswanath,161,2022-05-21
Dhemaji,jonai,0,2022-05-21
Dhemaji,dhemaji,644,2022-05-21
Darrang,patharighat,18560,2022-05-21
Darrang,dalgaon,1270,05-21-2022
Darrang,mangaldoi,24417,2022-05-21
Darrang,sipajhar,135,2022-05-21
Bongaigaon,manikpur,0,05-21-2022
Bongaigaon,srijangram,0,2022-05-21
Cachar,silchar,37000,2022-05-21
Cachar,katigorah,77967,2022-05-21
Cachar,udharbond,5780,2022-05-21
Cachar,lakhipur,37220,2022-05-21
Cachar,sonai,19987,05-21-2022
Karimganj,karimganj,10996,2022-05-22
Karimganj,badarpur,5386,2022-05-22
Karbi Anglong West,donkamokam,2002,2022-05-22
Kamrup (M),chandrapur,0,2022-05-22
Kamrup (M),sonapur,0,2022-05-22
Nagaon,kampur,237158,05-22-2022
Nagaon,nagaon,24973,2022-05-22
Nagaon,raha,83707,05-22-2022
Kamrup,chamaria,0,2022-05-22
Kamrup,nagarbera,0,2022-05-22
Kamrup,chaygaon,0,2022-05-22
Kamrup,rangia,0,2022-05-22
Kamrup,boko,0,2022-05-22
Kamrup,goroimari,0,2022-05-22
Kamrup,north,0,2022-05-22
Kamrup,hajo,0,2022-05-22
Kamrup,kayan,0,05-22-2022
Kamrup,kamalpur,216,2022-05-22
Jorhat,jorhat,0,2022-05-22
Jorhat,jorhat,0,2022-05-22
Hojai,lanka,975,2022-05-22
Hojai,doboka,52458,2022-05-22
Hojai,hojai,4960,2022-05-22
Golaghat,bokakhat,0,2022-05-22
Golaghat,khumtai,0,05-22-2022
Goalpara,lakhipur,0,2022-05-22
Goalpara,balijana,0,05-22-2022
Goalpara,matia,0,2022-05-22
Goalpara,rongjuli,0,2022-05-22
Dhubri,dhubri,0,2022-05-22
Dhubri,south,0,2022-05-22
Dhubri,gauripur,0,2022-05-22
Dhemaji,jonai,0,2022-05-22
Biswanath,gohpur,131,2022-05-22
Barpeta,barpeta,38,2022-05-22
Barpeta,kalgachia,0,2022-05-22
Barpeta,chenga,0,2022-05-22
Barpeta,sarthebari,0,2022-05-22
Barpeta,baghbar,0,2022-05-22
Cachar,katigorah,97579,05-22-2022
Cachar,udharbond,10203,2022-05-22
Cachar,silchar,37000,2022-05-22
Cachar,lakhipur,44538,2022-05-22
Cachar,sonai,39955,05-22-2022
Udalguri,harisinga,0,2022-05-22
Udalguri,kalaigaon,0,2022-05-22
Udalguri,mazbat,276,05-22-2022
Darrang,patharighat,9717,2022-05-22
Darrang,dalgaon,292,05-22-2022
Darrang,mangaldoi,17992,2022-05-22
Darrang,sipajhar,0,2022-05-22
Sonitpur,naduar,220,2022-05-22
Sonitpur,dhekiajuli,0,2022-05-22
Lakhimpur,narayanpur,0,2022-05-22
Lakhimpur,bihpuria,0,2022-05-22
Majuli,majuli,0,2022-05-22
Majuli,ujani,0,2022-05-22
Morigaon,mayong,0,2022-05-22
Morigaon,morigaon,38538,2022-05-22
Nalbari,barbhag,0,05-22-2022
Nalbari,barkhetri,0,2022-05-22
Nalbari,tihu,0,2022-05-22
Nalbari,ghograpar,0,2022-05-22
Nalbari,nalbari,0,2022-05-22
Nalbari,paschim,115,2022-05-22
Hojai,lanka,621,2022-05-23
Hojai,doboka,42909,2022-05-23
Hojai,hojai,984,2022-05-23
Goalpara,balijana,0,2022-05-23
Goalpara,lakhipur,0,2022-05-23
Goalpara,matia,0,2022-05-23
Goalpara,rongjuli,0,2022-05-23
Dima-Hasao,haflong,879,2022-05-23
Darrang,patharighat,787,2022-05-23
Darrang,mangaldoi,6976,2022-05-23
Darrang,dalgaon,0,05-23-2022
Jorhat,jorhat,0,05-23-2022
Jorhat,jorhat,0,2022-05-23
Cachar,katigorah,91228,2022-05-23
Cachar,udharbond,7503,2022-05-23
Cachar,sonai,33963,2022-05-23
Cachar,lakhipur,33526,2022-05-23
Cachar,silchar,31908,2022-05-23
Barpeta,barpeta,0,2022-05-23
Barpeta,sarthebari,0,2022-05-23
Barpeta,kalgachia,0,2022-05-23
Barpeta,chenga,0,2022-05-23
Barpeta,baghbar,0,2022-05-23
Golaghat,bokakhat,0,05-23-2022
Golaghat,khumtai,0,05-23-2022
Dhubri,bilasipara,0,2022-05-23
Dhubri,athani,0,2022-05-23
Majuli,majuli,0,05-23-2022
Majuli,ujani,0,2022-05-23
Kamrup (M),chandrapur,0,05-23-2022
Kamrup (M),sonapur,527,2022-05-23
Udalguri,kalaigaon,0,2022-05-23
Udalguri,harisinga,0,2022-05-23
Udalguri,udalguri,413,2022-05-23
Udalguri,mazbat,276,2022-05-23
Sonitpur,dhekiajuli,0,05-23-2022
Nalbari,paschim,0,2022-05-23
Nalbari,barkhetri,0,2022-05-23
Nagaon,kampur,237158,2022-05-23
Nagaon,nagaon,29202,2022-05-23
Nagaon,raha,84710,2022-05-23
Morigaon,morigaon,40345,2022-05-23
Morigaon,mayong,0,2022-05-23
Lakhimpur,narayanpur,0,2022-05-23
Lakhimpur,bihpuria,0,2022-05-23
Kamrup,nagarbera,0,2022-05-23
Kamrup,chaygaon,0,2022-05-23
Kamrup,chamaria,0,2022-05-23
Kamrup,kayan,0,2022-05-23
Kamrup,palashbari,0,2022-05-23
Kamrup,rangia,0,2022-05-23
Kamrup,boko,0,2022-05-23
Kamrup,hajo,50,05-23-2022
Kamrup,kamalpur,216,2022-05-23
Kamrup,north,0,2022-05-23
Karbi Anglong West,donkamokam,539,2022-05-23
Karimganj,karimganj,4484,2022-05-23
Karimganj,badarpur,1198,2022-05-23
Lakhimpur,narayanpur,0,2022-05-24
Lakhimpur,bihpuria,0,2022-05-24
Dima-Hasao,haflong,4804,2022-05-24
Darrang,patharighat,644,2022-05-24
Darrang,mangaldoi,4482,2022-05-24
Darrang,dalgaon,0,2022-05-24
Cachar,katigorah,85724,2022-05-24
Cachar,silchar,31931,2022-05-24
Cachar,lakhipur,33526,2022-05-24
Cachar,udharbond,6102,2022-05-24
Cachar,sonai,20671,2022-05-24
Barpeta,sarthebari,0,2022-05-24
Barpeta,kalgachia,0,2022-05-24
Barpeta,chenga,0,2022-05-24
Barpeta,baghbar,0,2022-05-24
Nalbari,barkhetri,0,05-24-2022
Nalbari,paschim,0,2022-05-24
Nagaon,kampur,231211,2022-05-24
Nagaon,nagaon,30370,05-24-2022
Nagaon,raha,84710,2022-05-24
Morigaon,mayong,0,2022-05-24
Morigaon,morigaon,40941,2022-05-24
Goalpara,lakhipur,0,2022-05-24
Goalpara,balijana,0,05-24-2022
Goalpara,matia,0,2022-05-24
Goalpara,dudhnoi,0,2022-05-24
Goalpara,rongjuli,0,2022-05-24
Sonitpur,dhekiajuli,0,2022-05-24
Hojai,hojai,555,2022-05-24
Hojai,doboka,198,2022-05-24
Hojai,lanka,621,2022-05-24
Jorhat,jorhat,0,2022-05-24
Kamrup,chaygaon,0,2022-05-24
Kamrup,nagarbera,0,2022-05-24
Kamrup,chamaria,0,2022-05-24
Kamrup,rangia,0,2022-05-24
Kamrup,hajo,0,2022-05-24
Kamrup,kamalpur,216,2022-05-24
Kamrup,boko,0,05-24-2022
Kamrup (M),chandrapur,0,05-24-2022
Kamrup (M),sonapur,0,05-24-2022
Karbi Anglong West,donkamokam,809,05-24-2022
Karimganj,karimganj,2420,2022-05-24
Karimganj,badarpur,210,2022-05-24
Golaghat,bokakhat,0,2022-05-24
Golaghat,khumtai,0,2022-05-24
Cachar,katigorah,80814,2022-05-25
Cachar,silchar,30923,05-25-2022
Cachar,lakhipur,25544,2022-05-25
Cachar,sonai,20105,2022-05-25
Cachar,udharbond,6102,2022-05-25
Sonitpur,dhekiajuli,0,2022-05-25
Nagaon,kampur,222379,2022-05-25
Nagaon,nagaon,30370,2022-05-25
Nagaon,raha,111743,2022-05-25
Morigaon,morigaon,41036,2022-05-25
Morigaon,mayong,0,2022-05-25
Karimganj,badarpur,35,2022-05-25
Karimganj,karimganj,1190,2022-05-25
Karbi Anglong West,donkamokam,3131,2022-05-25
Golaghat,bokakhat,0,2022-05-25
Golaghat,khumtai,0,2022-05-25
Kamrup,chamaria,0,2022-05-25
Kamrup,hajo,0,2022-05-25
Kamrup,rangia,0,05-25-2022
Kamrup,kamalpur,216,2022-05-25
Kamrup,boko,0,2022-05-25
Hojai,hojai,335,2022-05-25
Hojai,lanka,621,2022-05-25
Goalpara,lakhipur,0,2022-05-25
Goalpara,balijana,0,2022-05-25
Goalpara,rongjuli,0,2022-05-25
Goalpara,matia,0,2022-05-25
Goalpara,dudhnoi,0,2022-05-25
Darrang,patharighat,434,2022-05-25
Dima-Hasao,haflong,492,2022-05-25
Kamrup (M),dispur,0,2022-05-25
Kamrup (M),chandrapur,0,2022-05-25
Kamrup (M),sonapur,0,05-25-2022
Barpeta,kalgachia,0,2022-05-25
Barpeta,chenga,0,2022-05-25
Goalpara,lakhipur,0,2022-05-27
Goalpara,balijana,0,2022-05-27
Goalpara,dudhnoi,0,05-27-2022
Goalpara,rongjuli,0,05-27-2022
Goalpara,matia,0,2022-05-27
Cachar,silchar,30099,2022-05-27
Cachar,katigorah,78305,2022-05-27
Cachar,lakhipur,16906,2022-05-27
Cachar,sonai,18775,2022-05-27
Cachar,udharbond,3910,2022-05-27
Dima-Hasao,haflong,334,2022-05-27
Nagaon,nagaon,57360,2022-05-27
Nagaon,kampur,138598,2022-05-27
Nagaon,raha,115439,2022-05-27
Kamrup (M),sonapur,0,05-27-2022
Morigaon,morigaon,41036,2022-05-27
Morigaon,mayong,0,2022-05-27
Hojai,doboka,0,2022-05-27
Hojai,hojai,90,2022-05-27
Golaghat,khumtai,0,2022-05-27
Kamrup,chamaria,0,05-27-2022
Kamrup,kamalpur,0,2022-05-27
Kamrup,hajo,0,2022-05-27
Kamrup,boko,0,2022-05-27
Cachar,katigorah,67071,2022-05-28
Cachar,lakhipur,8389,2022-05-28
Cachar,sonai,4815,2022-05-28
Cachar,silchar,16368,2022-05-28
Cachar,udharbond,2417,2022-05-28
Morigaon,mayong,0,2022-05-28
Morigaon,morigaon,40843,2022-05-28
Dima-Hasao,haflong,2011,2022-05-28
Goalpara,balijana,0,2022-05-28
Goalpara,lakhipur,0,2022-05-28
Goalpara,dudhnoi,0,05-28-2022
Goalpara,rongjuli,0,2022-05-28
Goalpara,matia,0,2022-05-28
Kamrup,kamalpur,0,2022-05-28
Kamrup,hajo,0,2022-05-28
Kamrup (M),sonapur,0,2022-05-28
Nagaon,nagaon,53185,2022-05-28
Nagaon,kampur,138598,2022-05-28
Nagaon,raha,115439,2022-05-28
