District,Number of damages,Details,Date,,,,,,,
Biswanath,3,"Halem - CHATTRANG EMBANKMENT | MAJGAON | Chattrang embankment at Village Majgaon was breached on 16/05/2022 by Chattrang river by almost 25 meters., BARHMAJAN EMBANKMENT | Rangalial | Brahmajan river embankment was breached by almost 15 meters at village Rangalial on 16/02/2022, Brahmajan embankment | Amjaroni | Brahmajan river embankment was breached by almost 21 meters at village Amjaroni on 16/02/2022",16-05-2022,,,,,,,
Biswanath,4,"Halem - Brahmajan Embankment | Nirmala TE | Left embankment of Brahmajan breached at Nirmala TE area by almost 40 m on 17/05/2022,  Brahmajan Embankment | Goroimari | Left embankment of Brahmajan breached at Goroimari area by almost 20 m on 17/05/2022,  Brahmajan Embankment | Garudhuwadubi | Left embankment of Brahmajan breached at Garudhuwadubi area by almost 35 m on 17/05/2022,  Brahmajan Embankment | Boranipathar | Right embankment of Brahmajan breached at Boranipathar area by almost 8 m on 17/05/2022",18-05-2022,,,,,,,
Darrang,1,"Patharighat - DUNI FIS under Irrigation Deptt | Pandaghat | Afflux bundh of Duni FIS breached at Ch 800 mt as reported by JE Irrigation on 20.6.22 | (Long - 91.808914, Lat - 26.490462)",20-06-2022,,,,,,,
Darrang,1,"Mangaldoi - Saktola Embankment under Water Resource Department. | At Village Borathiabari under Mangaldai Revenue Circle. | Breach occurred at Barathiabari village, Saktola left bank embankment at Ch. 1200m for a length of 12m as of now at around 3.30am due to boiling, depression as per WRD department. Dated 17/05/2022.",17-05-2022,,,,,,,
Darrang,1,"Mangaldoi - Canal embankment at extension of Noanadi under irrigation | Village Holoichowka under Mangaldai Revenue Circle | as reported by irrigation department their is bridge of Canal embankment at extension of Noanadi I/S at several places due to excess flood water of river. Dated: 22-6-2022 | (Long - 91.970000, Lat - 26.480000)",23-06-2022,,,,,,,
Darrang,3,"Patharighat - DRDA embankment cum Road | Tengera | Embankment cum Road washed away 10 mt on 15.6.2022 | (Long - 91.820444, Lat - 26.449861),  Duni FiS | kahitoli village | Breach at ch 780 mt of DUNI FIS under Irrigation Deptt breach around 5 mt on 15.6.2022 | (Long - 91.804867, Lat - 26.492673),  Dimila River embankment L/B | Hussainchubri | breach at Ch 400 mt around 15 mt affected as reported by concerned Deptt on 15.6.2022 | (Long - 91.818042, Lat - 26.488614)",15-06-2022,,,,,,,
Darrang,2,"Patharighat - Nonoi R/B embankment | Chengliajhar | Breach at Nonoi R/B embankment at Chengliajhar Ch 16800 m from MPK to NH-15 at 12.40 A.M on 17/6/2022 due to slump down and depression as reported by W/R deptt | (Long - 91.853361, Lat - 26.417306),  Nonoi R/B embankment from MM to MPK Road | Nagaon | Breach at Nonoi R/B embankment at Nagaon Vill at Ch 7700 m from MPK to NH-15 at 11.15 A.M on 17/6/2022 due to slump down and depression as reported by W/R deptt | (Long - 91.853020, Lat - 26.500905)",02-07-2022,,,,,,,
Darrang,2,"Mangaldoi - C.M. Dutta Embankment under Irrigation department. | Bahjini village under Mangaldai Revenue Circle. | The embankment breached due to rising water level of the river. The breach is approximately around 10m.Dated 16/05/2022., C.M. Dutta Embankment under Irrigation department. | Bahjani village under Mangaldai Revenue Circle. | The embankment breached due to rising water level of the river. The breach is approximately around 10m. The CM Dutta Embankment breached at two points as reported by irrigation department.Dated 16/05/2022.",16-05-2022,,,,,,,
Darrang,5,"Patharighat - Nonoi R/B embankment | Kalitapara | breach at Nonoi R/B embankment at ch 10500 m time 10.30 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Nonoi R/B embankment | Kocharidol | breach at Nonoi R/B embankment at kacharidol time 11.00 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Nonoi R/B embankment | Kaikiapara | breach at Nonoi R/B embankment at Ch 8500 mt time 11.30 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Sipajhar - Nonoi Embankment R/B from MPK road to NH15 | Chengeliajhar at Ch.16800m | .. | (Long - 0.000000, Lat - 0.000000),  Nonoi Embankment R/B from MPK road to NH15 | Kacharidol at Ch. 20900m | .. | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Darrang,1,"Mangaldoi - Saktola Embankment under Water Resource Department. | At Village Borathiabari under Mangaldai Revenue Circle. | New Breach Extended another 15 m at Saktola left bank embankment at Ch. 1200 m at around 1.30 AM as per WRD department. Dated 16/06/2022. Due to heavy rainfall at the upper catchment and breach of DRDA bund on Noanadi at udalguri , huge discharge of flood water is flowing through the Saktola river resulting in high rise in water level. The flood water overtopped the cofferdam structure built at the breached site last night. Though the newly built structure is withstanding in support of BType bags, the overtopped flow developed a new flow line at the down stream and continuing flow through this new way. | (Long - 91.948204, Lat - 26.427009)",16-06-2022,,,,,,,
Darrang,6,"Mangaldoi - Kulshik (Naharbari) FIS under Irrigation | Pariapara, Kapilisatra & Naharbari | As reported by irrigation Dept. Afflux bund, guide bund and canal embankment has been damage/ breach at different chainages. Dated.22/06/2022 | (Long - 91.944867, Lat - 26.509267),  Bhalukmari FIS under Irrigation | Raja Howly | As reported by irrigation Dept. Breach of canal Embankment due to excess flood water. Dated.22/06/2022 | (Long - 92.073984, Lat - 26.609561), Bega FIS under irrigation Dept. | Teteli Bhaguri | As reported by irrigation Dept. Errosion of left side guide bund 100.00 M approx. Dated.22/06/2022 | (Long - 92.074930, Lat - 26.584640),  CM Dutta Bund FIS under irrigation. | Kanaichuba | As reported by irrigation Dept. Breach of CM Dutta Bund FIS main canal at Ch.9750.00M, 10750.00M, 10800.00M and 11000.00 M. Dated.22/06/2022 | (Long - 91.989010, Lat - 26.464190),  CM Dutta Bund FIS under irrigation | Daha | As reported by irrigation Dept. Breach of CM Dutta Bund FIS Branch canal at Ch.400.00M, 1100.00M and 1800.00 M. Dated.22/06/2022 | (Long - 92.008900, Lat - 26.496190),  L/B Embankment of Saktola Rver | Barthekerabar | As reported by Mangaldai W.R Dvn due to public cut on L/B Embankment of Saktola River ar CH. 9100 M near Barthekerabari Village as on 25-06-2022 | (Long - 0.000000, Lat - 0.000000)",25-06-2022,,,,,,,
Udalguri,1,Harisinga - Breach of Credam Khalengdar | Khalengduar (Jalimukh) of Nonoi river | Breach of credam L/B-210 m at khalengduar (Jalimukh) erosion occurred by river Nonoi. Which is occurred from 15th May 2022 onwards.,21-05-2022,,,,,,,
Udalguri,1,"Harisinga - DRDA embankment at village No. 2 Singrimari | No.2 singrimari | Breach of DRDA embankment occurred at Village No.2 Singrimari on L/B of Suklai River on 31/07/2022. | (Long - 91.757300, Lat - 26.717300)",01-08-2022,,,,,,,
Udalguri,1,Kalaigaon - The embankment at village Balipara in the R/B of river Noa | Balipara | The DRDA embankment has breached on 22/05/2022 due to erosion from river Noa covering a length of 25 meters and breadth of 5 meters approximately,22-05-2022,,,,,,,
Udalguri,1,Kalaigaon - Embankment at No 2 Singrimari in the L/B of river Noa | No 2 Singrimari | The embankment has breached on 19/05/2022 caused by erosion in the L/B of river Noa covering a length of approximately 12 meters and breadth of 5 ft.,19-05-2022,,,,,,,
Udalguri,1,Kalaigaon - Breached at Rupatal in the R/B of river Noa | Rupatal | The embankment has breached due to heavy current and overflowing of river Noa on 17/05/2022 covering a length of 15 meters and breadth of 2 meters in the R/B of river Noa,17-05-2022,,,,,,,
Udalguri,1,"Udalguri - DRDA Bundh on the R/B of Golandi river | Dangdupur | As reported by WRD department on 08.07.2022, Breach Occured at the DRDA Bundh on R/B of Golandi river on 22.06.2022 at Dangdupur village around 1500m. | (Long - 92.125540, Lat - 26.737275)",09-07-2022,,,,,,,
Udalguri,1,"Udalguri - Breach occured on the R/B embankment at Ch. 500m | Khusrabari Habi (Batabari) | Breach occured on the R/B embankment at Ch. 500m at Khusrabari Habi (Batabari) village by Golondi river for a lenght of 50m on 26.06.2022. | (Long - 92.102334, Lat - 26.793840)",27-06-2022,,,,,,,
Udalguri,1,Mazbat - Paoripota to Udalguri jungle linked embankment | Udalguri jungle village | Paoripota village to udalguri jungle connecting embankment has been breached on 28/5/2022. Length- 55m(approx). Communication has been disrupted for pedestrians as well as vehicular traffics,30-05-2022,,,,,,,
Udalguri,1,Kalaigaon - Jalil Ali House to Samed Ali House | No 2 Singrimari | The embankment which was breached in the last flood has further deteriorated on 13/06/2022 due to heavy current of river Noa in the L/B of the river covering a length of around 100 meters and breadth of 7.5 meters.,13-06-2022,,,,,,,
Udalguri,1,"Kalaigaon - Embankment from Parimal Das's house to Sunil Das's house | Gerua | The embankment has breached on 19/06/2022 due to heavy current of flood water from river Noa in the R/B of the river covering a length of 70 feet and breadth of 12 feet. | (Long - 91.981011, Lat - 26.616542)",19-06-2022,,,,,,,
Udalguri,1,"Kalaigaon - The emabankment at village Gerua in the R/B of river Noa | Gerua | The embankment which has damaged in earlier flood has breached on 30/06/2022 due to erosion caused by overflowing and receding flood water from river Noa covering a length of around 50 meters and breadth of 5 meters. | (Long - 91.605216, Lat - 91.593532)",30-06-2022,,,,,,,
Udalguri,2,"Kalaigaon - Pulin Baidya House to Subal Biswas house in the L/B of Noa | No 2 Amguri | The embankment has breached on 27/05/2022 due to erosion caused by receding flood water from river Noa covering a length of 350 ft and breadth of 4.5 ft.,  Embankment at Rabha Ghat in the L/B of river Noa | Niz Kaligaon | The embankment has breached on 27/05/2022 due to erosion caused by receding flood water from river Noa covering a length of 90 ft and breadth of 4.5 ft.",27-05-2022,,,,,,,
Udalguri,2,"Kalaigaon - Embankment at village Bholabari in the L/B of river Kulshi | Bholabari | The embankment which had damaged in the recent flood has breached on 25/06/2022 due to erosion caused by overflowing and receding flood water from river Kulshi covering a length of around 150 meters and breadth of 6 meters. | (Long - 91.976321, Lat - 26.587858),  Embankment at village Bholabari in the R/B of river Kulshi | Bholabari | The embankment which had damaged in the recent flood has breached on 25/06/2022 due to erosion caused by overflowing and receding flood water from river Kulshi covering a length of around 170 meters and breadth of 6 meters. | (Long - 91.977121, Lat - 26.591620)",25-06-2022,,,,,,,
Udalguri,4,"Kalaigaon - Embankment at village Gerua in the R/B of river Noa | Village Gerua | The embankment has breached due to heavy current of river Noa on 16/05/2022 covering a length of around 20 meters and breadth of 2 meters at different parts of the embankment., Embankment at village Bhehuguri in the R/B of river Noa | Village Bhehuguri | The embankment has breached due to heavy current of river Noa on 16/05/2022 at village Bhehuguri covering a length of 22 meters approximately and breadth of 4 meters, Embankment at village No 2 Kalaigaon in the R/B of river Noa | Village No2 Kalaigaon | The embankment has breached on 16/05/2022 due to heavy current of river Noa covering a length of 20 meters and breadth of 3 meters at three different nearby points., Embankment at village Chintagaon in the L/B of river Noa | Chintagaon | The embankment has breached on 16/05/2022 due to heavy current of river Noa covering a length of 5 meters and breadth of 1.5 meters",16-05-2022,,,,,,,
Udalguri,3,"Udalguri - Breach of Golandi river R/B embankment at ch 500m | Batabari (Phuhurabari) | As reported by WRD on 11.07.2022, the breach length of Golandi river R/B embankment at Batabari (Phuhurabari) village is extended upto 350 m (from ch 500m to 850m) on 08.07.2022. | (Long - 92.105185, Lat - 26.786794),  Breach of Golandi river R/B embankment at ch 1200m | Batabari (Phuhurabari) | As reported by WRD on 11.07.2022, the breach length of Golandi river R/B embankment at Batabari (Phuhurabari) village is extended upto 405 m (from ch. 1200m to 1605m) on 08.07.2022. | (Long - 92.115384, Lat - 26.764347),  Breach of Golandi river R/B embankment at ch 3000m | Purani Thana | As reported by WRD on 11.07.2022, the breach length of Golonoi river R/B embankment at village Purani Thana is extended upto 1129 m (from ch. 3000m to 4129 m). The portion from ch. 3515m to ch. 3650m is washed away due to rising of water level on 07.07.2022. | (Long - 92.117860, Lat - 26.764822)",11-07-2022,,,,,,,
Udalguri,10,"Kalaigaon - Dilip Das house to Koilash Das House in the R/B of river Noa | Rupatal | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 30 ft and breadth of 5 ft,  Madhu Das House to Indra Das House in the L/B of river Noa | Rupatal | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 100 ft and breadth of 5 ft,  Bhim Das house to Khagen Das house in the L/B of river Noa | Rupatal | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 20 ft and breadth of 5 ft,  Makenji road to Pub Gerua LP School in the R/B of river Noa | Gerua | The embankment has breached at 6 different places on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 60 ft and breadth of 5 ft,  At Pub Gerua near Haridev Nath house in the R/B of rievr Noa | Gerua | The embankment has breached at 2 different places on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 30 ft and breadth of 5 ft,  Emabnkment near Afjal Ali land in the L/B of river Noa | Hapabari | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 20 ft and breadth of 4.5 ft,  Near Brindaban Das house in the R/B of river Noa | Balipara | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 20 ft and breadth of 4 ft,  Rupahi Nagar Chintagaon in the L/B of river Noa | Chintagaon | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 30 ft and breadth of 3.5 ft,  Munilal Das house to Harendra Das house in the R/B of Noa | Sagunbahi | The embankment has breached on 26/05/2022 due to continuous erosion caused by the receding flood water covering a length of around 10 ft and breadth of 3.5 ft",26-05-2022,,,,,,,
Sonitpur,1,"Chariduar - JORASHAR RIVER | CHARIDUAR REVENUE CIRCLE | ROAD SIDE BREACHED AT JORASHAR RIVER AT DIGHALI DTD 16/06/2022 | (Long - 26.835808, Lat - 92.773781)",16-06-2022,,,,,,,
Sonitpur,1,"Thelamara - Breach length-220m | Village- Bhara Singri(Channel 3700-3920m) | Belsiri L/Bank embankment breached from Garuduba to Sotipahar due to river Belsiri on 17/06/2022 as reported by Water Resource Department on 18/06/2022. | (Long - 0.000000, Lat - 0.000000)",18-06-2022,,,,,,,
Sonitpur,1,"Tezpur - emabankment at Bhojkhowa village | Bhojkhowa village | Dated: 19/06/2022. an embankment on the bank of Marabharali river at Bhojkhowa Gaon constructed by PNRD Dept. by Bhumuraguri Panchayat was damaged at around 2:00 AM. Length 20 m (approx) | (Long - 92.831050, Lat - 26.626220)",19-06-2022,,,,,,,
Sonitpur,1,Thelamara - Date- 16/05/2022. Length-4.5 m and breadth- 6m. | Ghatua | Damage of culvert placed at right bank of river Gabharu from Kalakuchi to its outfall as reported by Water Resource deptt .Water passes through sideways of the culvert resulting in inundation of barren agricultural land.,16-05-2022,,,,,,,
Nalbari,1,Tihu - Agribandh of the Mora pagoldia river  | Bali | Time :around 1.00am (16/05/2022). Length:20 ft(approx,16-05-2022,,,,,,,
Nalbari,1,"Tihu - Agribandh at Sarabari | Sarabari, Bhathuwakhana | Agribandh of Tihu Nadi, Date of Occurance:18/05/2022, Time:around 4.00am, Information received from GB, SK Length:20ft(approx)",18-05-2022,,,,,,,
Nalbari,2,"Tihu - R/B, Mora Pagoldia , | Near Mahajanpara Supa, Bali | As per Gaon Pradhan report the embankment breached Length: 40 ft.(approx), date of Occurance:15/06/2022. | (Long - 26.464044, Lat - 91.315168),  L/B, Mora Pagoldia | Kaihatipara supa, Bali | As per Gaon Pradhan report the embankment breached Length 60 ft. (approx), date of Occurance:15/06/2022, | (Long - 26.475418, Lat - 91.327727)",15-06-2022,,,,,,,
Nalbari,3,"Paschim Nalbari - Kendubari (Gandhibasti)  | Between Kendubari and Lokhopur area. | Breach length is 30 m approx. Breached on 16/05/2022.report received from GB and LM, Tihu - Agribandh at Patikara(Jalkhana-bhathuwakhana)  | Jalkhana-bhathuwakhana | Length:4 ft(Approx), Time:around 4 am(17/5/2022) Information received from GB. , Agribandh at Barpit(Dakhin Bhojkuchi)  | Bhojkuchi  | Length:60 ft (approx), Time :around 9.00am,(17/05/2022) Information received from GB, VDP,",17-05-2022,,,,,,,
Nalbari,3,"Banekuchi - Nadala Channel (Kanaikhunda Jan) | Kaithalkuchi (Lourapara) | As reported by Gaon pradhan on 16/6/2022 at 9am Nadala channel had breached apro.80 Mtr. | (Long - 91.308234, Lat - 26.434909),  Tihu - LB Mora-Pagladia | Vill - Paschim Gobaradal | As per report of WR department and GB. Length - 50 mtr. Approx. on 16/06/2022 | (Long - 26.486360, Lat - 91.332912),  RB Mora-Pagladia | Vill Lanka Gabaradal | As per report of WR department and GB. Length - 45 mtr. Approx. on 16/06/2022 | (Long - 91.324167, Lat - 26.483790)",16-06-2022,,,,,,,
Nalbari,4,"Paschim Nalbari - LB Buradia near Amoni Baba Than Area | Amoni | As per information received from LM & GB on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  LB of River Buradia near Pukhura village | Pokhura | As per information received from LM & GB on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Tihu - Niz Khana Agril Bundh Tihu Nadi | Niz Khana | As per report GB as on 16-06-2022 length 15m approx | (Long - 26.460668, Lat - 91.248111),  Bali Agril Bandh Mora Pagaldia | Dakhin Bali | As per report GB as on 16-06-2022 length 30m approx | (Long - 26.449363, Lat - 91.318202)",17-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Bokanodi Panchayat bund | 2 No. Sonapur | Bokanodi Panchayat bund breached (15Mtr) at 2 No. Sonapur on 16/06/2022. Report received from Nowboicha Block Development Office. | (Long - 0.000000, Lat - 0.000000)",16-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Singra River side Bund | Fulbari Basti | Singra River Side Bund breached (approx 20 Mtr) at Fulbari Basti on 17.06.2022. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Lakhimpur,1,"North Lakhimpur - NA ALI TELIAPATHAR GHANCHARAI RIGHT BANK | NA ALI TELIA PATHAR | Embankment breached at NA ALI TELIAPATHAR GHANCHARAI RIGHT BANK about 20 MTR as reported by WR department, NLP on 10-10-2022. | (Long - 0.000000, Lat - 0.000000)",10-10-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Romjan chuburi to subed chuburi Singra River Side Bund | Uttar Mahghuli | Romjan chuburi to subed chuburi Singra River Side Bund breached (approx 50Mtr) at Uttar Mahghuli on 20.06.2022. Report received from Nowboicha Block Development Office. | (Long - 0.000000, Lat - 0.000000)",20-06-2022,,,,,,,
Lakhimpur,2,"Nowboicha - Singra River Panchayat Bund | Mahghuli | Ajijur Rahman Chuburi to Ruhul Haji Chuburi via Abdul Hussen Chuburi Panchayat bund breached ( 40 Mtr. Approx) at Mahghuli on 15/05/2022, Singra River Side Bund | Pandhowa  | Pandhowa PWD Road to Mahghuli Road via Abed Ali Chuburi Side Bund breached (30 Mtr. and 40 Mtr. Approx) at Pandhowa on 15/05/2022",16-05-2022,,,,,,,
Lakhimpur,2,"Nowboicha - Pabha River Panchayat Bund | Boloma | Pabha River Panchayat Bund breached (20Mtr) at Boloma on 18.06.2022. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000),  1 No. Pachnoi Ujoni Side Bund | 1 No. Pachnoi Ujoni | 1 No. Pachnoi Ujoni Side Bund breached (20Mtr, 30Mtr and 10 Mtr) at 1 No. Pachnoi on 17.06.2022. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000)",18-06-2022,,,,,,,
Lakhimpur,4,"Nowboicha - Pava River Panchayat bund  | Bishnupur  | Pava River Panchayat bund breached at Bishnupur ( 40 Mtr. approx) on 17/05/2022, Singra Side bund | Gorchiga  | Singra River Ghurakota Side bund breached (40 Mtr approx) at Garchiga on 17/05/2022, Side Bund | Mahghuli | Haimuddin chuburi to Kalam chuburi via Nur Ali Chuburi side bund breached (30 Mtr. Approx) at Mahghuli on 16/05/2022, Side Bund  | Mahghuli  | Hasen Master Chuburi to Ahmed Chuburi via Maqbul Hussain Chuburi Side Bund breached 40 Mtr approx at Mahghuli on 16/05/2022",17-05-2022,,,,,,,
Goalpara,1,Matia - Dohapara (Upartola Pt-II) Bandh | Upartola Pt-II | Approximate breach length = 10 m as on 17/05/2022,17-05-2022,,,,,,,
Goalpara,1,Dudhnoi - Marginal Bund from Habri River to NH 17 | Amjonga | Marginal bund from Habri River to NH 17 Raod partially damaged embankment length apprx. 6 Metre on dated : 17-05-2022,18-05-2022,,,,,,,
Goalpara,2,"Matia - Bamunpara Embankment (R/B of Dudhnoi River) under DRDA | Bamunpara | Total breached length = 10 meter (approx.) as on 13/06/2022 and the data received from Water Resources Dept. Goalpara,  Dohapara Embankment (L/B of Dudhnoi River) under DRDA | Upartola Pt-III | Total breached length = 25 meter (approx.) as on 13/06/2022 and the data received from Water Resources Dept. Goalpara",13-06-2022,,,,,,,
Barpeta,1,"Barpeta - Harijan embankment | Bilortari Hati, Barpeta, Date-18-06-2022 | | (Long - 0.000000, Lat - 0.000000)",19-06-2022,,,,,,,
Barpeta,1,"Sarthebari - The Panchyat bundh of Burhadia river breach approx. 5m | Kalatali Pathar | reported by LM , 18.05.2022",18-05-2022,,,,,,,
Barpeta,1,"Barpeta - Morachowlkhua (Kadong Extension) | Barpeta | damage 10 m approx Water Resourse barpeta DOO 19.06.2022 | (Long - 90.093500, Lat - 26.332000)",22-06-2022,,,,,,,
