District,Number of damages,Details,Date,,,,,,,
Kamrup,2,"Chamaria - Kismat kathmi to Morakolohi | Morakolohi | Kismat kathmi to Morakolohi approach road, bridge severely damaged on dated 19.06.2022 and the same has been reported by JE, PWD, Boko territorial road sub-division on dated 19.06.2022 | (Long - 26.090930, Lat - 91.133480),  Nagarbera - Doukuchi paharpara wooden bridge | Doukuchi | Doukuchi paharpara wooden bridge was affected due to erosion on 19-6-2022 and same the has been reported by EE PWD Boko territorial sub-division dated 20-6-2022 | (Long - 26.115100, Lat - 91.056000)",20-06-2022,,,,,,,
Kamrup,2,"Kamalpur - BLJC road Bridge no 2/1 at ch. 1600 M | BLJC road | Damage of 6 M spam RCC Bridge needs permanent restoration as per report of Asstt. Executive Engineer PWD Kamalpur Teritorrial road sub division Kamalpur on 21-06-2022 | (Long - 26.441339, Lat - 91.755255),  Muktapur Mornoipar Bridge | Muktapur | Settlement at one side & both side approach damaged. this was done by Muktapur panchyat.This is not under PWD R as per report of Asstt. Executive Engineer PWD Kamalpur Teritorrial road sub division Kamalpur on 21-06-2022 | (Long - 26.423821, Lat - 91.749857)",22-06-2022,,,,,,,
Kokrajhar,3,"Bagribari - Bridge No.4/1, 4/2 and 4/3 | Chechapani to Monglajhora Road | Damaged | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Kokrajhar,1,"Dotma - RABHA PARA WOODEN BRIDGE | RABHA PARA | As REPORTED BY CHAIRMAN FAKIRAGRAM MUNCIPAL BOARD, WOODEN BRIDGE BROKEN AT RABHA PARA VILLAGE WARD NO 4 UNDER FAKIRAGRAM M.B. ON 19.06.2022 | (Long - 0.000000, Lat - 0.000000)",19-06-2022,,,,,,,
Kokrajhar,1,"Gossaigaon - Wooden Bridge No. 1/2 | No. 1 Khokshaguri | As reported by EE Gossaigaon PWD RR, Wooden Bridge No. 1/2 has been damaged on No. 1 Khokshaguri to No. 3 Khokshaguri road on 28-06-2022 | (Long - 0.000000, Lat - 0.000000)",30-06-2022,,,,,,,
Kokrajhar,1,"(Kokrajhar) At District - BRIDGE NO. 1/1 ON SINGIMARI LOCOCHA | SINGIMARI | AS REPORTED BY AEE PWD GOSSAIGAON RR SUB-DIVISION RECEIVED ON 06-07-2022, BRIDGE NO. 1/1 HAS BEEN DAMAGED ON SINGIMARI LOCOCHA ROAD CONNECTING TO NOTUN GAON CHUNDPUR VILLAGE ROAD | (Long - 0.000000, Lat - 0.000000)",11-06-2022,,,,,,,
Kokrajhar,1,"(Kokrajhar) At District - BRIDGE NO. 1/1 ON SINGIMARI LOCOCHA | SINGIMARI | AS REPORTED BY AEE PWD GOSSAIGAON RR SUB-DIVISION RECEIVED ON 06-07-2022, BRIDGE NO. 1/1 HAS BEEN DAMAGED ON SINGIMARI LOCOCHA ROAD CONNECTING TO NOTUN GAON CHUNDPUR VILLAGE ROAD | (Long - 0.000000, Lat - 0.000000)",07-07-2022,,,,,,,
Kokrajhar,1,"Bagribari - RRC BRIDGE AT KHORAGHAT | KHORAGHAT | AS REPORTED BY CO BAGRIBARI REV. CIRCLE ON 24.06.2022, RRC BRIDGE AT BISUBASRA ON KHORAGHAT TO JALABILA PWD ROAD IS SPOTTED TOBE SETTLING DOWN AT ONE SIDE,PRESENTLY THE ROAD IS CLOSED.URGENT MITIGATION MEASURES NEEDS TO BE TAKEN. | (Long - 0.000000, Lat - 0.000000)",26-06-2022,,,,,,,
Kokrajhar,3,"Dotma - Thaigirguri wooden Bridge | Vill- Thaigirguri | AS REPORED BY DOTMA REVENUE CIRCLE Damage of wodden bridge by Flood at Thaigirguri village ON 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Angthihara Wooden Bridge | Vill- Angthihara | AS REPORED BY DOTMA REVENUE CIRCLE Damage of wooden bridge by Flood at Angthihara Village ON 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bagribari - Bridge No.1/1 | Kurshakati (Satra) PWD Road to Alokjhar Mahamaya Dham Road | As reported by AEE PWD RR on 20/6/22, the bridge and road has been damaged | (Long - 0.000000, Lat - 0.000000)",21-06-2022,,,,,,,
Kokrajhar,4,"(Kokrajhar) At District - BRIDGE NO. 1/1 | BABUBIL | AS REPORTED BY ASSTT. EXE. ENG. PWRD KACHUGAON RR SUB-DIV ON 17-06-2022, BABUBIL TO NALUBASTI BRIDGE NO. 1/1 HAS BEEN WASHED OUT | (Long - 0.000000, Lat - 0.000000),  BRIDGE NO. 1/1 | CHAKMA | AS REPORTED BY ASSTT. EXE. ENG. PWRD KACHUGAON RR SUB-DIV ON 17-06-2022, CHAKMA TO SAMAIJHORA BRIDGE NO. 1/1 SETTLING DOWN OF PILES | (Long - 0.000000, Lat - 0.000000),  BRIDGE NO. 5/1 | CHAKMA | AS REPORTED BY ASSTT. EXE. ENG. PWRD KACHUGAON RR SUB-DIV ON 17-06-2022, CHAKMA TO SAMAIJHORA BRIDGE NO. 5/1 HAS BEEN WOASHED OUT | (Long - 0.000000, Lat - 0.000000),  BRIDGE NO. 1/1 | MANDARKUTI | AS REPORTED BY ASSTT. EXE. ENG. PWRD KACHUGAON RR SUB-DIV ON 17-06-2022, WASHOUT OF BRIDGE NO. 1/1 ON DINGDINGA MANDARKUTI ROAD | (Long - 0.000000, Lat - 0.000000)",27-06-2022,,,,,,,
Kokrajhar,5,"Bagribari - Bridge No.6/1 | Gossaigaon Tipkai road to Gendabil connecting road | As reported by, AEE, PWD Gossaigaon the bridge has been washout on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1 | Sapatgram Tipkai road Via Dudumari village. | As reported by, AEE, PWD Gossaigaon, both side approaches has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.3/1 | Balapara pt-II Dudumari village | As reported by, AEE, PWD Gossaigaon, both side approaches has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1,1/2 | Tipkai to Goroimari via Belguri PWD road. | As reported by, AEE, PWD Gossaigaon, partially damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1 | Sapatgram to Tipkai Via Khangkharaibari PWD road | As reported by AEE, PWD Gossaigaon, has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000)",20-06-2022,,,,,,,
Kokrajhar,6,"Bagribari - TIMBER BRIDGE NO.2/1 | KAZIGAON | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE NO 2/1 ON KAZIGAON BAZAR TO SANTIPUR UNDER BAGRIBARI RC WAS DAMAGED | (Long - 89.992149, Lat - 26.195046),  TIMBER BRIDGE NO.1/1 | SILKYKATA | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE NO 1/1, 1/2 AND 1/3 ON SILKYKATA TO SUKANJHORA UNDER BAGRIBARI RC WAS DAMAGED | (Long - 0.000000, Lat - 0.000000),  TIMBER BRIDGE NO.2/2 | BONGSHIJHORA | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE NO.2/2 ON BONGSHIJHORA TO HARJHORA UNDER BAGRIBARI RC WAS DAMAGED | (Long - 89.981079, Lat - 26.257319),  TIMBER BRIDGE NO.1/1 | TOKRAJHORA | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE NO.1/1 ON ADT ROAD TO TOKRAJHORA MAWRIJHORA UNDER BAGRIBARI RC WAS DAMAGED | (Long - 90.013160, Lat - 26.195674),  SISTI RIVER BRIDGE | SANTIPUR | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE OVER SISTI RIVER NEAR PUB SANTIPUR LPS UNDER BAGRIBARI RC WAS DAMAGED | (Long - 0.000000, Lat - 0.000000),  TIMBER BRIDGE NO. 4/1 | BONGSHIJHORA | AS REPORTED BY EXE. ENG PWD DHUBRI CIVIL SUB DIVISION TERRITORIAL ROAD DIVISION ON 22.06.2022, BRIDGE NO.4/1, 4/2 AND 4/3 ON BONGSHIJHORA TO MONGLAHAT UNDER BAGRIBARI RC WAS DAMAGED | (Long - 0.000000, Lat - 0.000000)",24-06-2022,,,,,,,
Kokrajhar,12,"Bagribari - Rupshi to Banyaguri Raod | Rupshi | As reported by AEE PWD Gauripur TRSD on 17/06/22, the road has been damaged | (Long - 0.000000, Lat - 0.000000),  Bashbari Bazar to Monglajhora Road | Bashbari Bazar | As reported by AEE PWD Gauripur TRSD on 17/06/22, CD approaches damaged on | (Long - 0.000000, Lat - 0.000000),  Khutabagra Tiniani to Dampur Pt-II road | Khutabagra Tiniani | As reported by AEE PWD Gauripur TRSD on 17/06/22, side berm/hard crust has been damaged on | (Long - 0.000000, Lat - 0.000000),  Dotma - Salbari to Sinslitbari Road wodden bridge | Sinslitbari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Salbari to Sinslitbari road wodden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Salbari to Tengaigaon Road wooden bridge | Tengaigaon | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Salbari to Tengaigaon road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Gwthaibari to Samthaibari road wooden bridge | Samthaibari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Gwthaibari to Samthaibari road wodden bridge by Flood. Br. No. 1/1 on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Kujrabguri to Kumbhirguthu Road wooden bridge | Kumbhirghutu | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Kujrabguri to Kumbhirghutu wooden bridge by flood. Br. No. 1/1 on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Oxiguri village wooden bridge | Oxiguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Oxiguri village wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  North Singimari to Katribari road wooden bridge | Katribari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of North Singimari to Katribari road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Amlaiguri village wodden bridge | Amlaiguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Amlaiguri wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Borshijhora to Laodanga road wooden bridge | Laodanga | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Borshijhora and Laodanga road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Goybari to Bauti Road wooden bridge | Bauti | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Goybari to Bauti road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022,,,,,,,
Dhemaji,1,"Dhemaji - Jiadhal Railway Station to Dighalgarah Connecting bridge( Ch. 1700.00m to ch.1730.00m) | Jiadhal Railway Station to Dighalgarah Connecting bridge | Today on 16/06/2022, The Bamboo footbridge was damaged and the subway was submerged at the road connecting Jiadhal Railway Station to Dighalgarah road at Ch.1700.00m to ch.1730.00m. | (Long - 94.504747, Lat - 27.454250)",16-06-2022,,,,,,,
Dhemaji,2,"Dhemaji - PWD Bamboo foot bridge connecting Gohain gaon to E&D Dyke | Gohain gaon to E&D Dyke | Today on 22/06/2022, Bamboo foot bridge connecting Gohain gaon to E&D Dyke, damaged at Ch. 3012.00m (Length-75.00m). | (Long - 94.606209, Lat - 27.487460),  PWD Bamboo foot bridge connecting No1 Simaluguri to No 2 Borachira | No1 Simaluguri to No 2 Borachira | Today on 22/06/2022, Bamboo foot bridge connecting No1 Simaluguri to No 2 Borachira , damaged at Ch. 3012.00m (Length-75.00m). | (Long - 94.608412, Lat - 27.513200)",22-06-2022,,,,,,,
Dhemaji,2,"Dhemaji - Bambo bridge connecting Hechulipam to Jiadhal Dighalgarah PWD Road | Hechulipam to Jiadhal Dighalgarah | Yesterday on 31/07/2022, Bamboo footbridge damaged at PWD road connecting Hechulipam to Jiadhal Dighalgarah.( Length-50.00m) | (Long - 94.501745, Lat - 27.440457),  Bamboo bridge at Telijan Machkhowa PWD road to Sarudhekera Balijan . | Telijan Machkhowa PWD road to Sarudhekera Balijan . | Yesterday on 31/07/2022, Bamboo foot bridge connecting Telijan Machkhowa PWD road to Sarudhekera Balijan has damaged at ch.500.00m & ch.600.00m ( Length-140.00 m) | (Long - 94.516053, Lat - 27.000000)",01-08-2022,,,,,,,
Dhemaji,2,"Dhemaji - PWD road Bamboo foot bridge connecting Bishnupur kalita gaon to Shantipur Daily market, | Bishnupur kalita gaon to Shantipur Daily market. | Yesterday on 27/06/2022, Bamboo foot bridge damge, subway submerged on Bishnupur kalita gaon to Shantipur Daily market road, from ch.350.00m to ch.380.00m. | (Long - 94.301538, Lat - 27.313377),  PWD road Hechulipam to Jiadhal Dighalgarah road connceting bamboo foot bridge, | Hechulipam to Jiadhal Dighalgarah road | yesterday on 27/06/2022, Bamboo foot bridge damaged and subway submerged on Hechulipam to Jiadhal Dighalgarah connecting road, from ch.1350.00m to ch.1450.00m. | (Long - 94.501743, Lat - 27.440457)",28-06-2022,,,,,,,
Morigaon,1,"Mayong - Approaches of RCC bridge no 1/1 | Sildubi -Gagalmari to Kharkharijaan | As reported by PWD Morigaon district territorial road division on 20/06/22 | (Long - 92.195000, Lat - 26.277000)",21-06-2022,,,,,,,
Morigaon,1,"Mayong - Approaches of RCC bridge no 2/1 | 04M14 to 2no Dungabori Road | Damaged and eroded as reported by PWD Morigaon district territorial road division on 19/06/22 | (Long - 92.194000, Lat - 26.155000)",20-06-2022,,,,,,,
Morigaon,1,"Morigaon - RCC Bridge No. 1/1 over river Killing 18/06/2022 | Kuthuribagisa | Bridge approaches of RCC Bridge No. 1/1 over river Killing on NH-37 to Kuthuribagisa Road eroded. | (Long - 92.297482, Lat - 26.089079)",18-06-2022,,,,,,,
Morigaon,2,"Mayong - Dhekiphala Karatipam RCC bridge | RCC Br No 2/1 | Bridge Approaches of RCC Bridge on Dhekiphala Karatipam Road damaged and eroded as reported by PWD Morigaon District Territorial Road Division on 17/06/22/ | (Long - 92.156000, Lat - 26.286000),  RCC Bridge No.3/1 | Sidhaguri | Bridge Approach of RCC Bridge No.3/1 at Pavakati on Sidhaguri Garubandha road eroded. Temporary protection work is in progress. | (Long - 92.097000, Lat - 26.274000)",17-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - 1 No. Panchnoi Bamboo Bridge | 1 No. Panchnoi | 1 No. Panchnoi Bamboo Bridge over Ranganadi River washed away (30 Mtr approx) on 17.06.2022. Report received from PWRD Nowboicha Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Dhubri,3,"Dhubri - BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1, 1/2 & 1/3 ON DHARMASALA DURAHATI ROAD VIA SINGIMARI ROAD (.) | DHARMASALA DURAHATI | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1 & 2/1 ON KISMAT HASDAHA SILGHAGRI ROAD TO ROAD | TISTARPAR | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  BRIDGE APPROACHS DMAGED OF RCC BR. 1/1 ON KALAHAT GHEWMARI ROAD TO DURAHATI VIA VELAKOBA ROAD | VELAKOBA | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022,,,,,,,
Dhubri,3,"Dhubri - HARD CRUST, SIDE BERM & APPROACHED OF BRIDGE NO. 3/1 & 4/1 AND CUL NO. 1/1 PARTAILLY DAMAGED ON JHAGRARPAR KALAHAT ROAD (PMGSY) FROM CH. 400.00 M TO 3400.00 M | JHAGRARPAR | Dated-16-06-2022 to 19-06-2022 | (Long - 0.000000, Lat - 0.000000),  HARD CRUST, SIDE BERM & BRIDGE APROACHES OF BR. NO. 6/1 PARTIALLY DAMAGED ON DHUBRI JHAGRARPAR GAURIPUR (DJG) ROAD FROM 3RD KM TO 7TH KM | JHAGRARPAR GAURIPUR | Dated-16-06-2022 to 19-06-2022 | (Long - 0.000000, Lat - 0.000000),  Gauripur - BRIDGE APPROACHES OF SPT BR. NO. 1/1 PARTIALLY DAMAGED ON 5TH KM OF GAURIPUR KALAHAT ROWA ROAD TO BURIRMARI ROAD | BURIRMARI | Dated-16-06-2022 to 19-06-2022 | (Long - 0.000000, Lat - 0.000000)",19-06-2022,,,,,,,
Dhubri,5,"Gauripur - BRIDGE APPROACHES OF BRIDGE NO 1 BY 1 ON 6TH KM D K ROAD TO DUKHISUKHI PMGSY ROAD Dated (13/06/2022 to 17/06/2022) | DUKHISUKHI | | (Long - 0.000000, Lat - 0.000000),  Dhubri - RCC BRIDGE APPROACHES DMAGED OF BR. NO. 17/1 ON BANDIHANA MAJERCHAR ROAD Dated (13/06/2022 to 17/06/2022) | MAJERCHAR | | (Long - 0.000000, Lat - 0.000000),  BRIDE APPROACHES OF RCC BR. NO. 3/1 ON MOTIRCHAR DHARMASALA ROAD Dated (13/06/2022 to 17/06/2022) | MOTIRCHAR DHARMASALA | | (Long - 0.000000, Lat - 0.000000),  RCC BRIDGE APPROACHES DAMAGED OF RCC BR, NO. 1/1 ON KACHARIHAT PWD ROAD TO SINGIMARI ROAD Dated (13/06/2022 to 17/06/2022) | KACHARIHAT | | (Long - 0.000000, Lat - 0.000000),  RCC BRIDGE APPROACHES DAMAGED OF RCC BR, NO. 6/1 ON DHUBRI JHAGRARPAR GAURIPUR (D.J.G.) ROAD Dated (13/06/2022 to 17/06/2022) | JHAGRARPAR | | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Bajali,2,"Sarupeta - puran bhabanipur to sarupeta bridge, | puran bhabanipur | report received from concerned LM on 18/06/2022 | (Long - 91.310000, Lat - 26.290000),  luwashur to sarupeta road | sarupeta | report received from concerned LM on 18/06/2022 | (Long - 91.060000, Lat - 26.490000)",18-06-2022,,,,,,,
Bajali,2,"Bajali - SPT Bridge No. 3/1 and 3/2 | Saktipar | Damaged Bridge. This Report is Received from AEE,PWD,Patacharkuchi TR Sub-Divission,Pathsala on 22/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT foot Bridge No. 1/1 | Kaharpara | Bridge Damaged, This Report is Received from AEE,PWD,Patacharkuchi TR Sub-Divission,Pathsala on 22/06/2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022,,,,,,,
Bajali,8,"Bajali - SPT Br. 1/1 affected | Balatary Bairagy Road | affected length 25m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  Bhogeswari Mandir Approach affected | patacharkuchi anchali road | affected length 300m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  HPC No.1/1 affected | Mahabhairav Mandir Road | length 500m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  HPC No.1/1 and 1/2 affected | Dhaneswari Ali Road | length 500m..This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  RCC Bridge no 1/1, 1/2, 1/3 and 2/1 damaged | tihu dumni road | bridge damaged..This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  RCC Bridge No. 2/1, 3/2, damaged | Bamakhata Kenduguri Road | bridge damaged.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  Culvert No. 1/1, 1/2 damaged | Cheuni Chariali | culvert damaged.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000), The App of Culvert No. 3/2 damaged | Choibari Manikpur | Culvert damaged..This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000)",24-06-2022,,,,,,,
Bajali,9,"Bajali - SPT BR No. 1/1 | Khelangpara Bogapara road | SPT Bridge no. 1/1 has been washed away. Affected length and depth approximately 2.5 meter and 2.2 meter respectively. This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala- dated- 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  Soitemari village approach | Soitemari | Affected length 1.85 KM.This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala- dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT Bridge no. 3/1 | Haderi Nityananda | Road washed away. Approximate length and depth are 2.5 m and 2.8 m respectively.This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT Bridge no.1/1 | Kaharpara Pokha Road | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  RCC Bridge no. 4/1 | Upar Noi Ulua Road | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  RCC Bridge | Hakartup Ghat | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  RCC Bridge no.1/1 | Ratanpur Bamakhata Road | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT Bridge no. 1/1 | Lachitnagar | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT Foot bridge no. 1/1 | Swahid Pronoy Kalita road | This report is received from AEE, PWD, Patacharchi, TR sub-division, Pathsala dated - 20/06/2022 | (Long - 0.000000, Lat - 0.000000)",21-06-2022,,,,,,,
Bajali,12,"Bajali - RCC Bridge no. 1/1. . Affected length is 10 m. | Ratanpur Bamakhata Road | This report is received from the AEE, PWD, Patacharkuchi TR Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  SPT BR no.2/1 Damaged | Bongaon to Kaskuri road | This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  RCC BR no.2/1, Approach damaged | Kucdigha to Maguri | Approach damaged by tihu river. This report is received rfom the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  SCC BR no.2/2, Approach damaged | Kuchdigha to Maguri | Approach damaged by tihu river. This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  HPC Culvert no.3/1, has been damaged | Patcharcuchi Rampur road | This culvert has been damaged. This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge app 6/1, has been damaged | Upar Noi Ulua | This bridge has been damaged. This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Culvert no. 3/2 app, has been damaged | Soibari Manikpur | This culvert has been damaged. This report is received rfom the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  HPC Culvert no. 3/1, has been damaged | Soibari Manikpur | This culvert has been damaged. This report is received rfom the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge app 2/1, 5/1,6/1, has been damaged | Original Bamakhata Kenduguri road | This bridge has been damaged. This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge app 3/2 has been damaged | Bamakhata Kenduguri | This bridge has been damaged. This report is received from the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge app 1/1,1/2, 2/1, 2/2 has been damaged | Kuara to 3rd Km of Tihu Dumuni Road | These bridge has been damaged. This report is received rfom the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000),  RCC Bridge of Borola ghat has been damaged | Borola Ghat | This bridge has been damaged. This report is received rfom the AE, PWD, Patacharcuchi TR, Sub-Division, Patshala on 21.06.2022 | (Long - 0.000000, Lat - 0.000000)",22-06-2022,,,,,,,
Bongaigaon,1,"Manikpur - Manikpur Dompara PMGSY road | Manikpur | 5/1 No Multi barrel HP Culvert including hard crust of the road damaged at 5th km.as per report received PWRD, Bongaigaon date-25.09.2022 | (Long - 90.770068, Lat - 26.440747)",05-09-2022,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
