District,Number of damages,Details,Date,,,,,,,
Dhemaji,1,"Jonai - PWRD territorial road Akland Machuwa Camp to Majgaon Kachari under PMGSY Package No.AS-04-163, 130.00 meter road damaged on 10/10/2022 by Baginadi River | From Ch.550.00M to Ch.650.00M & From Ch.120.00M to Ch.15.00M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II, Jonai a PWRD territorial road Akland Machuwa Camp to Majgaon Kachari under PMGSY Package No.AS-04-163, 130.00 meter road damaged on 10/10/2022 by Baginadi River. for immediate restoration of the damaged portion contractor Ricky Taye have been engaged. | (Long - 95.247481, Lat - 27.759450)",11-10-2022,,,,,,,
Dhemaji,2,"Jonai - P& RD Adi Tako Mishing Road under MGNREGA, | At Adi tako | As per report received by Panchayat & Rural Development, MSTD Block 1 no. of P& RD of Adi Tako Mishing Road under MGNREGA, 30.00 meter road eroded after flood water receded on 04/07/2022 by river silly | (Long - 95.054878, Lat - 27.757360),  Sissiborgaon - PWD Bormuriya to Arney Road. | From Ch.3800.00M to Ch.3830.00 to Ch 3920, Ch.4100.00 to Ch. 4200.00M. | Slide shoulder fully damaged on both side of the bridge approache of RCC bridge no 4/1, cause way at right side partially damaged on 3rd July,22). (Length 1.20m) | (Long - 94.771442, Lat - 27.536979)",05-07-2022,,,,,,,
Dhemaji,2,"Dhemaji - Dighalgarah to panchali PWD road. | Dighalgarah to Panchali road | Yesterday on 19/05/2022, a PWD road erosion has occurred at Dighalgarah to Panchali road. Depth-3.00 meter, Lengh-2.00 meter, Breath-1.50 meter. ,  Jonai - PWD territorial road Lachit Nagar to No.1 Mohmora Road , 15.00 meter side berm got eroded on 20/05/2022 due to Mohmorajan channel. | From Ch.55.00 M to Ch.70.00 M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II,Jonai, a PWD territorial road Lachit Nagar to No.1 Mohmora Road , 15.00 meter side berm got eroded on 20/05/2022 due to Mohmorajan channel. To mitigate further damage contractor Rickey Taye is engaged for immediate restoration.",20-05-2022,,,,,,,
Dhemaji,2,"Jonai - PWRD territorial road Akland to Berachapori via Machua Camp, | From Ch. 2020.00 M to Ch.2070.00 M | As per report received from PWRD,Jonai Territorial Road Sub- Division-II, Jonai a PWRD territorial road Akland to Berachapori via Machua Camp, 50.00 meter road embankment damaged on 20/07/2022 by Baginadi River. For temporary restoration contractor Riky Taye has been engaged. | (Long - 95.251797, Lat - 27.767718),  Sissiborgaon - NH 15 Kulajan to Bogibeel Bridge Road | Sissitangani area | Road side erosion, Slum down, Hard crust damage in five (5) locations of North bank Side of the NH 15 Kulajan to Bogibeel Road. Approximate length-210 meter, date-20-06-22 | (Long - 94.730403, Lat - 27.437827)",21-07-2022,,,,,,,
Dhemaji,6,"Sissiborgaon - PWD Road from Kamchi to Jengrai . | At Ch.2100.00 M to 2500.00 M | The road submerge, dated on 1-08-2022. Length around 400 meters | (Long - 94.610862, Lat - 27.567594),  Gogamukh - PWRD Road, Baligaon – Bordoibam. (PMGSY Package no. AS-04-77) | From Ch. 4100.00 m to Ch.4200.00 m | Road washed away for a length of 100.00 m. Dated : 02/08/2022 | (Long - 94.346757, Lat - 27.354152),  PWRD Road, Bordoibam Napam PWD Tiniali to Napam Kaiborta via Gurathali | At Ch.650.00 m and Ch.820.00 m | Road Breached at Ch.650.00 m and Ch.820.00 m Dated : 02/08/2022 | (Long - 94.366091, Lat - 27.339213),  PWRD Road, Dirpa NLGR - Jairampur via Nalbari. (PMGSY Package no. AS-04-45) (Tarajan Bridge) | From Ch.4450.00 m to Ch.9290.00 m & from Ch.15250.00 m to Ch.18250.00 m | Surface of road damaged from Ch.4450.00 m to Ch.9290.00 m & from Ch.15250.00 m to Ch.18250.00 m. Dated : 02/08/2022 | (Long - 94.336900, Lat - 27.521300),  PWRD Road, Kowpatani – Nalbari Road | At Ch.7600.00 m | Road Breached at Ch.7600.00. Dated : 02/08/2022 | (Long - 94.381272, Lat - 27.508490),  PNRD Road, From P.W.D. road to Bodoti Paddy Pather | At Ch. 0.00m to 420m at Bodoti | Damaged of of Gravel road from P.W.D. road to Bodoti Paddy Pather. Dated: 02/08/2022 | (Long - 94.355187, Lat - 27.519299)",02-08-2022,,,,,,,
Dhemaji,4,"Dhemaji - Dihiri panitola to Narabil PMGSY road | Dihiri Panitola | Yesterday on 13/06/2022, Road surface submerge from ch.550.00m to ch.1000.00m with a depth of 40cm, road crush partially damage with earthen shoulder from ch.550.00m to ch.1000.00m left & right side of the embankment of the road, Hume pipe culvert damage at ch.620.00m & ch.750.00m and breach at ch.570.00m & ch.950.00m. | (Long - 94.479232, Lat - 27.430591),  Goroimari to Pabhomari PWD road,from ch.200.00m to ch.300.00m | Goroimari to Pabhomari | Yesterday on 13/06/2022, Road surface submerge from ch.200.00m to ch.300.00m with a depth of 20cm, Road hard crudh partially damage with earthen shoulder from ch.100.00m to ch.300.00m left & right side of the embankment of the road . | (Long - 94.502245, Lat - 27.417872),  Subahi to Bangalmari Dhunaguri PWD road,from ch.50.00m to ch.575.00m and ch.1550.00m to ch.1650.00m | Subahi to Bangalmari Dhunaguri road | Today on 14/06/2022, Erosion of road side berm and embankment partially damaged of Subahi to Bangalimari dhunaguri road from ch.50.00m to ch.575.00m and ch.1550.00m to ch.1650.00m | (Long - 94.323576, Lat - 27.343532),  Sissiborgaon - PWD road Sundarpur to Santipur jengrai | Sundarpur to Santipur jengrai | Road damaged from ch 0.00M to ch. 30.00M at up- stream side by the river Nilakh Nadi (around 319.00 Meters) on 14-06-2022 | (Long - 27.612637, Lat - 94.616615)",14-06-2022,,,,,,,
Dhemaji,5,"Sissiborgaon - PWD Amguri Road to No.2 Bangalmari Road | Ch. 3000.00 M | About 1000 people are facing inconvenience. Date on 31-07-2022. Bridge approach damage, approx. length-8m | (Long - 94.613891, Lat - 27.449421),  Dhemaji - NH-15 to Dihiri Chapori ( Near Samarajan RCC Bridge) | Dihiri Chapori | Yesterday on 31/07/2022, E&D Dyke cum road breached occured at Ch.550.00 & Ch.530.00m with a length 70.00m( 2 Nos) | (Long - 94.454297, Lat - 27.427824),  Guyekhana to Indeswar Ghat PWD Road | Guyekhana | Yesterday on 31/07/2022, Road hard crush partially damaged with earthen shoulder from ch.50.00m to ch.150.00m & damage of RCC boxcell culvert at ch.50.00m. lenght-100 m | (Long - 94.438398, Lat - 27.000000),  Dihiri Panitula to Narabil PMGSY Road | Dihiri Panitula | Yesterday on 31/07/2022, Road surface from ch.550.00m to ch.1500.00m with a depth of 140cm, Road hard crush partially damage with earthen shoulder from ch.550.00m to ch.1500.00m left & right side of the embankment of the road, Hume pipe culvert damage at ch.620.00m & 750.00m and breach at 570.00 & 950.00m. length approx-950 m | (Long - 94.479541, Lat - 27.000000),  Butikur Naruathan PWD road to Ghilamora Road | Butikur Naruathan PWD road to Ghilamora Road | Yesterday on 31/07/2022, Road surface erosion at ch.8050.00m,ch.8200.00m, ch.8300.00m, ch.8400.00m & ch.9700.00m(Length-20.00m) | (Long - 94.474553, Lat - 27.379666)",01-08-2022,,,,,,,
Dhemaji,7,"Gogamukh - PWD Road, Ouguri to No.1 Bijyantipur road | At Ch.320.00 m | Erosion of shoulder as well as surface of road damaged at Ch.320.00 m for a length of 100 m of Ouguri to No.1 Bijyantipur road. Dated: 01/07/2022 | (Long - 94.369261, Lat - 27.484232),  Sissiborgaon - PWD Kulajan Kebaranga Road to no3 Deorighat Road | At ch 1250.00M & AT CH. 5000.00m | at ch 1250.00 m culvert approach is damaged and ch5000.00 m road is washed away on 30/06/22 length-150 m | (Long - 94.729886, Lat - 27.503828),  PWD NH52 to GAURANGAPUR ROAD | At 1st km | damaged the side soulder, hard crust on 30/06/22, length-100 m | (Long - 94.805113, Lat - 27.577488),  PWD road PHE center at Archi Borgarah | at ch 2200.00M | originally a length of 800 m was washed away on this road on 01/07/2022, length-800 m | (Long - 94.791953, Lat - 27.645732),  PWD Sissiborgaon to Amguri Road at Bormukhali to NH15 at Pityang Chapori via Borselek | At ch. 910.00M | at ch 910.00m culvert approach is partially damaged which damaged the side shoulder, hard crust on 30/06/22, length-60 m | (Long - 94.675731, Lat - 27.486116),  PWD Kamchi to Jengrai Road to no 3 Lakhipur Gohain via No2 Lakhipur | at 3rd km ch2250.00m | partially damaged the bridge approach of the RCC bridge no3/1 left side approach on 30/06/22, length- 50 m | (Long - 94.616615, Lat - 27.612637),  Dhemaji - Telijan Butikur Machkhowa PWD road at Butikur Siga Br.Approach | Butikur Siga Br.Approach | Yesterday On 30/06/2022, Erosion has made in hard crush and shoulder at Telijan Butikur Machkhowa PWD road at Butikur Siga Br.Approach, From Ch.8000.00m to ch.8300.00m.lenth-40.00m | (Long - 94.530246, Lat - 27.582520)",01-07-2022,,,,,,,
Dhemaji,3,"Jonai - PWD territorial road Bridge approaches (both sides) partially damaged at Mohmora to Rigbi, 50.00 meter (left) & 50.00 meter (right) side berm got eroded on 16/06/2022 due to heavy rain. | From Ch. 540.00M to Ch.630.00M & Ch.730.00M to Ch. 780.00M | As per report received from PWRD,Jonai Territorial road Sub-Division-II,Jonai a PWD territorial road Bridge approaches (both sides) partially damaged at Mohmora to Rigbi, 50.00 meter (left) & 50.00 meter (right) side berm got eroded on 16/06/2022 due to heavy rain. For Immediate restoration contractor Rikey Taye have been engaged. | (Long - 0.000000, Lat - 0.000000),  PWD territorial road partially damaged (two places) at Bahir Jonai to Berachapori via Bolaipam, 20.00 meter Bridge approach & 30.00 meter road got eroded on 16/06/2022 due to heavy rain. | From Ch.4420.00M to Ch.4440.00M & Ch.4510.00M to Ch.4540.00M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II,Jonai a PWD territorial road partially damaged (two places) at Bahir Jonai to Berachapori via Bolaipam, 20.00 meter Bridge approach & 30.00 meter road got eroded on 16/06/2022 due to heavy rain. For Immediate restoration contractor Shyamal Sarkar have been engaged. | (Long - 0.000000, Lat - 0.000000),  PWD territorial road partially damaged at Oiramghat to Jampani road, 100.00 meter road got eroded on 16/06/2022 due to Jampani Nallah. | From Ch. 120.00M to Ch.220.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II,Jonai a PWD territorial road partially damaged at Oiramghat to Jampani road, 100.00 meter road got eroded on 16/06/2022 due to Jampani Nallah.For Immediate restoration contractor Rikey Taye have been engaged. | (Long - 95.348044, Lat - 27.851655)",16-06-2022,,,,,,,
Dhemaji,5,"Jonai - PWD territorial road embankment 10.00 meter partially damaged at NH-52 to Naharani Mohanpur Road under package no. As-04-170 on 16/07/2022 by River Mopi | From Ch.920.00M to Ch.930.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II, Jonai a PWD territorial road embankment 10.00 meter partially damaged at NH-52 to Naharani Mohanpur Road under package no. As-04-170 on 16/07/2022 by River Mopi. | (Long - 94.926977, Lat - 27.732597),  PWD territorial road embankment 100.00 meter (right side) partially damaged at Junekareng Rest Camp Tiniali to Mainapur Chariali via Nahar Detak Road on 16/06/2022 by Nahar Detak River. | From Ch.290.00M to Ch.390.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II, Jonai a PWD territorial road embankment 100.00 meter (right side) partially damaged at Junekareng Rest Camp Tiniali to Mainapur Chariali via Nahar Detak Road on 16/06/2022 by Nahar Detak River. | (Long - 95.158261, Lat - 27.791467),  PWD territorial road embankment toe(both sides) 100 meter(right) & partially damaged on 100 meter(left) Jonai Nepali Basti College Tiniali to Deepi Bridge via Upendra Barmah high School on 17/06/2022 by Sansuri Nallah. | From Ch.1250.00M to Ch.1350.00M & From Ch.1370.00M to Ch.1470.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II, Jonai a PWD territorial road embankment toe(both sides) 100 meter(right) & partially damaged on 100 meter(left) Jonai Nepali Basti College Tiniali to Deepi Bridge via Upendra Barmah high School on 17/06/2022 by Sansuri Nallah. For immediate restoration contractor Jitu Pegu has been engaged. | (Long - 0.000000, Lat - 0.000000),  PWD territorial road embankment 20.00meter partially damaged at PHC to Railway Station Masjid road under Package No. As-04-85 on 17/06/2022 by Koke Nallah Water Channel. | From Ch.810.00M to Ch.830.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II, Jonai a PWD territorial road embankment 20.00meter partially damaged at PHC to Railway Station Masjid",17-06-2022,,,,,,,
Dhemaji,6,"Dhemaji - PWD road Lakhipathar to Subahi | Moridhal Lakhipathar to Subahi PWD road | Today on 29/06/2022, Road hard crust partially damaged with earthen shoulder onMoridhal Lakhipathar to Subahi PWD road, from Ch.3856.00m to ch.3900.00m.( Length-44.00m) | (Long - 94.574885, Lat - 27.553720),  PWD road No 2 Deoghoria to Shantipur Majgaon | No 2 Deoghoria to Shantipur Majgaon | Today on 29/06/2022, Road crust partially damaged with earthen shoulder , causeway etc, on No 2 Deoghoria to Shantipur Majgaon PWD road, from ch.1172.00m to ch.1200.00m to ch. 14020.00m.( Lenth-38.00m) | (Long - 94.538945, Lat - 27.561863),  Jonai - PWD territorial road embankment Bahir siley to malbhug Mising under PMGSY Package . | From Ch. 420.00 M to Ch. 620.00M | As per report received from PWRD, territiorial Road Sub- division-II Jonai, a PWD territorial road embankment Bahir siley to malbhug Mising under PMGSY Package No. AS-04-174, 200.00 meter partially damage on 28/06/2022 due to overtopping of flood water from Siley River. | (Long - 95.273316, Lat - 27.786195),  PWD territorial road embankment Jonekareng laliti Morang to Naharjun via Nahar Sumoimari | From Ch. 779.00M to Ch. 799.00M | As per report received from PWRD, territiorial Road Sub- division-II Jonai, a PWD territorial road embankment Jonekareng laliti Morang to Naharjun via Nahar Sumoimari 20.00 meter road beached on 28/06/2022 by Ulta Kanda Nallah. | (Long - 95.156395, Lat - 27.782772),  PWD territorial road embankment Tako to Borong soraibari under PMGSY | From Ch. 6100.00M to Ch. 6120.00M | As per report received from PWRD, territiorial Road Sub- division-II Jonai, a PWD territorial road embankment Tako to Borong soraibari under PMGSY package No. As-04-54, 20.00 meter bridge approach at right side of the embankment got damaged on 28/06/2022 by Lali river. | (Long - 95.009578, Lat - 27.715486),  PWD territorial road embankment NH-515 at Takkee Tiniali to Santapur | From Ch. 40.00M to Ch. 240.00M | As per report received from PWRD, territiorial Road Sub- division-II Jonai, a PWD territorial road embankment NH-515 at Takkee Tiniali to Santapur 200.00 meter road overtop damaged on 28/06/2022 by Detak River. | (Long - 95.144053, Lat - 27.760214)",29-06-2022,,,,,,,
Dhemaji,9,"Gogamukh - PNRD Road, Lahan tiniali to Na-Pam Bali Jan | Lahan tiniali to Na-Pam Bali Jan | Erosion of road side bundh from Ch. 300.00m to 400.00m Dated: 02/08/2022 | (Long - 94.300061, Lat - 27.321500),  PNRD Road, RCB road to Railway line. | RCB road to Railway line. | Erosion of road side bundh from Ch. 250.00m to 360.00m Dated: 02/08/2022 | (Long - 94.200013, Lat - 27.226100),  PNRD Road, Bhebeli RCB road from Old PWD road to Garpara Pather | Bhebeli RCB road from Old PWD road to Garpara Pather, Ch. 145.00m to 282.00m | Erosion of road side bundh from Ch. 145.00m to 282.00m. Lenght: 137m Dated: 02/08/2022 | (Long - 94.100014, Lat - 26.421600),  PNRD Road cum bundh from Charigharia to Landanpara | Chainage 164.00 Meter at Langdangpara | Erosion of road side from chainage 164.00 Meter to 186.00 Meter. Length 22 Meter Dated: 02/08/2022 | (Long - 94.399801, Lat - 27.493890),  PNRD road cum bundh from Hiloimari to Rangajan River. | Chainage at 600.00 Meter at Hiloimari Khat | Erosion of road in different area with in 600 meter the over water and dug approximately 0.50 M depth at the broken portion. Dated: 02/08/2022 | (Long - 94.384381, Lat - 27.445106),  PNRD Road, Mukulbari to Hiloimari Tiniali | Chainage at 200.00 Meter at Mukulbari | Erosion of road side from chainage 150.00 Meter the over water and dug approximately 1.20 M depth at the broken portion. Dated: 02/08/2022 | (Long - 94.392003, Lat - 27.448279),  PNRD Road, Bogalijan tiniali to Khana Krishnapur ME School | Chainage at 850.00 Meter and 1200 Metre at Khana Krishnapur | Erosion of road in different area within 1600 meter the over water and dug approximately 2.50 M depth at the broken portion. Dated: 02/08/2022 | (Long - 94.394538, Lat - 27.376977),  PNRD Road cum bandh Panimarani Shiva Mandir to Khana Krishnapur | Chainage at 250.00 Meter & 1200 Metre at Panimarani | Erosion of road in different area within 2000 meter the over water and dug approximately 2.30 M depth at the broken portion. Dated: 02/08/2022 | (Long - 94.357835, Lat - 27.340253),  PNRD Road cum bundh from Panchayat tiniali to Krishnapur | At Ch. 0.00m to 60.00m | Erosion of road cum bundh from Panchayat tiniali to Krishnapur, Lenght: 60m. Dated: 02/08/2022 | (Long - 94.373257, Lat - 27.482140)",03-08-2022,,,,,,,
Dhemaji,7,"Dhemaji - Jiadhal Chariali to Jiadhal College PWD road, from ch.350.00m to ch.500.00m and ch.500.00m to ch.600.00m. | Jiadhal Chariali to Jiadhal College | Today on 18/06/2022, Road hard crush partially damage with earthen shoulde at ch.350.00m to ch.500.00m and ch.500.00m to ch.600.00m. right and left side of the embankment of the road and road breached at ch.400.00m and ch.480.00 m | (Long - 94.512185, Lat - 27.438882),  E&D Dyke cum road breached on NH-15 to Dihiri Chapori | E&D Dyke cum road breached on NH-15 to Dihiri Chapori | Today on 18/06/2022, E&D Dyke cum road breached on NH-15 to Dihiri Chapori breached at ch.550.00m &ch.530.00m with a lenght 50.00m(2Nos) | (Long - 94.512850, Lat - 27.438882),  Amulguri Kachari gaon to Naruathan PMGSY road, from ch.1300.00m to ch.1500.00m and Ch.1000.00m to Ch.1200.00m. | Amulguri Kachari gaon to Naruathan PMGSY road | Today on 18/06/2022, PC and SC road surface damaged at Amulguri Kachari gaon to Naruathan PMGSY road, from ch.1300.00m to ch.1500.00m and Ch.1000.00m to Ch.1200.00m. | (Long - 94.503803, Lat - 27.418380),  Sissiborgaon - PWD road Bormuria Arney to No.2 Nalbari Road. | Bormuria Arney to No.2 Nalbari Road. | Damaged the side shoulder, head crust from Ch.2200.00M to Ch.2200.002700.002900.00 Around length 430.00Meters by the River Tangani on 18/06/2022 | (Long - 94.780212, Lat - 27.554331),  PWD road from Mechaki Tangani Gaon road to Kareng Gaon Road. | Mechaki Tangani Gaon road to Kareng Gaon | PWD road Damaged with the box Culvert approach, side shoulder, hard crust anongwith BT surface. around length 100meters on 18/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH-515. Jalakiasuti, Silapathar | NH-515. Jalakiasuti, Silapathar | NH-515 Damaged Heavy erosion of shoulder on right hand side upto hard Crust on 17-06-2022 around length 100meters. | (Long - 94.765842, Lat - 27.613491),  Jonai - PWD territorial road Bridge approach (left side) 20.00 meters at Tako to Barang Saraibari partially damaged on 17/06/2022 by Burisuti water channel. | From Ch.3300.00M to Ch.3350.00M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II,Jonai a PWD territorial road Bridge approach (left side) 20.00 meters at Tako to Barang Saraibari got partially damaged on 17/06/2022 by Burisuti water channel. | (Long - 95.082091, Lat - 27.717907)",18-06-2022,,,,,,,
Dhemaji,9,"Sissiborgaon - PWD Bhairabpur Road Kulajan Pam to Bhairabpur Ashigarh (AS-04-233) | At Ch 1200.00 M. | Water overtopped the road fully, damaged side shoulder, hard crust and road Embankment. ( On 29/06/220) length-200 m | (Long - 94.805113, Lat - 27.577488),  PWD Road Embankment at Kadamtoala to No2. KarengBalipur (AS-04-255A) | At Ch 1200.00M. | Damaged the side shoulder, hard Crust and Road Embankment. (On 29/06/2022) length-500 m | (Long - 94.805113, Lat - 27.577488),  Gogamukh - PWD Road, Chowldhuwabali – Chutiakari. (PMGSY Package no. AS-04-42) | Road overtopped at Ch.10000.00 m (at Rotuwa) | Road Overtopped at Ch.10000.00 m for a length of 350.00 m of Chowldhuwabali – Chutiakari road. Dated: 30/06/2022 | (Long - 94.362454, Lat - 27.366244),  PWD road, Old NT Road to Bhebeli | At Ch.2100.00 m | Road Overtopped at Ch.2100.00 of Old NT Road to Bhebeli. Dated: 30/06/2022 | (Long - 94.372178, Lat - 27.432441),  PWD Road, Kowpatani – Nalbari Road. | At Ch.3330.00 m | Road Overtopped at Ch.3330.00 m for a length of 200.00 m. Also damage of road surface occurred of Kowpatani – Nalbari Road on 30/06/2022 | (Long - 94.366058, Lat - 27.475835),  Dhemaji - Lawmuri to No2 Gohain Gaon PWD road | Lawmuri to No2 Gohain Gaon | Today on 30/06/2022, Erosion has made in hard crush and shoulder of PWD road at Ch.1600.00m ,Ch 1650.00m, Ch.1700.00m and ch.1800.00m.( Length-30.00m) | (Long - 94.546539, Lat - 27.387300),  Jonai - PWD territorial road embankment NH 52 to Ngabang Gali Ghat | At Ch. 2300.m & Ch. 3670.00m | As per report received from PWRD, Territorial Road Sub- Division-II,Jonai a PWD territorial road embankment NH 52 to Ngabang Gali Ghat under PMGSY Package No. As-04-27, 20 meter left road damaged on 28/06/2022 by Depi River. length 20 meters | (Long - 95.120433, Lat - 27.743644),  PWD territorial road embankment NH 515 at Deka Mishing to Amlakhi Pait via Compani road | From Ch.1100.00m to Ch.1170.00m | As per report received from PWRD, Territorial Road Sub- Division-II,Jonai a PWD territorial road embankment NH 515 at Deka Mishing to Amlakhi Pait via Compani road under, 20.00 meter road breached on 29/06/2022 by Deka Nallah. | (Long - 95.243369, Lat - 27.761529),  PWD territorial road Jonai Nepali Basti College Tiniali to Depi Bridge via Upendra Barmah High School, | From Ch.4300.00m to Ch.4350.00M | As per report received from PWRD, Territorial Road Sub- Division-II,Jonai a PWD territorial road Jonai Nepali Basti College Tiniali to Depi Bridge via Upendra Barmah High School, 50.00 meter road damaged on 29/06/2022 by Manjeck Nallah. | (Long - 95.195163, Lat - 27.828438)",30-06-2022,,,,,,,
