District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
Kamrup (M),0,0,0,0,3,3,0,0,0,18-06-2022
Barpeta,2,0,2,6,4,10,0,12,12,19-06-2022
Darrang,50,0,50,0,0,0,0,0,0,19-06-2022
Kamrup,0,0,0,25,10,35,0,0,0,19-06-2022
Kamrup (M),0,0,0,1,1,2,0,0,0,19-06-2022
Lakhimpur,6,0,6,11,0,11,0,0,0,19-06-2022
Sonitpur,39,3,42,5,2,7,4,0,4,19-06-2022
Biswanath,0,0,0,2,0,2,0,0,0,20-06-2022
Goalpara,0,0,0,19,0,19,0,0,0,20-06-2022
Chirang,2,1,3,0,2,2,0,0,0,20-06-2022
Udalguri,8,4,12,0,0,0,0,0,0,20-06-2022
Tinsukia,1,0,1,0,0,0,0,0,0,20-06-2022
Darrang,35,0,35,0,0,0,0,0,0,20-06-2022
South Salmara,0,0,0,32,5,37,47,17,64,20-06-2022
Sonitpur,4,0,4,2,4,6,1,0,1,20-06-2022
Tamulpur,56,0,56,12,0,12,0,0,0,20-06-2022
Lakhimpur,15,0,15,160,0,160,0,0,0,20-06-2022
Udalguri,20,0,20,5,0,5,0,0,0,21-06-2022
Tamulpur,600,89,689,1600,87,1687,0,0,0,21-06-2022
Sivasagar,1,0,1,0,0,0,0,0,0,21-06-2022
Sonitpur,0,0,0,6,1,7,0,0,0,21-06-2022
Darrang,12,6,18,0,0,0,0,0,0,21-06-2022
Chirang,2,0,2,0,0,0,0,0,0,21-06-2022
Barpeta,56,0,56,101,0,101,0,0,0,21-06-2022
Majuli,1,0,1,0,0,0,0,0,0,21-06-2022
Lakhimpur,13,0,13,0,0,0,0,0,0,21-06-2022
Udalguri,14,0,14,9,0,9,0,0,0,22-06-2022
South Salmara,71,0,71,0,0,0,0,0,0,22-06-2022
Baksa,0,0,0,45,0,45,0,0,0,22-06-2022
Chirang,40,5,45,18,0,18,0,0,0,22-06-2022
Lakhimpur,0,0,0,0,0,0,1,0,1,22-06-2022
Kamrup (M),0,0,0,0,1,1,0,0,0,22-06-2022
Sonitpur,0,0,0,6,0,6,5,0,5,22-06-2022
Chirang,2,0,2,0,0,0,0,0,0,23-06-2022
Udalguri,3,0,3,19,0,19,0,1,1,23-06-2022
Tinsukia,0,0,0,2,0,2,0,0,0,23-06-2022
Tamulpur,3,0,3,135,0,135,0,0,0,23-06-2022
Sonitpur,25,0,25,40,0,40,10,5,15,23-06-2022
Baksa,7,0,7,294,0,294,0,0,0,23-06-2022
Barpeta,15,21,36,0,0,0,0,0,0,23-06-2022
Dhubri,1,5,6,3,1,4,0,0,0,23-06-2022
Baksa,0,0,0,158,0,158,0,0,0,24-06-2022
Dhemaji,0,0,0,9,0,9,0,0,0,24-06-2022
Udalguri,0,0,0,59,0,59,0,0,0,24-06-2022
Sonitpur,73,0,73,10,3,13,4,1,5,24-06-2022
Baksa,0,0,0,13,0,13,0,0,0,25-06-2022
Barpeta,1,1,2,0,0,0,0,0,0,25-06-2022
Dhubri,28,0,28,323,0,323,368,0,368,25-06-2022
Kamrup,0,0,0,165,25,190,0,0,0,25-06-2022
Sonitpur,5,5,10,19,3,22,5,0,5,25-06-2022
Udalguri,0,0,0,34,0,34,0,0,0,25-06-2022
Sonitpur,0,0,0,5,0,5,2,2,4,26-06-2022
Hojai,91,14,105,431,37,468,35,49,84,26-06-2022
Dhubri,12,0,12,133,0,133,22,0,22,26-06-2022
Barpeta,29,0,29,74,0,74,44,0,44,26-06-2022
Udalguri,0,0,0,26,0,26,0,0,0,26-06-2022
Chirang,0,0,0,50,0,50,0,0,0,27-06-2022
Barpeta,21,0,21,7,0,7,0,0,0,27-06-2022
Dhubri,107,11,118,384,12,396,149,0,149,27-06-2022
Sonitpur,0,0,0,4,0,4,1,0,1,27-06-2022
South Salmara,205,1,206,2,0,2,0,0,0,27-06-2022
Udalguri,0,0,0,114,0,114,0,0,0,27-06-2022
Dhemaji,4,0,4,0,0,0,0,0,0,27-06-2022
South Salmara,2,1,3,0,0,0,0,0,0,28-06-2022
Hojai,13,0,13,52,9,61,13,6,19,28-06-2022
Barpeta,25,0,25,67,0,67,10,0,10,28-06-2022
Udalguri,8,0,8,118,0,118,0,1,1,28-06-2022
Baksa,0,0,0,32,0,32,0,0,0,28-06-2022
Kamrup,14,1,15,5385,20,5405,0,30,30,28-06-2022
Sonitpur,0,0,0,10,0,10,2,0,2,28-06-2022
Bongaigaon,282,40,322,17,0,17,0,0,0,30-06-2022
Biswanath,14,1,15,0,0,0,0,0,0,30-06-2022
Bajali,144,49,193,384,44,428,63,81,144,30-06-2022
Udalguri,25,0,25,132,0,132,0,0,0,30-06-2022
Lakhimpur,0,0,0,2,0,2,0,0,0,30-06-2022
Sonitpur,0,0,0,0,0,0,6,0,6,30-06-2022
South Salmara,0,0,0,23,0,23,27,5,32,30-06-2022
Kamrup,2,0,2,0,0,0,0,0,0,30-06-2022
Baksa,0,0,0,182,0,182,0,0,0,01-07-2022
Chirang,5,0,5,1,0,1,2,3,5,01-07-2022
Darrang,0,0,0,0,12,12,0,0,0,01-07-2022
Kokrajhar,10,0,10,4,0,4,2,0,2,01-07-2022
Dhubri,34,0,34,807,17,824,974,32,1006,01-07-2022
South Salmara,52,2,54,108,7,115,56,14,70,01-07-2022
Morigaon,0,0,0,352,5,357,30,35,65,01-07-2022
Sonitpur,3,0,3,2,0,2,3,0,3,01-07-2022
Dhemaji,50,1,51,4,0,4,20,5,25,01-07-2022
Sivasagar,1,0,1,0,0,0,0,0,0,01-07-2022
Morigaon,1,0,1,175,0,175,0,0,0,02-07-2022
Lakhimpur,0,0,0,1,0,1,0,0,0,02-07-2022
Golaghat,0,0,0,0,0,0,7,0,7,02-07-2022
Udalguri,0,0,0,47,0,47,2,2,4,02-07-2022
Dhemaji,2,0,2,10,0,10,10,0,10,02-07-2022
Tinsukia,1,0,1,2,0,2,0,0,0,02-07-2022
Baksa,0,0,0,35,0,35,0,0,0,03-07-2022
Morigaon,0,0,0,112,0,112,0,0,0,03-07-2022
Udalguri,0 0 0,,,52,2,54,0,1,1,03-07-2022
Kamrup,16,0,16,417,2,419,0,145,145,04-07-2022
Lakhimpur,0,0,0,1,0,1,0,0,0,04-07-2022
Majuli,0,0,0,0,0,0,0,1,1,04-07-2022
Morigaon,0,0,0,102,0,102,0,0,0,04-07-2022
Tamulpur,4,0,4,67,1,68,0,0,0,04-07-2022
Udalguri,2,0,2,19,0,19,0,0,0,04-07-2022
Sivasagar,2,0,2,0,0,0,0,0,0,05-07-2022
Golaghat,0,0,0,0,0,0,7,0,7,05-07-2022
Morigaon,0,0,0,126,0,126,0,0,0,05-07-2022
Lakhimpur,0,0,0,104,0,104,0,0,0,05-07-2022
Chirang,2,0,2,0,0,0,0,0,0,05-07-2022
Darrang,0,3,3,0,0,0,0,0,0,05-07-2022
Morigaon,0,0,0,50,0,50,0,0,0,06-07-2022
Tamulpur,170,0,170,0,0,0,0,0,0,06-07-2022
Sivasagar,29,0,29,13,0,13,0,0,0,06-07-2022
Morigaon,0,0,0,27,0,27,0,0,0,07-07-2022
Sivasagar,4,0,4,10,0,10,0,0,0,07-07-2022
Bongaigaon,41,1,42,0,0,0,1,0,1,08-07-2022
Morigaon,0,1,1,74,0,74,0,0,0,08-07-2022
Sivasagar,8,0,8,21,0,21,0,0,0,09-07-2022
Barpeta,0,1,1,81,0,81,11,2,13,09-07-2022
Kamrup,65,0,65,1680,28,1708,1,475,476,09-07-2022
Morigaon,0,0,0,20,0,20,0,0,0,09-07-2022
Morigaon,0,0,0,60,0,60,0,0,0,10-07-2022
Nagaon,34,12,46,590,240,830,398,274,672,10-07-2022
Udalguri,1,0,1,75,0,75,0,0,0,10-07-2022
Hailakandi,790,15,805,9110,278,9388,270,20,290,11-07-2022
Morigaon,0,0,0,109,0,109,0,0,0,11-07-2022
Karbi Anglong West,26,0,26,191,0,191,0,0,0,11-07-2022
Cachar,1731,0,1731,58820,9526,68346,0,2201,2201,11-07-2022
Kamrup,7,0,7,9985,16,10001,27,1118,1145,12-07-2022
Karbi Anglong West,2,0,2,7,0,7,0,0,0,12-07-2022
Karimganj,73,1,74,5966,587,6553,0,0,0,12-07-2022
Kokrajhar,0,0,0,43,0,43,1,0,1,12-07-2022
Lakhimpur,25,0,25,74,0,74,0,0,0,12-07-2022
Morigaon,0,0,0,1692,0,1692,0,0,0,12-07-2022
Nagaon,0,0,0,490,0,490,950,620,1570,12-07-2022
Darrang,3302,1,3303,4641,110,4751,9,472,481,12-07-2022
Nalbari,132,8,140,7612,100,7712,229,1457,1686,12-07-2022
Udalguri,207,2,209,188,2,190,0,0,0,12-07-2022
Sivasagar,0 0,0,,1,0,1,0,0,0,12-07-2022
Darrang,11,0,11,1661,10,1671,4,415,419,13-07-2022
Nalbari,0,0,0,195,0,195,1,2,3,13-07-2022
Morigaon,0,0,0,1100,0,1100,0,0,0,13-07-2022
Kamrup,0,0,0,142,0,142,0,88,88,13-07-2022
Nagaon,192,0,192,4781,76,4857,468,780,1248,13-07-2022
Darrang,2,0,2,64,0,64,1,36,37,14-07-2022
Morigaon,2,0,2,2933,26,2959,0,0,0,14-07-2022
Nalbari,0,0,0,0,0,0,1,0,1,14-07-2022
Udalguri,19,0,19,456,2,458,0,0,0,15-07-2022
Sonitpur,44,8,52,320,2,322,130,0,130,15-07-2022
Nagaon,287,1,288,4932,11,4943,14,31,45,15-07-2022
Morigaon,3,0,3,86,0,86,0,0,0,15-07-2022
Karimganj,23,3,26,14735,6857,21592,0,0,0,15-07-2022
Dhemaji,30,0,30,10,1,11,0,0,0,15-07-2022
Darrang,2,1,3,0,1,1,1,951,952,15-07-2022
Bajali,58,0,58,1970,72,2042,0,529,529,15-07-2022
Karbi Anglong West,0,0,0,1,0,1,0,0,0,15-07-2022
Hojai,232,0,232,3597,34,3631,293,206,499,15-07-2022
Hailakandi,30,0,30,638,12,650,12,2,14,16-07-2022
Karimganj,0,0,0,1811,450,2261,0,0,0,16-07-2022
Chirang,0,0,0,50,0,50,0,0,0,18-07-2022
Morigaon,0,0,0,659,5,664,0,0,0,20-07-2022
Morigaon,0,0,0,6,0,6,0,0,0,21-07-2022
Udalguri,0,0,0,17,0,17,1,0,1,30-07-2022
Tamulpur,1,0,1,0,0,0,0,0,0,01-08-2022
Udalguri,0,0,0,21,0,21,0,0,0,03-08-2022
Dhemaji,0,0,0,5,0,5,0,0,0,04-08-2022
Dhemaji,3,1,4,9,0,9,0,0,0,05-08-2022
Bajali,358,0,358,521,1,522,0,0,0,29-06-2022
Barpeta,174,2,176,72,2,74,22,0,22,29-06-2022
Biswanath,1,1,2,0,0,0,0,0,0,29-06-2022
Dhubri,0,0,0,32,7,39,21,0,21,29-06-2022
Kamrup,5,6,11,230,19,249,0,0,0,29-06-2022
Kamrup (M),0,0,0,0,1,1,0,0,0,29-06-2022
Lakhimpur,0,0,0,1,0,1,0,0,0,29-06-2022
South Salmara,0,0,0,68,0,68,21,5,26,29-06-2022
Udalguri,1,0,1,80,0,80,1,0,1,29-06-2022
Udalguri,1,0,1,106,0,106,0,0,0,22-08-2022
Hojai,0,0,0,12,0,12,0,0,0,22-08-2022
Chirang,2,0,2,0,0,0,0,0,0,05-09-2022
Golaghat,0,0,0,127,0,127,0,150,150,13-09-2022
Dhemaji,1,0,1,23,0,23,0,0,0,14-10-2022
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
