District,RevenueCircle,Crop Area Affected (Hectares),Date
Darrang,sipajhar,247.4,05-17-2022
Cachar,katigorah,225,2022-05-17
Cachar,silchar,596.9,05-17-2022
Cachar,lakhipur,110,2022-05-17
Cachar,udharbond,134,2022-05-17
Cachar,sonai,397,2022-05-17
Udalguri,harisinga,0,2022-05-17
Udalguri,kalaigaon,2450,2022-05-17
Udalguri,mazbat,0,2022-05-17
Udalguri,udalguri,1568,2022-05-17
Udalguri,khairabari,160,2022-05-17
Kokrajhar,kokrajhar,267,2022-05-18
Kokrajhar,bagribari,1793,2022-05-18
Udalguri,udalguri,122,2022-05-18
Udalguri,kalaigaon,22,2022-05-18
Udalguri,khairabari,0,2022-05-18
Udalguri,harisinga,0,2022-05-18
Tamulpur,tamulpur,60,2022-05-18
Sonitpur,naduar,151,2022-05-18
Sonitpur,dhekiajuli,62.6,2022-05-18
Sonitpur,chariduar,0,2022-05-18
Sonitpur,tezpur,222,2022-05-18
Nalbari,nalbari,15,2022-05-18
Nalbari,barbhag,128.5,2022-05-18
Nalbari,banekuchi,38.5,2022-05-18
Nalbari,barkhetri,594,2022-05-18
Nalbari,paschim,152,2022-05-18
Nalbari,tihu,292,2022-05-18
Nalbari,ghograpar,31,2022-05-18
Nagaon,raha,3974.57,2022-05-18
Nagaon,kampur,5600,2022-05-18
Nagaon,nagaon,168,2022-05-18
Morigaon,mayong,1275,2022-05-18
Morigaon,morigaon,795.69,2022-05-18
Majuli,majuli,167.38,2022-05-18
Majuli,ujani,26.09,2022-05-18
Lakhimpur,nowboicha,144.5,2022-05-18
Lakhimpur,north,4,2022-05-18
Lakhimpur,narayanpur,476.7,2022-05-18
Lakhimpur,bihpuria,258,2022-05-18
Karimganj,badarpur,0,2022-05-18
Karimganj,karimganj,0,2022-05-18
Karbi Anglong,donkamokam,290,05-18-2022
Kamrup,kayan,242.7,05-18-2022
Kamrup,rangia,262,05-18-2022
Hojai,doboka,874,05-18-2022
Hojai,hojai,4278,05-18-2022
Hojai,lanka,650,2022-05-18
Kamrup (M),chandrapur,778,2022-05-18
Goalpara,rongjuli,276.2,2022-05-18
Bajali,bajali,0,2022-05-18
Baksa,barama,0,2022-05-18
Barpeta,chenga,1446.8,2022-05-18
Barpeta,sarthebari,153,2022-05-18
Barpeta,baghbar,222,2022-05-18
Barpeta,kalgachia,777.5,2022-05-18
Biswanath,halem,593,2022-05-18
Biswanath,naduar,191.5,2022-05-18
Biswanath,gohpur,532,2022-05-18
Biswanath,biswanath,1250,2022-05-18
Hailakandi,algapur,154,2022-05-18
Cachar,sonai,1449.8,2022-05-18
Cachar,lakhipur,106,2022-05-18
Cachar,udharbond,507.5,2022-05-18
Cachar,silchar,1137.5,2022-05-18
Cachar,katigorah,4224.1,2022-05-18
Bongaigaon,manikpur,544,2022-05-18
Bongaigaon,bongaigaon,197,2022-05-18
Bongaigaon,boitamari,44,2022-05-18
Bongaigaon,srijangram,166,2022-05-18
Darrang,patharighat,366.9,2022-05-18
Darrang,mangaldoi,1559,2022-05-18
Darrang,dalgaon,5388.7,2022-05-18
Darrang,sipajhar,268,2022-05-18
Dhemaji,gogamukh,0,2022-05-18
Dhemaji,jonai,303.6,2022-05-18
Dhemaji,dhemaji,5,05-18-2022
Dhemaji,sissiborgaon,78.6,05-18-2022
Dibrugarh,chabua,3.5,05-18-2022
Dima-Hasao,haflong,0,05-18-2022
Charaideo,sapekhati,0,05-18-2022
Kamrup (M),chandrapur,778,2022-05-19
Lakhimpur,nowboicha,0,2022-05-19
Lakhimpur,narayanpur,549.7,2022-05-19
Lakhimpur,bihpuria,216,2022-05-19
Lakhimpur,north,12,2022-05-19
Karbi Anglong West,donkamokam,7,2022-05-19
Karimganj,karimganj,0,2022-05-19
Karimganj,badarpur,11.2,2022-05-19
Kokrajhar,bagribari,241.9,2022-05-19
Kokrajhar,bhawraguri,4.5,2022-05-19
Majuli,majuli,255.08,2022-05-19
Majuli,ujani,31.35,2022-05-19
Dibrugarh,chabua,3.5,2022-05-19
Nagaon,kampur,5600,2022-05-19
Nagaon,raha,4867.94,2022-05-19
Nagaon,nagaon,1398,2022-05-19
Nalbari,barbhag,173,2022-05-19
Nalbari,barkhetri,840,2022-05-19
Nalbari,nalbari,30.6,2022-05-19
Nalbari,tihu,36,2022-05-19
Nalbari,paschim,152,2022-05-19
Nalbari,ghograpar,64.5,2022-05-19
Sonitpur,naduar,151,2022-05-19
Sonitpur,tezpur,222,2022-05-19
Sonitpur,thelamara,180,2022-05-19
Sonitpur,dhekiajuli,1123,2022-05-19
Sonitpur,chariduar,76,2022-05-19
Udalguri,harisinga,0,2022-05-19
Udalguri,khairabari,0,2022-05-19
Udalguri,kalaigaon,0,2022-05-19
Udalguri,udalguri,0,2022-05-19
Kamrup,chamaria,1468.5,2022-05-19
Kamrup,nagarbera,99.5,2022-05-19
Kamrup,kayan,68.2,2022-05-19
Kamrup,rangia,271,2022-05-19
Morigaon,mayong,4680,2022-05-19
Morigaon,morigaon,1358.19,2022-05-19
Hojai,lanka,650,05-19-2022
Hojai,doboka,1231,2022-05-19
Hojai,hojai,3566,2022-05-19
Barpeta,sarthebari,282.5,2022-05-19
Barpeta,chenga,1471,2022-05-19
Barpeta,kalgachia,967,2022-05-19
Barpeta,baghbar,2816.8,2022-05-19
Goalpara,matia,1750,2022-05-19
Goalpara,balijana,722.5,2022-05-19
Goalpara,rongjuli,300,2022-05-19
Goalpara,lakhipur,4094.5,2022-05-19
Bajali,bajali,0,2022-05-19
Hailakandi,algapur,13,2022-05-19
Biswanath,biswanath,713,2022-05-19
Biswanath,naduar,204,2022-05-19
Biswanath,gohpur,662,2022-05-19
Biswanath,halem,236,2022-05-19
Bongaigaon,manikpur,67,2022-05-19
Bongaigaon,srijangram,1663,2022-05-19
Cachar,katigorah,3052,2022-05-19
Cachar,udharbond,146,2022-05-19
Cachar,silchar,1238,2022-05-19
Cachar,lakhipur,293,2022-05-19
Cachar,sonai,821,2022-05-19
Baksa,baksa,2.5,2022-05-19
Dhemaji,jonai,303.6,2022-05-19
Dhemaji,sissiborgaon,116.25,2022-05-19
Dhemaji,dhemaji,12,2022-05-19
Dhubri,gauripur,534,2022-05-19
Dhubri,dhubri,67,2022-05-19
Dhubri,athani,471.41,2022-05-19
Dhubri,chapar,156,2022-05-19
Dima-Hasao,haflong,0,2022-05-19
Darrang,dalgaon,7441.5,2022-05-19
Darrang,patharighat,385.4,2022-05-19
Darrang,mangaldoi,2259,2022-05-19
Darrang,sipajhar,293,2022-05-19
Hojai,lanka,650,2022-05-20
Hojai,hojai,3332,2022-05-20
Hojai,doboka,1231,2022-05-20
Majuli,ujani,38.25,2022-05-20
Majuli,majuli,181.18,2022-05-20
Lakhimpur,subansiri,20,2022-05-20
Lakhimpur,north,3,2022-05-20
Lakhimpur,narayanpur,628.4,2022-05-20
Lakhimpur,bihpuria,255,2022-05-20
Kokrajhar,bagribari,241.9,2022-05-20
Kokrajhar,bhawraguri,36.65,2022-05-20
Karimganj,karimganj,0,05-20-2022
Karimganj,badarpur,6.9,05-20-2022
Karbi Anglong West,donkamokam,0,05-20-2022
Kamrup (M),chandrapur,778,2022-05-20
Kamrup,chamaria,1829.5,2022-05-20
Kamrup,chaygaon,82,2022-05-20
Kamrup,nagarbera,99.5,2022-05-20
Kamrup,hajo,1146.05,2022-05-20
Kamrup,rangia,277,2022-05-20
Kamrup,boko,56,2022-05-20
Kamrup,kayan,80,2022-05-20
Kamrup,kamalpur,44,2022-05-20
Kamrup,goroimari,485.5,2022-05-20
Jorhat,jorhat,130,2022-05-20
Golaghat,sarupathar,12.14,2022-05-20
Golaghat,khumtai,26,2022-05-20
Dima-Hasao,haflong,115,2022-05-20
Dibrugarh,chabua,3.5,2022-05-20
Dhubri,dhubri,1061,05-20-2022
Dhubri,gauripur,937.5,05-20-2022
Dhubri,golakganj,151,2022-05-20
Dhubri,bilasipara,1647.7,2022-05-20
Dhubri,athani,1726.13,2022-05-20
Dhubri,chapar,451,2022-05-20
Dhemaji,jonai,327.2,2022-05-20
Dhemaji,dhemaji,12,2022-05-20
Darrang,mangaldoi,2494.5,2022-05-20
Darrang,dalgaon,7441.5,05-20-2022
Darrang,patharighat,385.4,2022-05-20
Darrang,sipajhar,386.5,2022-05-20
Charaideo,mahmora,1.6,2022-05-20
Cachar,katigorah,3052,2022-05-20
Cachar,silchar,1385,2022-05-20
Cachar,udharbond,275,2022-05-20
Cachar,sonai,1838.3,2022-05-20
Cachar,lakhipur,340.2,2022-05-20
Bongaigaon,manikpur,188,2022-05-20
Bongaigaon,srijangram,319,2022-05-20
Bongaigaon,boitamari,638,2022-05-20
Biswanath,naduar,208,2022-05-20
Biswanath,biswanath,0,05-20-2022
Biswanath,gohpur,238,2022-05-20
Biswanath,halem,117,2022-05-20
Barpeta,barpeta,1289,2022-05-20
Barpeta,sarthebari,3717.1,2022-05-20
Barpeta,kalgachia,1457,2022-05-20
Barpeta,chenga,1153,2022-05-20
Barpeta,baghbar,399.67,2022-05-20
Morigaon,mayong,5853.5,2022-05-20
Morigaon,morigaon,2207.01,2022-05-20
Goalpara,lakhipur,6750,05-20-2022
Goalpara,balijana,722.5,05-20-2022
Goalpara,matia,1750,05-20-2022
Goalpara,rongjuli,303,05-20-2022
Nagaon,nagaon,1676,2022-05-20
Nagaon,kampur,5600,2022-05-20
Nagaon,raha,5167.42,2022-05-20
Udalguri,harisinga,0,2022-05-20
Udalguri,kalaigaon,0,2022-05-20
Udalguri,udalguri,0,2022-05-20
Sonitpur,naduar,151,2022-05-20
Sonitpur,dhekiajuli,1088.1,2022-05-20
Sonitpur,chariduar,0,2022-05-20
Sonitpur,tezpur,148,2022-05-20
South Salmara,mankachar,140,05-20-2022
Nalbari,barbhag,255,05-20-2022
Nalbari,tihu,36,05-20-2022
Nalbari,barkhetri,2351,05-20-2022
Nalbari,ghograpar,64,05-20-2022
Nalbari,paschim,161,05-20-2022
Nalbari,nalbari,168.6,2022-05-20
Tinsukia,doomdooma,19,2022-05-20
Golaghat,bokakhat,25,2022-05-21
Golaghat,khumtai,26,2022-05-21
Hojai,lanka,650,2022-05-21
Hojai,hojai,2051,2022-05-21
Hojai,doboka,1248,2022-05-21
Jorhat,jorhat,35,2022-05-21
Kamrup,chaygaon,62,05-21-2022
Kamrup,nagarbera,1209,2022-05-21
Kamrup,chamaria,1829.5,05-21-2022
Kamrup,goroimari,559,2022-05-21
Kamrup,hajo,988.98,2022-05-21
Kamrup,kayan,99,2022-05-21
Kamrup,boko,69,05-21-2022
Kamrup,kamalpur,44,05-21-2022
Kamrup,rangia,47.5,2022-05-21
Kamrup (M),chandrapur,826,2022-05-21
Kamrup (M),sonapur,332,2022-05-21
Karbi Anglong West,donkamokam,0,2022-05-21
Karimganj,karimganj,0,2022-05-21
Karimganj,badarpur,3.3,2022-05-21
Kokrajhar,bagribari,69.38,2022-05-21
Lakhimpur,subansiri,227.9,2022-05-21
Lakhimpur,north,0,2022-05-21
Lakhimpur,narayanpur,570.5,2022-05-21
Lakhimpur,bihpuria,412,2022-05-21
Morigaon,morigaon,3429.63,2022-05-21
Morigaon,mayong,7809,2022-05-21
Goalpara,lakhipur,8483,2022-05-21
Goalpara,balijana,2408,2022-05-21
Goalpara,rongjuli,487,2022-05-21
Goalpara,matia,2522,2022-05-21
Nagaon,kampur,5600,2022-05-21
Nagaon,raha,5354.87,2022-05-21
Nagaon,nagaon,3309,2022-05-21
Nalbari,barbhag,270,2022-05-21
Nalbari,nalbari,168.6,2022-05-21
Nalbari,barkhetri,3075,2022-05-21
Nalbari,ghograpar,88,2022-05-21
Nalbari,tihu,36,2022-05-21
Nalbari,paschim,161,2022-05-21
Sivasagar,sonari,7.6,2022-05-21
Sonitpur,naduar,92,05-21-2022
Sonitpur,dhekiajuli,905.1,05-21-2022
Sonitpur,chariduar,0,05-21-2022
Sonitpur,tezpur,102,05-21-2022
South Salmara,mankachar,140,05-21-2022
South Salmara,south,103,2022-05-21
Tinsukia,doomdooma,15,2022-05-21
Udalguri,harisinga,0,2022-05-21
Udalguri,kalaigaon,0,2022-05-21
Udalguri,udalguri,0,2022-05-21
Majuli,ujani,33.25,2022-05-21
Majuli,majuli,118.18,2022-05-21
Dibrugarh,chabua,3.5,2022-05-21
Hailakandi,algapur,0,2022-05-21
Charaideo,sonari,1.6,2022-05-21
Dhubri,dhubri,1236.5,2022-05-21
Dhubri,golakganj,1215,2022-05-21
Dhubri,gauripur,1137,2022-05-21
Dhubri,south,986.2,2022-05-21
Baksa,baksa,1.46,2022-05-21
Barpeta,barpeta,1286,2022-05-21
Barpeta,sarthebari,3102,2022-05-21
Barpeta,kalgachia,1457,2022-05-21
Barpeta,chenga,1153,2022-05-21
Barpeta,baghbar,356.5,2022-05-21
Biswanath,naduar,41,05-21-2022
Biswanath,halem,0,05-21-2022
Biswanath,gohpur,215,05-21-2022
Biswanath,biswanath,142,05-21-2022
Dhemaji,jonai,372.2,05-21-2022
Dhemaji,dhemaji,12,05-21-2022
Darrang,patharighat,298.9,05-21-2022
Darrang,dalgaon,7441.5,05-21-2022
Darrang,mangaldoi,11963,05-21-2022
Darrang,sipajhar,492,05-21-2022
Bongaigaon,manikpur,143,05-21-2022
Bongaigaon,srijangram,288,05-21-2022
Cachar,silchar,501,05-21-2022
Cachar,katigorah,2015,05-21-2022
Cachar,udharbond,217,05-21-2022
Cachar,lakhipur,375,05-21-2022
Cachar,sonai,1008.75,2022-05-21
Karimganj,karimganj,0,2022-05-22
Karimganj,badarpur,0,2022-05-22
Karbi Anglong West,donkamokam,541,2022-05-22
Kamrup (M),chandrapur,883,2022-05-22
Kamrup (M),sonapur,302.5,2022-05-22
Nagaon,kampur,5600,2022-05-22
Nagaon,nagaon,3409,2022-05-22
Nagaon,raha,5701.24,2022-05-22
Kamrup,chamaria,1829.5,2022-05-22
Kamrup,nagarbera,1296,2022-05-22
Kamrup,chaygaon,50,2022-05-22
Kamrup,rangia,37.5,2022-05-22
Kamrup,boko,69,2022-05-22
Kamrup,goroimari,485.5,2022-05-22
Kamrup,north,2.13,2022-05-22
Kamrup,hajo,1385.57,2022-05-22
Kamrup,kayan,99,2022-05-22
Kamrup,kamalpur,44,2022-05-22
Jorhat,jorhat,119,2022-05-22
Jorhat,jorhat,35,2022-05-22
Hojai,lanka,221,2022-05-22
Hojai,doboka,1183,2022-05-22
Hojai,hojai,512,05-22-2022
Golaghat,bokakhat,25,2022-05-22
Golaghat,khumtai,17,2022-05-22
Goalpara,lakhipur,10060,2022-05-22
Goalpara,balijana,2408,05-22-2022
Goalpara,matia,2522,2022-05-22
Goalpara,rongjuli,487,2022-05-22
Dhubri,dhubri,1413,2022-05-22
Dhubri,south,1172,2022-05-22
Dhubri,gauripur,1512.5,2022-05-22
Dhemaji,jonai,372.2,2022-05-22
Biswanath,gohpur,83,2022-05-22
Barpeta,barpeta,0,2022-05-22
Barpeta,kalgachia,1457,2022-05-22
Barpeta,chenga,1125.1,2022-05-22
Barpeta,sarthebari,3102,2022-05-22
Barpeta,baghbar,1177.4,2022-05-22
Cachar,katigorah,3125,2022-05-22
Cachar,udharbond,146,2022-05-22
Cachar,silchar,1268,2022-05-22
Cachar,lakhipur,223,05-22-2022
Cachar,sonai,1153,05-22-2022
Udalguri,harisinga,0,05-22-2022
Udalguri,kalaigaon,0,2022-05-22
Udalguri,mazbat,0,2022-05-22
Darrang,patharighat,298.9,05-22-2022
Darrang,dalgaon,7441.5,2022-05-22
Darrang,mangaldoi,11963,05-22-2022
Darrang,sipajhar,494,2022-05-22
Sonitpur,naduar,50,2022-05-22
Sonitpur,dhekiajuli,448,05-22-2022
Lakhimpur,narayanpur,581.2,2022-05-22
Lakhimpur,bihpuria,479,2022-05-22
Majuli,majuli,42.51,05-22-2022
Majuli,ujani,25.93,2022-05-22
Morigaon,mayong,9402,05-22-2022
Morigaon,morigaon,3659.33,2022-05-22
Nalbari,barbhag,192.5,2022-05-22
Nalbari,barkhetri,3295,05-22-2022
Nalbari,tihu,34,05-22-2022
Nalbari,ghograpar,100.5,05-22-2022
Nalbari,nalbari,152,2022-05-22
Nalbari,paschim,161,2022-05-22
Hojai,lanka,221,5-23-2022
Hojai,doboka,1238,05-23-2022
Hojai,hojai,136,2022-05-23
Goalpara,balijana,2570,2022-05-23
Goalpara,lakhipur,10060,2022-05-23
Goalpara,matia,2522,2022-05-23
Goalpara,rongjuli,860,2022-05-23
Dima-Hasao,haflong,99,2022-05-23
Darrang,patharighat,285.5,2022-05-23
Darrang,mangaldoi,2496,2022-05-23
Darrang,dalgaon,7441.5,2022-05-23
Jorhat,jorhat,136,2022-05-23
Jorhat,jorhat,28.5,2022-05-23
Cachar,katigorah,3125,2022-05-23
Cachar,udharbond,0,2022-05-23
Cachar,sonai,0,2022-05-23
Cachar,lakhipur,223,2022-05-23
Cachar,silchar,1268,2022-05-23
Barpeta,barpeta,4620,2022-05-23
Barpeta,sarthebari,4449,2022-05-23
Barpeta,kalgachia,814,2022-05-23
Barpeta,chenga,772,05-23-2022
Barpeta,baghbar,734.96,05-23-2022
Golaghat,bokakhat,15,05-23-2022
Golaghat,khumtai,17,2022-05-23
Dhubri,bilasipara,0,2022-05-23
Dhubri,athani,2167.69,2022-05-23
Majuli,majuli,20.31,2022-05-23
Majuli,ujani,33.45,2022-05-23
Kamrup (M),chandrapur,889,2022-05-23
Kamrup (M),sonapur,281.5,2022-05-23
Udalguri,kalaigaon,0,2022-05-23
Udalguri,harisinga,0,2022-05-23
Udalguri,udalguri,0,2022-05-23
Udalguri,mazbat,0,2022-05-23
Sonitpur,dhekiajuli,204,2022-05-23
Nalbari,paschim,42,2022-05-23
Nalbari,barkhetri,66,2022-05-23
Nagaon,kampur,5600,2022-05-23
Nagaon,nagaon,3623,2022-05-23
Nagaon,raha,6101.24,2022-05-23
Morigaon,morigaon,3935.83,2022-05-23
Morigaon,mayong,9965.5,2022-05-23
Lakhimpur,narayanpur,0,2022-05-23
Lakhimpur,bihpuria,448,5-23-2022
Kamrup,nagarbera,1583,5-23-2022
Kamrup,chaygaon,52,5-23-2022
Kamrup,chamaria,1829.5,05-23-2022
Kamrup,kayan,60.1,05-23-2022
Kamrup,palashbari,10,05-23-2022
Kamrup,rangia,10,2022-05-23
Kamrup,boko,69,2022-05-23
Kamrup,hajo,1334.29,2022-05-23
Kamrup,kamalpur,44,2022-05-23
Kamrup,north,2.13,2022-05-23
Karbi Anglong West,donkamokam,0,2022-05-23
Karimganj,karimganj,0,2022-05-23
Karimganj,badarpur,0,2022-05-23
Lakhimpur,narayanpur,0,2022-05-24
Lakhimpur,bihpuria,211,2022-05-24
Dima-Hasao,haflong,0,2022-05-24
Darrang,patharighat,149.5,2022-05-24
Darrang,mangaldoi,2469,2022-05-24
Darrang,dalgaon,0,2022-05-24
Cachar,katigorah,3125,2022-05-24
Cachar,silchar,1268,2022-05-24
Cachar,lakhipur,223,2022-05-24
Cachar,udharbond,146,2022-05-24
Cachar,sonai,1153,2022-05-24
Barpeta,sarthebari,44.5,2022-05-24
Barpeta,kalgachia,196,2022-05-24
Barpeta,chenga,135,05-24-2022
Barpeta,baghbar,863,05-24-2022
Nalbari,barkhetri,673,2022-05-24
Nalbari,paschim,0,2022-05-24
Nagaon,kampur,7691,2022-05-24
Nagaon,nagaon,3681,2022-05-24
Nagaon,raha,6101.24,2022-05-24
Morigaon,mayong,10179,2022-05-24
Morigaon,morigaon,4250.83,2022-05-24
Goalpara,lakhipur,10060,2022-05-24
Goalpara,balijana,2270,2022-05-24
Goalpara,matia,2259,2022-05-24
Goalpara,dudhnoi,86,2022-05-24
Goalpara,rongjuli,738,2022-05-24
Sonitpur,dhekiajuli,57,2022-05-24
Hojai,hojai,46,2022-05-24
Hojai,doboka,0,2022-05-24
Hojai,lanka,221,2022-05-24
Jorhat,jorhat,18,2022-05-24
Kamrup,chaygaon,50,2022-05-24
Kamrup,nagarbera,1496,2022-05-24
Kamrup,chamaria,1680,2022-05-24
Kamrup,rangia,16,2022-05-24
Kamrup,hajo,1235.25,2022-05-24
Kamrup,kamalpur,52.1,2022-05-24
Kamrup,boko,69,2022-05-24
Kamrup (M),chandrapur,948,05-24-2022
Kamrup (M),sonapur,206.5,05-24-2022
Karbi Anglong West,donkamokam,0,05-24-2022
Karimganj,karimganj,0,05-24-2022
Karimganj,badarpur,0,05-24-2022
Golaghat,bokakhat,15,05-24-2022
Golaghat,khumtai,17,2022-05-24
Cachar,katigorah,2151,2022-05-25
Cachar,silchar,1268,2022-05-25
Cachar,lakhipur,223,2022-05-25
Cachar,sonai,1153,2022-05-25
Cachar,udharbond,146,2022-05-25
Sonitpur,dhekiajuli,21,2022-05-25
Nagaon,kampur,7100,2022-05-25
Nagaon,nagaon,4020.5,2022-05-25
Nagaon,raha,6329.42,2022-05-25
Morigaon,morigaon,4317.83,2022-05-25
Morigaon,mayong,10252,2022-05-25
Karimganj,badarpur,0,2022-05-25
Karimganj,karimganj,0,2022-05-25
Karbi Anglong West,donkamokam,0,2022-05-25
Golaghat,bokakhat,5,2022-05-25
Golaghat,khumtai,17,2022-05-25
Kamrup,chamaria,1600,2022-05-25
Kamrup,hajo,1111.72,05-25-2022
Kamrup,rangia,16,05-25-2022
Kamrup,kamalpur,52.1,05-25-2022
Kamrup,boko,58,2022-05-25
Hojai,hojai,29,2022-05-25
Hojai,lanka,221,2022-05-25
Goalpara,lakhipur,5974,2022-05-25
Goalpara,balijana,1923,2022-05-25
Goalpara,rongjuli,463,2022-05-25
Goalpara,matia,1878,2022-05-25
Goalpara,dudhnoi,86,2022-05-25
Darrang,patharighat,79.5,2022-05-25
Dima-Hasao,haflong,2.45,2022-05-25
Kamrup (M),dispur,0,2022-05-25
Kamrup (M),chandrapur,948,2022-05-25
Kamrup (M),sonapur,163,2022-05-25
Barpeta,kalgachia,14,2022-05-25
Barpeta,chenga,49,2022-05-25
Goalpara,lakhipur,633,2022-05-27
Goalpara,balijana,1148,2022-05-27
Goalpara,dudhnoi,60,2022-05-27
Goalpara,rongjuli,198,2022-05-27
Goalpara,matia,239,2022-05-27
Cachar,silchar,1174,2022-05-27
Cachar,katigorah,2151,2022-05-27
Cachar,lakhipur,207,2022-05-27
Cachar,sonai,1103.8,2022-05-27
Cachar,udharbond,146,2022-05-27
Dima-Hasao,haflong,22.25,05-27-2022
Nagaon,nagaon,4244.5,2022-05-27
Nagaon,kampur,4600,2022-05-27
Nagaon,raha,6933.14,2022-05-27
Kamrup (M),sonapur,120,2022-05-27
Morigaon,morigaon,4260.33,2022-05-27
Morigaon,mayong,6860,2022-05-27
Hojai,doboka,0,2022-05-27
Hojai,hojai,11,2022-05-27
Golaghat,khumtai,17,2022-05-27
Kamrup,chamaria,320,2022-05-27
Kamrup,kamalpur,33.1,05-27-2022
Kamrup,hajo,873,05-27-2022
Cachar,katigorah,0,2022-05-28
Cachar,lakhipur,0,2022-05-28
Cachar,sonai,0,2022-05-28
