District,RevenueCircle,Crop Area Affected (Hectares),Date
Cachar,silchar,0,2022-05-28
Cachar,udharbond,0,2022-05-28
Morigaon,mayong,6860,2022-05-28
Morigaon,morigaon,4245.33,2022-05-28
Dima-Hasao,haflong,247.29,2022-05-28
Goalpara,balijana,798,2022-05-28
Goalpara,lakhipur,496,2022-05-28
Goalpara,dudhnoi,50,2022-05-28
Goalpara,rongjuli,147,2022-05-28
Goalpara,matia,98,2022-05-28
Kamrup,kamalpur,9.1,2022-05-28
Kamrup,hajo,249,2022-05-28
Kamrup (M),sonapur,183,2022-05-28
Nagaon,nagaon,4244.5,2022-05-28
Nagaon,kampur,4600,2022-05-28
Nagaon,raha,6933.14,2022-05-28
Kamrup (M),sonapur,251,2022-05-29
Kamrup,hajo,112,2022-05-29
Cachar,lakhipur,0,2022-05-29
Cachar,udharbond,0,2022-05-29
Cachar,sonai,0,2022-05-29
Cachar,katigorah,0,2022-05-29
Cachar,silchar,0,2022-05-29
Nagaon,nagaon,2680,2022-05-29
Nagaon,kampur,4600,2022-05-29
Nagaon,raha,6933.14,2022-05-29
Dima-Hasao,haflong,310.53,2022-05-29
Goalpara,balijana,119,2022-05-29
Goalpara,lakhipur,137,2022-05-29
Goalpara,rongjuli,94,2022-05-29
Goalpara,matia,66,05-29-2022
Goalpara,dudhnoi,30,05-29-2022
Morigaon,mayong,6287,05-29-2022
Morigaon,morigaon,4240.33,05-29-2022
Nagaon,nagaon,977,05-30-2022
Nagaon,raha,6834.27,2022-05-30
Nagaon,kampur,1700,2022-05-30
Morigaon,mayong,2200,2022-05-30
Morigaon,morigaon,4236,2022-05-30
Cachar,lakhipur,0,05-30-2022
Cachar,sonai,0,05-30-2022
Cachar,silchar,0,05-30-2022
Cachar,katigorah,0,05-30-2022
Dima-Hasao,haflong,97.15,2022-05-30
Goalpara,lakhipur,129,05-30-2022
Kamrup (M),sonapur,389.5,05-30-2022
Cachar,katigorah,0,01-06-2022
Cachar,silchar,0,01-06-2022
Cachar,lakhipur,0,2022-01-06
Cachar,sonai,0,01-06-2022
Morigaon,morigaon,4200,2022-01-06
Nagaon,nagaon,435,01-06-2022
Nagaon,raha,1067.78,01-06-2022
Nagaon,kampur,850,01-06-2022
Dima-Hasao,haflong,92.64,2022-01-06
Kamrup (M),sonapur,247,01-06-2022
Cachar,silchar,0,2022-02-06
Cachar,katigorah,0,2022-02-06
Morigaon,morigaon,4060,02-06-2022
Nagaon,kampur,650,2022-02-06
Nagaon,raha,672.7,2022-02-06
Dima-Hasao,haflong,2.07,2022-02-06
Kamrup (M),sonapur,194,2022-02-06
Morigaon,morigaon,4040,2022-03-06
Kamrup (M),sonapur,223,2022-03-06
Dima-Hasao,haflong,683.6,2022-03-06
Cachar,silchar,0,2022-03-06
Cachar,katigorah,0,2022-03-06
Nagaon,raha,194.12,2022-03-06
Nagaon,kampur,650,2022-03-06
Cachar,katigorah,0,2022-04-06
Cachar,silchar,0,2022-04-06
Dima-Hasao,haflong,1065.5,2022-04-06
Kamrup (M),sonapur,247,2022-04-06
Nagaon,kampur,650,2022-04-06
Nagaon,raha,79,2022-04-06
Morigaon,mayong,0,2022-04-06
Morigaon,morigaon,3988,2022-04-06
Cachar,silchar,0,2022-05-06
Cachar,katigorah,0,2022-05-06
Kamrup (M),sonapur,161,05-06-2022
Morigaon,morigaon,3200,2022-05-06
Cachar,silchar,0,06-06-2022
Cachar,katigorah,0,06-06-2022
Morigaon,morigaon,2112,2022-06-06
Cachar,katigorah,0,2022-07-06
Cachar,silchar,0,2022-07-06
Morigaon,morigaon,1403,07-06-2022
Cachar,katigorah,0,2022-08-06
Cachar,silchar,0,2022-08-06
Morigaon,morigaon,1380,2022-08-06
Morigaon,morigaon,1000,09-06-2022
Dhemaji,gogamukh,35,2022-09-06
Dhemaji,sissiborgaon,60.9,2022-09-06
Dhemaji,gogamukh,35,2022-10-06
Dhemaji,sissiborgaon,60,2022-10-06
Dhemaji,dhemaji,6,2022-10-06
Morigaon,morigaon,750,10-06-2022
South Salmara,mankachar,199,2022-10-06
South Salmara,mankachar,199,11-06-2022
Dhemaji,gogamukh,35,2022-11-06
Dhemaji,dhemaji,6,11-6-2022
Dhemaji,sissiborgaon,60,11-6-2022
Morigaon,morigaon,345,2022-11-06
Lakhimpur,north,0,2022-11-06
South Salmara,mankachar,87,2022-12-06
Lakhimpur,subansiri,231,2022-12-06
Dhemaji,dhemaji,4,2022-12-06
Dhemaji,sissiborgaon,60,2022-12-06
South Salmara,mankachar,87,2022-06-13
Dhemaji,gogamukh,35,2022-06-13
Dhemaji,dhemaji,2,2022-06-13
Dhemaji,sissiborgaon,55,06-13-2022
Darrang,mangaldoi,21,2022-06-13
Dhemaji,jonai,127,06-14-2022
Dhemaji,dhemaji,3,2022-06-14
Dhemaji,sissiborgaon,55,2022-06-14
Darrang,mangaldoi,21,2022-06-14
Dibrugarh,chabua,2.5,2022-06-14
Goalpara,balijana,0,2022-06-14
Kamrup (M),sonapur,0,2022-06-14
Kamrup (M),dispur,0,2022-06-14
Kamrup (M),guwahati,0,06-14-2022
South Salmara,mankachar,87,06-14-2022
Udalguri,harisinga,0,06-15-2022
Udalguri,khairabari,8,2022-06-15
Udalguri,kalaigaon,0,2022-06-15
Udalguri,udalguri,0,2022-06-15
Tamulpur,goreswar,29,06-15-2022
Tamulpur,tamulpur,66,06-15-2022
Nalbari,nalbari,140.6,2022-06-15
Nalbari,banekuchi,8.3,06-15-2022
Nalbari,tihu,34,06-15-2022
Nalbari,ghograpar,0,2022-06-15
Nalbari,paschim,0,06-15-2022
Majuli,majuli,55,2022-06-15
Majuli,ujani,24,2022-06-15
Lakhimpur,north,0,2022-06-15
Lakhimpur,bihpuria,0,2022-06-15
Dhemaji,jonai,127,2022-06-15
Dhemaji,dhemaji,4,2022-06-15
Dhemaji,sissiborgaon,137,2022-06-15
Bajali,bajali,0,2022-06-15
Baksa,jalah,60,2022-06-15
Baksa,barama,49,2022-06-15
Baksa,baska,4.78,2022-06-15
Kamrup (M),guwahati,0,2022-06-15
Kamrup (M),dispur,0,2022-06-15
Kamrup,rangia,27,2022-06-15
Kamrup,kayan,10,2022-06-15
Kamrup,kamalpur,30,2022-06-15
Hojai,hojai,12,2022-06-15
Goalpara,balijana,0,2022-06-15
Bongaigaon,manikpur,877,2022-06-15
Chirang,bijni,0,2022-06-15
Darrang,mangaldoi,21,2022-06-15
Darrang,patharighat,0,2022-06-15
Dibrugarh,chabua,2.5,2022-06-15
Kokrajhar,dotma,0,06-15-2022
Kokrajhar,bagribari,5,2022-06-15
Kokrajhar,kokrajhar,0,2022-06-15
Kamrup (M),sonapur,0,06-16-2022
Kamrup (M),chandrapur,0,06-16-2022
Kamrup (M),guwahati,0,06-16-2022
Kamrup (M),dispur,0,06-16-2022
Baksa,barnagar,387,06-16-2022
Baksa,baganpara,219.5,06-16-2022
Baksa,barama,68,06-16-2022
Baksa,baska,0,06-16-2022
Baksa,jalah,90,06-16-2022
Bajali,sarupeta,20,06-16-2022
Bajali,bajali,0,2022-06-16
Udalguri,khairabari,28.5,2022-06-16
Udalguri,mazbat,0,06-16-2022
Udalguri,udalguri,62,06-16-2022
Udalguri,kalaigaon,791,06-16-2022
Udalguri,harisinga,0,06-16-2022
Tamulpur,goreswar,167.5,06-16-2022
Tamulpur,tamulpur,232,2022-06-16
Sonitpur,thelamara,25,2022-06-16
Sonitpur,dhekiajuli,150.6,2022-06-16
Sonitpur,chariduar,0,2022-06-16
Sonitpur,tezpur,8,2022-06-16
Nalbari,ghograpar,0,2022-06-16
Nalbari,barbhag,86,2022-06-16
Nalbari,tihu,465,2022-06-16
Nalbari,paschim,271.6,2022-06-16
Nalbari,nalbari,140.6,2022-06-16
Nalbari,banekuchi,28.5,2022-06-16
Nalbari,barkhetri,0,2022-06-16
Nagaon,kampur,119,2022-06-16
Nagaon,raha,87,2022-06-16
Lakhimpur,north,19,2022-06-16
Lakhimpur,nowboicha,0,2022-06-16
Lakhimpur,bihpuria,0,2022-06-16
Kokrajhar,bagribari,14.89,2022-06-16
Kokrajhar,bhawraguri,122.5,2022-06-16
Kokrajhar,gossaigaon,221.8,2022-06-16
Kokrajhar,kokrajhar,0,2022-06-16
Kokrajhar,dotma,0,2022-06-16
Karbi Anglong West,donkamokam,0,2022-06-16
Kamrup,kayan,110,2022-06-16
Kamrup,rangia,578,2022-06-16
Kamrup,kamalpur,234.2,2022-06-16
Kamrup,palashbari,198,2022-06-16
Kamrup,boko,6.95,2022-06-16
Kamrup,hajo,2099,06-16-2022
Majuli,majuli,30,06-16-2022
Majuli,ujani,18,2022-06-16
Goalpara,balijana,43,2022-06-16
Goalpara,lakhipur,1781,2022-06-16
Goalpara,rongjuli,15,2022-06-16
Dibrugarh,chabua,2.5,2022-06-16
Dhubri,chapar,179,2022-06-16
Dhubri,bilasipara,6.52,2022-06-16
Dhubri,athani,0,2022-06-16
Dhemaji,jonai,819,06-16-2022
Dhemaji,dhemaji,3,2022-06-16
Dhemaji,sissiborgaon,276,2022-06-16
Darrang,mangaldoi,1104,2022-06-16
Darrang,dalgaon,2435.5,2022-06-16
Darrang,patharighat,580.35,2022-06-16
Darrang,sipajhar,29.66,2022-06-16
Chirang,bengtal,253,2022-06-16
Chirang,sidli,321,2022-06-16
Chirang,bijni,114.32,2022-06-16
Bongaigaon,manikpur,1201,2022-06-16
Bongaigaon,dangtol,0,2022-06-16
Bongaigaon,bongaigaon,0,2022-06-16
Biswanath,halem,18,2022-06-16
Hojai,lanka,349,2022-06-16
Hojai,hojai,1295,2022-06-16
Hojai,doboka,101,2022-06-16
Barpeta,barpeta,646,2022-06-16
Barpeta,barnagar,829,2022-06-16
Barpeta,kalgachia,604,2022-06-16
Barpeta,sarthebari,37,2022-06-16
Barpeta,chenga,0,2022-06-16
Majuli,majuli,309,2022-06-17
Majuli,ujani,52,2022-06-17
Dhemaji,jonai,1728,2022-06-17
Dhemaji,gogamukh,457,2022-06-17
Dhemaji,sissiborgaon,310,2022-06-17
Dhemaji,dhemaji,30,2022-06-17
Dhubri,chapar,1018.2,06-17-2022
Dhubri,south,0,2022-06-17
Dhubri,athani,1040.2,2022-06-17
Dhubri,bilasipara,2919.4,06-17-2022
Dhubri,agamoni,215,2022-06-17
Goalpara,balijana,762.5,2022-06-17
Goalpara,lakhipur,0,2022-06-17
Goalpara,matia,272,2022-06-17
Goalpara,dudhnoi,0.5,06-17-2022
Goalpara,rongjuli,27,2022-06-17
Hojai,lanka,532,2022-06-17
Hojai,hojai,3026,2022-06-17
Hojai,doboka,199,2022-06-17
Lakhimpur,north,97,2022-06-17
Lakhimpur,nowboicha,360.3,2022-06-17
Lakhimpur,subansiri,75,2022-06-17
Lakhimpur,kadam,7,2022-06-17
Lakhimpur,bihpuria,10,2022-06-17
Kamrup (M),chandrapur,0,2022-06-17
Kamrup (M),guwahati,0,2022-06-17
Kamrup (M),dispur,0,2022-06-17
Karbi Anglong West,donkamokam,244,2022-06-17
Kokrajhar,bagribari,284.49,2022-06-17
Kokrajhar,kokrajhar,460.4,2022-06-17
Kokrajhar,bhawraguri,0,2022-06-17
Kokrajhar,gossaigaon,141.1,2022-06-17
Kokrajhar,dotma,697.75,2022-06-17
Darrang,patharighat,1181.2,2022-06-17
Darrang,dalgaon,3795.5,2022-06-17
Darrang,mangaldoi,1572,2022-06-17
Darrang,sipajhar,510,2022-06-17
Kamrup,kayan,358,2022-06-17
Kamrup,chaygaon,123,2022-06-17
Kamrup,north,0,2022-06-17
Kamrup,rangia,593,2022-06-17
Kamrup,goroimari,69,2022-06-17
Kamrup,palashbari,198,2022-06-17
Kamrup,kamalpur,208.2,2022-06-17
Kamrup,boko,10.45,2022-06-17
Kamrup,hajo,1066,2022-06-17
Chirang,sidli,22.1,2022-06-17
Chirang,bengtal,65,2022-06-17
Chirang,bijni,278.5,2022-06-17
Tinsukia,tinsukia,238,2022-06-17
Tinsukia,doomdooma,256.3,2022-06-17
Biswanath,halem,27,2022-06-17
Barpeta,barpeta,178,2022-06-17
Barpeta,sarthebari,37,2022-06-17
Barpeta,kalgachia,1666.5,2022-06-17
Barpeta,barnagar,901.5,2022-06-17
Barpeta,chenga,724,2022-06-17
Barpeta,baghbar,4085.3,2022-06-17
Baksa,barnagar,830,2022-06-17
Baksa,baska,32.72,06-17-2022
Baksa,baganpara,43,06-17-2022
Baksa,barama,30,06-17-2022
Baksa,jalah,146,2022-06-17
Bajali,sarupeta,20,2022-06-17
Bajali,bajali,0,2022-06-17
Nalbari,paschim,449,2022-06-17
Nalbari,ghograpar,606,2022-06-17
Nalbari,barbhag,178,2022-06-17
Nalbari,nalbari,252.8,2022-06-17
Nalbari,tihu,367,2022-06-17
Nalbari,banekuchi,39,2022-06-17
Nalbari,barkhetri,0,06-17-2022
Sivasagar,demow,19.14,06-17-2022
Sonitpur,naduar,6,06-17-2022
Sonitpur,dhekiajuli,250.9,2022-06-17
Sonitpur,thelamara,127,2022-06-17
Sonitpur,chariduar,262,2022-06-17
Sonitpur,tezpur,153.6,06-17-2022
South Salmara,south,0,2022-06-17
South Salmara,mankachar,405,2022-06-17
Tamulpur,tamulpur,300,2022-06-17
Tamulpur,goreswar,224,2022-06-17
Udalguri,khairabari,55,2022-06-17
Udalguri,udalguri,0,2022-06-17
Udalguri,mazbat,0,2022-06-17
Udalguri,kalaigaon,240.1,06-17-2022
Udalguri,harisinga,0,06-17-2022
Nagaon,kampur,1437,2022-06-17
Nagaon,raha,194.74,2022-06-17
Bongaigaon,manikpur,2712,2022-06-17
Bongaigaon,bongaigaon,196.5,2022-06-17
Bongaigaon,srijangram,0,2022-06-17
Bongaigaon,boitamari,0,06-17-2022
Bongaigaon,dangtol,0,2022-06-17
Morigaon,mayong,320,2022-06-17
Dibrugarh,chabua,3.5,2022-06-17
Tinsukia,doomdooma,302.88,2022-06-18
Udalguri,khairabari,0,2022-06-18
Udalguri,udalguri,0,2022-06-18
Udalguri,mazbat,0,2022-06-18
Udalguri,kalaigaon,458.2,2022-06-18
Udalguri,harisinga,0,2022-06-18
Dibrugarh,chabua,5.7,2022-06-18
Dibrugarh,dibrugarh,0,2022-06-18
Dibrugarh,naharkatia,0.44,2022-06-18
Goalpara,balijana,762.5,2022-06-18
Goalpara,lakhipur,0,2022-06-18
Goalpara,matia,614,2022-06-18
Goalpara,rongjuli,24,2022-06-18
Golaghat,khumtai,26,2022-06-18
Bajali,bajali,0,06-18-2022
Bajali,sarupeta,520,2022-06-18
Hojai,lanka,791,2022-06-18
Hojai,hojai,2227,2022-06-18
Hojai,doboka,326,06-18-2022
Kamrup,rangia,594,2022-06-18
Kamrup,chaygaon,144,2022-06-18
Kamrup,kayan,358,06-18-2022
Kamrup,boko,10.45,2022-06-18
Kamrup,goroimari,165.5,2022-06-18
Kamrup,kamalpur,492.9,2022-06-18
Kamrup,palashbari,198,2022-06-18
Kamrup,north,58,2022-06-18
Kamrup,hajo,1717,2022-06-18
Kamrup (M),chandrapur,0,2022-06-18
Kamrup (M),sonapur,219,2022-06-18
Kamrup (M),guwahati,0,2022-06-18
Kamrup (M),azara,0,2022-06-18
Kamrup (M),dispur,0,2022-06-18
Karbi Anglong West,donkamokam,0,2022-06-18
Karimganj,rk,200,2022-06-18
Karimganj,badarpur,0,2022-06-18
Karimganj,patherkandi,0,2022-06-18
Karimganj,karimganj,0,2022-06-18
Karimganj,nilambazar,0,2022-06-18
Kokrajhar,bagribari,284.49,2022-06-18
Kokrajhar,bhawraguri,101.8,2022-06-18
Kokrajhar,gossaigaon,0,2022-06-18
Kokrajhar,dotma,331.5,2022-06-18
Kokrajhar,kokrajhar,0,2022-06-18
Lakhimpur,narayanpur,0,2022-06-18
Lakhimpur,north,161,2022-06-18
Lakhimpur,nowboicha,313.3,2022-06-18
Lakhimpur,subansiri,317,2022-06-18
Lakhimpur,bihpuria,339.8,2022-06-18
Lakhimpur,dhakuakhana,30,2022-06-18
Lakhimpur,kadam,71.85,2022-06-18
Morigaon,bhuragaon,311,2022-06-18
Morigaon,mayong,750,2022-06-18
Morigaon,morigaon,545,2022-06-18
Morigaon,laharighat,101,2022-06-18
Nagaon,samaguri,88,2022-06-18
Nagaon,raha,273.74,2022-06-18
Nagaon,kampur,4730,06-18-2022
Nagaon,nagaon,56,06-18-2022
Nagaon,kaliabor,27,06-18-2022
Majuli,majuli,539.02,06-18-2022
Majuli,ujani,92.35,06-18-2022
Sivasagar,sivsagar,80,06-18-2022
Sivasagar,demow,68.5,06-18-2022
Baksa,barnagar,498,06-18-2022
Baksa,baska,35.07,06-18-2022
Baksa,jalah,147,06-18-2022
Baksa,baganpara,43,06-18-2022
Baksa,barama,25,06-18-2022
Barpeta,kalgachia,1822.5,06-18-2022
Barpeta,chenga,1256,06-18-2022
Barpeta,barpeta,6230,06-18-2022
Barpeta,barnagar,1757.5,06-18-2022
Barpeta,sarthebari,1860.33,06-18-2022
Barpeta,baghbar,845,06-18-2022
Biswanath,halem,38.5,06-18-2022
Bongaigaon,manikpur,1946,06-18-2022
Bongaigaon,bongaigaon,196.5,2022-06-18
Bongaigaon,dangtol,271,2022-06-18
Bongaigaon,srijangram,0,2022-06-18
Bongaigaon,boitamari,0,2022-06-18
Nalbari,ghograpar,606,2022-06-18
Nalbari,tihu,367,2022-06-18
Nalbari,nalbari,338.1,2022-06-18
Nalbari,banekuchi,165,2022-06-18
Nalbari,paschim,554,2022-06-18
Nalbari,barbhag,83.5,2022-06-18
Nalbari,barkhetri,4417.7,2022-06-18
Chirang,bijni,2871.5,2022-06-18
Chirang,sidli,0,2022-06-18
Chirang,bengtal,0,2022-06-18
Cachar,silchar,0,2022-06-18
Cachar,katigorah,0,2022-06-18
Cachar,udharbond,0,2022-06-18
Cachar,lakhipur,0,2022-06-18
Cachar,sonai,0,2022-06-18
Dhemaji,gogamukh,510,2022-06-18
Dhemaji,sissiborgaon,405,2022-06-18
Dhemaji,jonai,3565.5,2022-06-18
Dhemaji,dhemaji,41,2022-06-18
Dhubri,dhubri,478,2022-06-18
Dhubri,gauripur,265.3,2022-06-18
Dhubri,south,2069,2022-06-18
Dhubri,bilasipara,0,2022-06-18
Dhubri,golakganj,0,06-18-2022
Dhubri,athani,1040.2,06-18-2022
Dhubri,chapar,1018.2,2022-06-18
Tamulpur,goreswar,0,2022-06-18
Tamulpur,tamulpur,220,2022-06-18
South Salmara,mankachar,405,2022-06-18
South Salmara,south,0,2022-06-18
Sonitpur,thelamara,683,2022-06-18
Sonitpur,chariduar,435,06-18-2022
Sonitpur,dhekiajuli,1465.1,2022-06-18
Sonitpur,tezpur,190.7,2022-06-18
Darrang,dalgaon,3795.5,06-18-2022
Darrang,patharighat,1181.2,2022-06-18
Darrang,mangaldoi,1572,2022-06-18
Darrang,sipajhar,915,2022-06-18
Bajali,sarupeta,520,2022-06-19
Bajali,bajali,0,2022-06-19
Baksa,barnagar,480,06-19-2022
Baksa,barama,7,2022-06-19
Baksa,baska,0,2022-06-19
Baksa,baganpara,41,2022-06-19
Baksa,jalah,15,2022-06-19
Bongaigaon,manikpur,321,2022-06-19
Bongaigaon,srijangram,0,2022-06-19
Bongaigaon,boitamari,0,2022-06-19
Barpeta,barpeta,779,2022-06-19
Barpeta,baghbar,18983,2022-06-19
Barpeta,kalgachia,1823.5,2022-06-19
Barpeta,sarthebari,2014,2022-06-19
Barpeta,barnagar,1757.5,2022-06-19
Barpeta,chenga,2550,06-19-2022
Biswanath,gohpur,536,06-19-2022
Biswanath,halem,571,06-19-2022
Biswanath,naduar,22.5,06-19-2022
Biswanath,biswanath,250,06-19-2022
Cachar,katigorah,0,06-19-2022
Cachar,silchar,0,06-19-2022
Cachar,lakhipur,0,06-19-2022
Cachar,sonai,0,06-19-2022
Cachar,udharbond,0,06-19-2022
Dibrugarh,chabua,5.6,06-19-2022
Darrang,mangaldoi,2328,2022-06-19
Darrang,dalgaon,3795.5,2022-06-19
Darrang,sipajhar,256.5,2022-06-19
Darrang,patharighat,2000,2022-06-19
Udalguri,udalguri,5103,2022-06-19
Udalguri,mazbat,0,2022-06-19
Udalguri,khairabari,10,2022-06-19
Udalguri,harisinga,0,2022-06-19
Udalguri,kalaigaon,504,2022-06-19
Tinsukia,tinsukia,8.85,2022-06-19
Tinsukia,doomdooma,370.23,2022-06-19
Tamulpur,goreswar,183.2,2022-06-19
Tamulpur,tamulpur,800,2022-06-19
South Salmara,south,0,2022-06-19
South Salmara,mankachar,405,2022-06-19
Sonitpur,naduar,50.5,2022-06-19
Sonitpur,dhekiajuli,2876.6,2022-06-19
Sonitpur,chariduar,171,2022-06-19
Sonitpur,thelamara,646,2022-06-19
Sonitpur,tezpur,725.6,2022-06-19
Sivasagar,sivsagar,60,2022-06-19
Sivasagar,demow,25.9,2022-06-19
Nalbari,ghograpar,718,2022-06-19
Nalbari,tihu,367,2022-06-19
Nalbari,banekuchi,161,2022-06-19
Nalbari,paschim,554,06-19-2022
Nalbari,barbhag,83.5,06-19-2022
Nalbari,nalbari,338.1,06-19-2022
Nalbari,barkhetri,3694.7,06-19-2022
Nagaon,kampur,7800,2022-06-19
Nagaon,raha,6932.14,2022-06-19
Nagaon,nagaon,86,2022-06-19
Nagaon,samaguri,185,2022-06-19
Nagaon,kaliabor,55,2022-06-19
Morigaon,morigaon,750,2022-06-19
Morigaon,bhuragaon,658,2022-06-19
Morigaon,mayong,930,2022-06-19
Morigaon,laharighat,101,06-19-2022
Majuli,majuli,424.8,2022-06-19
Majuli,ujani,236.14,2022-06-19
Lakhimpur,north,161,2022-06-19
Lakhimpur,narayanpur,0,2022-06-19
Lakhimpur,nowboicha,313.3,06-19-2022
Lakhimpur,dhakuakhana,50,2022-06-19
Lakhimpur,bihpuria,640.35,06-19-2022
Lakhimpur,kadam,46.5,2022-06-19
Lakhimpur,subansiri,107,2022-06-19
Kokrajhar,bagribari,284.49,2022-06-19
Kokrajhar,bhawraguri,0,2022-06-19
Kokrajhar,gossaigaon,0,06-19-2022
Kokrajhar,kokrajhar,0,2022-06-19
Kokrajhar,dotma,0,06-19-2022
Karimganj,rk,225,2022-06-19
Karimganj,badarpur,0,06-19-2022
Karimganj,patherkandi,0,2022-06-19
Karimganj,karimganj,0,06-19-2022
Karimganj,nilambazar,0,2022-06-19
Karbi Anglong West,donkamokam,66,2022-06-19
Kamrup (M),guwahati,0,2022-06-19
Kamrup (M),chandrapur,0,06-19-2022
Kamrup (M),dispur,0,06-19-2022
Kamrup (M),sonapur,219,06-19-2022
Kamrup,rangia,680,2022-06-19
Kamrup,goroimari,559,2022-06-19
Kamrup,kayan,358,2022-06-19
Kamrup,chamaria,92.5,2022-06-19
Kamrup,chaygaon,144,2022-06-19
Kamrup,kamalpur,468.9,2022-06-19
Kamrup,palashbari,305.5,2022-06-19
Kamrup,hajo,1787,2022-06-19
Kamrup,north,140.5,2022-06-19
Jorhat,jorhat,0,2022-06-19
Jorhat,teok,0,2022-06-19
Hojai,lanka,815,2022-06-19
Hojai,hojai,1534,2022-06-19
Hojai,doboka,436,2022-06-19
Hailakandi,hailakandi,0,2022-06-19
Hailakandi,lala,0,2022-06-19
Hailakandi,katlicherra,0,2022-06-19
Hailakandi,algapur,25,2022-06-19
Golaghat,dergaon,0,2022-06-19
Golaghat,bokakhat,31,2022-06-19
Golaghat,khumtai,26,2022-06-19
Goalpara,balijana,762.5,2022-06-19
Goalpara,lakhipur,2227,2022-06-19
Goalpara,matia,614,06-19-2022
Goalpara,rongjuli,27,06-19-2022
Dhubri,dhubri,564,06-19-2022
Dhubri,gauripur,535.6,06-19-2022
Dhubri,south,2394,06-19-2022
Dhubri,chapar,1018.2,06-19-2022
Dhubri,athani,2289.03,06-19-2022
Dhubri,bilasipara,0,06-19-2022
Dhubri,golakganj,962.5,06-19-2022
Dhubri,agamoni,893.5,06-19-2022
Dhemaji,sissiborgaon,730,2022-06-19
Dhemaji,jonai,5941.5,2022-06-19
Dhemaji,gogamukh,467,2022-06-19
Dhemaji,dhemaji,37,2022-06-19
Chirang,sidli,368.5,2022-06-19
Chirang,bijni,2922.5,2022-06-19
Chirang,bengtal,31.2,2022-06-19
Dhubri,agamoni,0,2022-06-20
Dhubri,chapar,1018.2,2022-06-20
Dhubri,south,2394,2022-06-20
Dhubri,athani,2289.03,2022-06-20
Dhubri,dhubri,660.5,2022-06-20
Dhubri,gauripur,596.6,2022-06-20
Dhubri,golakganj,659,2022-06-20
Dhubri,bilasipara,0,2022-06-20
Kamrup,rangia,798.5,2022-06-20
Kamrup,kayan,407,2022-06-20
Kamrup,chamaria,95.5,2022-06-20
Kamrup,chaygaon,144,2022-06-20
Kamrup,kamalpur,468.9,2022-06-20
Kamrup,goroimari,600,2022-06-20
Kamrup,hajo,620,2022-06-20
Kamrup,palashbari,208.5,06-20-2022
Kamrup,north,259.5,06-20-2022
Tinsukia,doomdooma,185.2,2022-06-20
Tinsukia,tinsukia,1268.33,2022-06-20
Barpeta,baghbar,18983,2022-06-20
Barpeta,barpeta,875,06-20-2022
Barpeta,sarthebari,2289,06-20-2022
Barpeta,barnagar,1439,06-20-2022
Barpeta,kalgachia,1823.5,06-20-2022
Barpeta,chenga,2693,2022-06-20
Biswanath,gohpur,212,2022-06-20
Biswanath,naduar,22.5,2022-06-20
Biswanath,biswanath,0,06-20-2022
Biswanath,halem,541,2022-06-20
Bongaigaon,boitamari,0,2022-06-20
Bongaigaon,srijangram,2445,2022-06-20
Bongaigaon,manikpur,226,2022-06-20
Cachar,silchar,0,2022-06-20
Cachar,sonai,15,2022-06-20
Cachar,udharbond,0,2022-06-20
Cachar,katigorah,0,2022-06-20
Cachar,lakhipur,0,2022-06-20
Chirang,bijni,2444.9,2022-06-20
Chirang,sidli,0,2022-06-20
Chirang,bengtal,0,06-20-2022
Darrang,mangaldoi,2328,2022-06-20
Darrang,patharighat,2000,2022-06-20
Darrang,dalgaon,3795.5,2022-06-20
Darrang,sipajhar,1224,2022-06-20
Dhemaji,sissiborgaon,885,2022-06-20
Dhemaji,jonai,8794.5,2022-06-20
Dhemaji,gogamukh,0,2022-06-20
Dhemaji,dhemaji,30,2022-06-20
Dibrugarh,chabua,2.5,2022-06-20
Goalpara,balijana,762.5,2022-06-20
Goalpara,matia,614,2022-06-20
Goalpara,lakhipur,0,2022-06-20
Goalpara,rongjuli,5,2022-06-20
Golaghat,bokakhat,80,2022-06-20
Golaghat,khumtai,26,2022-06-20
Hailakandi,lala,13,06-20-2022
Hailakandi,algapur,31,2022-06-20
Hailakandi,hailakandi,19,2022-06-20
Hailakandi,katlicherra,13,2022-06-20
Hojai,lanka,815,06-20-2022
Hojai,doboka,436,2022-06-20
Hojai,hojai,1098,2022-06-20
Kamrup (M),guwahati,0,2022-06-20
Kamrup (M),sonapur,109.5,2022-06-20
Kamrup (M),chandrapur,0,06-20-2022
Kamrup (M),azara,327,06-20-2022
Kamrup (M),dispur,0,06-20-2022
Karbi Anglong West,donkamokam,2.4,2022-06-20
Karimganj,rk,290,2022-06-20
Karimganj,badarpur,0,2022-06-20
Karimganj,patherkandi,0,2022-06-20
Karimganj,karimganj,0,2022-06-20
Karimganj,nilambazar,0,2022-06-20
Kokrajhar,bhawraguri,0,2022-06-20
Kokrajhar,gossaigaon,0,2022-06-20
Kokrajhar,bagribari,284.49,2022-06-20
Lakhimpur,narayanpur,0,2022-06-20
Lakhimpur,nowboicha,1040.3,2022-06-20
Lakhimpur,north,165,2022-06-20
Lakhimpur,bihpuria,0,2022-06-20
Lakhimpur,dhakuakhana,50,2022-06-20
Lakhimpur,kadam,51,06-20-2022
Lakhimpur,subansiri,168,2022-06-20
Majuli,ujani,230.42,2022-06-20
Majuli,majuli,589.36,2022-06-20
Morigaon,morigaon,770,2022-06-20
Morigaon,bhuragaon,721,2022-06-20
